Topic,ctfidf_top_terms
46,"汽车,电动车,那不就,恭喜,电瓶车,新能源,那特,没见,发明,电动汽车,早就,tm,普及,玩意,车上"
47,"跑步,搞笑,赛跑,姿态,姿势,挺快,博主,领跑,小机器人,我妈,周末,机器人,女生,鸟鸟,代价"
48,"宇树,h1,g1,宇树家,参赛,编程,宇树用,10m,玉树,显眼,档次,跳舞,费用,气氛,队伍"
49,"疲惫,累得,站不稳,上吊,累着,欺负,乐子,机器人,躺平,摆烂,站不住,可怜,命苦,自我,垃圾"
50,"姿态,第三个,最后,松弛,最像,动作,附体,姿势,第二段,最好,优雅,体态,比向,接近,别说"
51,"防晒,喷雾,晒黑,防晒霜,喷点,痱子粉,黢黑,防蚊,蚊虫,孩子,止痒,黑成,花露水,驱蚊,避雷"
52,"评论,神人,区里,人格,经典,匪夷所思,真多,反驳,下面,耐心,好多,人才,某些,这条,质疑"
53,"外国人,国外,美国,中国,之光,国内,老外,视觉效果,要是,西方,抨击,印度人,外网,闹麻,ip"
54,"一口,吃饱,吃饭,胖子,吃成,撑得,太饱,馒头,不吃,人累,筷子,回来,够呛,工作人员,孙孙"
55,"救护车,救人,120,抢救,医生,急救,以为,医院,医学生,机器人,动物,救援,機器,一辆,配备"
56,"豆包,豆脚,豆角,一个头,豆德,满分,疑似,看见,哪里,名字,预算,我爱上,权威,值狂,好会"
57,"润滑油,润滑,神油,润滑剂,关节,印度,摩擦,部位,机油,以为,黄油,润滑液,磨损,连接,之类"
58,"终结者,t800,t1000,到来,很快,参考,此事,雏形,1000,步枪,进化,电影,800,不远,想想"
59,"跑步,测试,展示,为了,技术,续航,无数次,动作,调整,性能,肯定,运行,问题,稳定性,条件"
60,"前面,后面,有的是,失控,电脑,换车,跟着,后边,视频,愿意,一堆,指挥,没了,机器人,疯狂"
61,"发动机,日本,电车,不差,专利,奇瑞,碾压,挖掘机,变速箱,国产,中国,新能源,国内,油车,马力"
62,"换电池,换电,降温,加冰,润滑,电池,润滑剂,润滑油,冰块,冷却,共亨,散热,上油,补冰,一边"
63,"马拉松,意义,测试,反讽,机器人马拉松,实时,算法,参加,极限,赛道,哪些,其实,性能,续航,真实"
64,"凉面,麻酱,加点,好吃,鸡丝,花生米,黄瓜,凉皮,要加,花生,我要,拌面,糖醋,放点,豆芽"
65,"小鼻嘎,嘎子,小鼻嘎好,这小鼻,可爱,鼻子,奶瓶,喜欢,嘎嘎,小比,进村,度假,挂个,黑黑的,那点"
66,"统治,本人,名状,当做,严肃,地球,之后,评论,痛苦,累倒,拥护,其他人,此条,世界,感受"
67,"裤裆,对着,裆部,部位,私密,隐私,一直,jj,人家,那里,一顿,前列腺,屁屁,为什么,总是"
68,"摆臂,摆动,胳膊,双臂,甩臂,甩手,平衡,陀螺仪,不摆臂,摆手,有助于,手臂,跑步,保持平衡,抱紧"
69,"镜头,一转,地上,坐在,转过,坐下,憋不住,不住,好笑,蚌埠,绷住,出现,没招,路边,语言"
70,"赛车,比赛,赛车场,那不就,那特,赛马,汽车,区别,赛道,摩托车,为什么,中去,注意安全,周六,够快"
71,"马车,火车,发明,飞机,当年,人们,汽车,蒸汽机,年前,富兰克林,如此,第一架,骑马,蒸汽,质疑"
72,"膝盖,钛合金,半月板,膝关节,做手术,没事,保护,置换,免费,人家,金属,钢铁,换个,不动,注意"
73,"假酒,喝多,喝醉,喝高,红牛,喝醉酒,喝酒,喝点,二斤,二两,第一位,咖啡,一瓶,昨晚,再来"
74,"帽子,草帽,戴帽子,红领巾,安全帽,可爱,戴个,小帽子,两顶,头戴,还给,晒黑,带个,防晒,小子"
75,"未成年,参加,儿童组,成人,参赛,幼儿,断奶,小朋友,儿童,组委会,禁止,欺负,成年组,幼儿园,公平"
76,"驾驶,自动,无人驾驶,汽车,无人,智驾,那不就,干脆,方向盘,特斯拉,智能,五年,辅助,参赛,新能源"
77,"伺候,三个,三人,大爷,侍候,个人,保姆,照顾,还要,服侍,服务,多人,八个,黑鬼,这三人"
78,"多少钱,压岁钱,想买,攒钱,买不起,不买,买得起,用不上,不贵,几十万,皮肤,这款,我要,价格,的话"
79,"休息,站不稳,会儿,倒头,一会,累坏,歇会,站不住,一晃,太累,累得,累死,两步,不想,瘫倒"
80,"工程师,跟着,技术员,累死,坐车,终于,不少,全程,不管,肥仔,钻进去,候着,这会儿,女性,女孩子"
81,"保安,一脚,大爷,大叔,田里,大哥,执勤,jio,叔叔,警察,安保,工伤,草丛,绿化带,那位"
82,"摔倒,摔成,骨折,破碎,担架,摔跤,医院,鼓掌,地上,看有,胳膊,没笑,看热闹,一跤,有个"
83,"站不稳,停下,不稳,重心,停下来,不动,上半身,往后,腿软,上身,站稳,突然,有点像,不足,为什么"
84,"第一个,真快,速度,挺快,好快,看清楚,喘气,飞快,不带,超级,太快,关键,真猛,49,几秒钟"
85,"春晚,晚上,那些,武术,表演,跳舞,抱下来,编程,天差地别,那波,空翻,一分钟,日新月异,舞台,前年"
86,"bgm,配音,配乐,音乐,声音,百度,好听,僵尸,美团,自带,说话,背景,大战,植物,搞笑"
87,"养老,照顾,指望,指着,退休,医院,孙子,生活,有望,你老,加油,背着,好好,一会,玩意儿"
88,"小机器人,可爱,人机,宝宝,搞笑,一颠,萌萌,发财,这些,搭讪,乖乖,好酷,小鸡,最爱,淘气"
89,"猝死,熬夜,容易,概率,运动,剧烈运动,高强度,几率,死得,加大,雪峰,身体,昨晚,晚上,加班"
90,"太像,薛之谦,他长,有点像,大张伟,邓超,好像,刘能,造型,想到,长得,第二个,直直的,第二位,还怪"
91,"蟑螂,苍蝇,蚊子,老鼠,除外,广东,螳螂,幼虫,可爱,除了,巨型,恶心,楼主,别过来,北方"
92,"元气,仔跑,优雅,仔好,标准,轻盈,仔好帅,姿势,接近,一票,姿好,最帅,最像,轻松,闪电"
93,"体育,体测,35,以上,体力,体育课,重要性,怪不得,面试,体育精神,锻炼身体,运动员,大学,怎么样,没想到"
94,"比赛,足球,大赛,大多数,世界杯,不过关,踢足球,冠军,機械,组织,搞个,回去,负责,同时,能来"
95,"基金,明天,股票,板块,etf,周一,不涨,植物,难怪,涨起来,清仓,涨停,回本,一直,怪不得"
96,"补给,太慢,中途,补给点,扣分,私补,换人,送餐,停下,补给站,每隔,急得,快补,很燃,补上"
97,"加油,听懂,听得懂,人喊,加电,王者,mean,mrga,when,em,这钱,夸赞,用油,really,用电"
98,"人形,地形,蜘蛛,形态,复杂,轮子,形体,更难,越野跑,方面,非要,双腿,不好,必须,做成"
99,"工作人员,操作员,跟着,全程,技术人员,保障,操作,操作者,人员,一起,一路,好累,一直,操控,旁边"
100,"测试,极限,性能,耐用性,稳定性,可靠性,老化,续航,考验,验证,机械,控制系统,讲究,考试,耐久性"
101,"鲁班,七号,小将,乒乓,王者,这小,好像,短腿,cos,我操,250,味儿,正好,迈着,书包"
102,"就业,岗位,增加,失业,提供,创造,工作岗位,三个,方向,工资,到位,更多,工作,提高,多人"
103,"红色,闪电,冠军,第一名,jd,好象,真猛,紅色,冲天,红衣,红衣服,犯规,一道,猥琐,最棒"
104,"装备,一地,爆一地,爆率,上来,好好,666,碰瓷,值狂,纸糊,高一,一骑,裸奔,绝尘,跑酷"
105,"上班,下班,背着,上下班,点半,早上,五点,赶着,罢工,加班,小时,想买,不想,放假,姑娘"
106,"加油,对着,听得懂,听懂,冲着,听见,真诚,小狗,油腻,快点,几号,大悦,机魂,充电,机器人"
107,"电机,过热,冷却,降温,温度,高速运转,电动机,高温,高负荷,干冰,快速,金属,制冷剂,要么,机械"
108,"白月光,adhd,初代,越来越,拉拉,附议,心中,机器,拿捏,身影,星球大战,机器人,非洲,战斗,人格"
109,"几步,步伐,步态,迈着,减速,停下来,两下,停下,真人,后退,矫健,降速,小步,好帅,拟人"
110,"中国,美国,水平,日本,国外,之光,国产,美日韩,半成品,德国,阴阳怪气,国内,阶段,领先,评论"
111,"外星人,撞到,大半夜,气球,怎么办,责任,发疯,杀人,晚上,突然,打人,警察,追杀,倾向,撞墙"
112,"结束,出师,未捷,创业,先帝,身先,闹剧,开局,开始,中道,天崩,未半而,这场,停止,解体"
113,"现场,想去,没去,周六,热烈,气氛,消息,请问,位置,哪里,欢乐,哪儿,下次,直播,今天"
114,"骑个,骑车,打车,骑墙,坐车,高铁,上班,骑着,或者,自行车,一段,摩托,不让,电瓶车,我特"
115,"去年,今年,健步如飞,摔跟头,明年,磕磕绊绊,进步,半身不遂,记得,后年,一年,摔倒,跑的快,恢复期,头掉"
116,"控制,失控,不受,操控,控制不了,咋办,跟着,跑出去,运算,主动,避让,控制器,打死,停不下来,姿态控制"
117,"东西,没用,毛用,干嘛,玩意,卵用,浪费,研究,玩意儿,造出来,用途,有用,得会,这素,鼻屎"
118,"八步,赶蝉,三步,学会,即视感,更进一步,老祖宗,写入,相似,理念,终极,智慧,经济,来个,底盘"
119,"跳舞,084,舞蹈,街舞,84,观众,路人,半路,跳街舞,功夫,于是,72,娱乐圈,打招呼,模式"
120,"测试,性能,稳定性,极限,不同,长时间,协调性,耐久,the,it,安稳,test,体现,加强,成品"
121,"本科,ppt,欣赏,反复,研究生,本科生,毕业论文,学历,干不了,才行,硕士,985,本科毕业,大学,85"
122,"意义,马拉松,机器人马拉松,何在,何用,哪里,好奇,挑战,参加,骑马,不装,实际意义,健身,纯属,竞技"
123,"牛马,骡子,溜溜,马拉,终究,电子,真得,抗造,人真,老马,当了,当牛马,养马,新型,很贵"
124,"进化,一年,太快,真快,娇惯,这才,一届,速度,去年,家长,对比,明年,我滴,进化论,想进"
125,"股票,资本,股民,股价,大跌,上市,离场,投资,炒股,收到,不涨,折腾,圈钱,量化,爱情"
126,"章若楠,若楠,像章,跟章,张若楠,好像,小红,姿势,乃文,跑步,第一个,一段时间,竞争对手,上午,模仿"
127,"无人机,会炸机,天上,空中,穿越,飞机,信号,步兵,机上,风力,征服,卫星,只想,弱点,一架"
128,"替代,代替,人类,取代,趋势,思想,一代,不了,探索,中去,收入,逝世,奴隶,尽早,倒逼"
129,"运动鞋,穿鞋,穿衣服,跑鞋,碳板,耐克,穿着,防止,裤子,温柔,拖慢,安踏,声音,左右脚,妨碍"
130,"轮子,跑步,轮滑,赛车,轮椅,残奥会,田径比赛,轮滑鞋,参加,比赛,裁判,坐轮椅,竞赛,规定,第一步"
131,"以为,鲤鱼打挺,塑料袋,摔出,火花,要来,开始,纳闷,相声,会来,忍者,蝴蝶,里装,流血,折叠"
132,"大湾,鸡好,一只,两只,烤鸡,居然,挺萌,前边,可爱,啊哈,老板,冲锋,小子,第一次,加油"
133,"质量,太差,废铁,廉价,材料,材质,结实,散架,一堆,很差,造得,碳纤维,废柴,废材,耗材"
134,"穿衣服,衣服,假发,服装,黑衣服,卤蛋,认识,穿鞋,裤子,严谨,第一天,眼熟,换衣服,换身,看不出"
135,"年轻,年轻人,少年,强则,国强,真棒,技术人员,朝气蓬勃,科技人才,注意,小伙子,一群,团队,咱们,八零后"
136,"倒数,第一,第一名,胜利,ta,迈着,记住,矫健,步伐,算不上,小孩,不要紧,说不说,残影,咋啦"
137,"进步,太快,很大,很快,好大,飞速,真快,再接再厉,稳步,明显,笨拙,极大,搞成,太棒了,神速"
138,"以为,开水,喝水,喝点,热水,口渴,加热,补水,水壶,给水,脱水,枸杞,矿泉水,原来,抵抗"
139,"膝盖,不好,不伤,轴子,看得,不对,胯骨,建议,筒子,井盖,一是,坏死,光脚,二是,一通"
140,"手机,打电话,小灵通,智能手机,4g,网络,大哥大,bb,只能,3g,挂绳,网速,端的,以前,一无是处"
141,"家务,做饭,份量,搭子,拖地,洗衣,洗衣服,等到,就行,次序,五分钟,小丑,快点,学会,能替"
142,"补贴,国家补贴,到手,补助,经费,严查,拿到,国家,领导,能养,一两家,匪夷所思,交代,骗补,造势"
143,"测试,临时,分析,在家,实验室,提前,两边,从不,好测,开了个,凑数,现眼,亮相,发抖,外空"
144,"故意,炫技,观众,卖弄,表演,耍帅,绝对,鼓掌,存心,特地,抢戏,溜子,一把,造福人类,共情"
145,"小派,查派,超能,宝宝,可爱,想起,候着,他爸,心中,冰淇淋,迷你,不爱,桌子,订书机,巧克力"
146,"亦庄,义庄,古代,神奇,地方,宗族,慈善机构,停尸房,字庄,名字,以前,联系,流传,买起,权威"
147,"跑不过,追不上,追上,不过,跑不了,媳妇,颜控,绝对,不了,风驰电掣,跑不掉,没让,那家伙,费力,对方"
148,"赛车,轮子,赛道,有轮,摩托车,比赛,彰显,汽车,更远,见过,真上,那有,早就,四个,赞助"
149,"屁股,尿不湿,撒尿,冲洗,纸尿裤,接着,洗洗,换个,洗个,瘙痒,冰镇,尿布,一半,定期,被套"
150,"春晚,那批,上过,舞台,这波,晚上,神通广大,排练,挺慢,悲观,没出,理性,演员,割裂,我求"
151,"补给,看病,牛马,换成,补给站,吃饭,字幕,骑手,生病,不吃不喝,说得对,更何况,挡住,弹幕,出个"
152,"抱歉,lcu,占用,一把,实在,母亲,一眼,对不起,留住,大家,宝贝女儿,办法,资源,不公,各位"
153,"硅基,碳基生物,硅基生物,生命,碳基,拉爆,即将,文明,诞生,地球,way,完胜,换过来,按照,民间"
154,"亦庄,鸵鸟,无人驾驶,几天,前两天,神奇,马路上,溜溜,路上,一会儿,经常,无人,科创,碰见,红灯"
155,"当个,事儿,事办,遇事,当件,当当,您好,回头,处理,这才,谢谢,真实,一下"
156,"三个,三人,全马,真人,服务,扭曲,跑步,个人,一机,天罡,牛马,正常人,员工,究竟,损耗"
157,"高燃,燃在,哪里,燃了,燃起,找出,看燃,自燃,点个,der,激烈,燃烧,不知,那儿,犊子"
158,"镜头,语言,斯皮尔伯格,艺术,real,摄影,这块,一块,转场,好强,摄影师,this,含金量,故事,转过"
159,"学会,走路,先会,先得,先学,一步,其他,慢慢,再学,打好,飞檐走壁,基础,基本,刚生,后果"
160,"裆部,裤裆,warning,过热,散热,内裤,凉飕飕,最热,胯下,股骨头,磨出,冲着,治疗,凉凉的,火星子"
161,"核心,好稳,真稳,力量,好强,稳定,异常,这腰,挺稳,一笔,很稳,哇塞,高端,看吧,心脏"
162,"飞吻,翅膀,感谢,停下来,小强,媚粉,机格,卖萌,科普,上海,天使,持续,讲解,急救,背个"
163,"地形,复杂,平地,适应,山地,使用,两年,地方,考虑,搬东西,悬崖峭壁,之类,沙漠,两把,不全是"
164,"大点,脚掌,脚丫子,头重脚轻,太细,站不稳,太小,着地,做个,形状,微软,这脚,影响,鞋底,基本上"
165,"地上,地下,坐在,耍脾气,他俩,内个,期间,歇歇,力气,没想,高低,累着,失去,椅子,耍赖"
166,"刷到,视角,视频,素材,我刷,网友,狂飙,推送,十个,5000,抖音,太卷,出圈,理由,学学"
167,"演唱会,张杰,杰哥,伴舞,蹦迪,晚上,白天,跳舞,衣服,裤子,工作服,大张伟,同款,参加,张图"
168,"回去,家里,老人,添乱,不够,照顾,爸妈,陪伴,是否,媳妇,局部,独居,买给,充气,推出"
169,"胯部,扭着,没开,屁股,发力,轴子,起身,关节,酸钠,腰部,扭得,几遍,疲劳,关节轴承,大张伟"
170,"严肃,支持,点赞,拥护,没错,评论,领奖,尊敬,永远,点个,好棒,3000,同意,多点,官方"
171,"笔记本,电脑,骑车,笔记本电脑,负责,司机,自行车,拿个,戴眼镜,操作电脑,支架,意满离,不轻,替代品,提着"
172,"奶嘴,脖子,安抚,胸前,甚至,口水,实在太,营业,满月,胸口,还给,老师,那里,手里,身上"
173,"龟兔,赛跑,龟速,乌龟,妹妹,这儿,既视感,别看,味道,兔子,听说,一段,一套,实力,告诉"
174,"低血糖,安全,1.8,人扮,能否,疼痛,恢复能力,体力不支,机制,跑步机,爬起,一环,宕机,缓解,解释一下"
175,"服务,人类,追捕,初衷,仆人,公主,普遍,终究,理想,多好,反过来,百年,管家,机械公敌,早期"
176,"跟着,跟随,观光车,后面,冲刺,坐在,带路,老实,阶段,辆车,稳稳,大声,队伍,一辆车,有车"
177,"裤子,蓝色,伙计,劲儿,面膜,小蓝,蹦迪,太能,强者,文化,同款,那家伙,差个,衣服,行星"
178,"徒手,太阴,戰場,可怕,救救,景象,魔幻,不吃,要死,参赛选手,马桶,无语,正事,搞点,打人"
179,"机器狗,导盲犬,早就,导盲,遛狗,家务,实用,代工,八足,六足,协助,吃力,贴近生活,刷刷,越低"
180,"娱乐,没比,人文,消遣,以外,啥样,气息,年龄段,性格,深刻,高大,小鸟,有钱人,真好玩,星际"
181,"无聊,无趣,你好,真想,到家,至极,扫兴,人事,真是太,有何意义,拉屎,这话,简直,证明,本身"
