帖子id,帖子标题,帖子点赞数,帖子评论数,comment_level,comment_id,parent_comment_id,user_id,content,comment_time,location,like_count,reply_count,char_len,post_category,robot_status,human_role,effective_token_count,topic
69da7e87000000001a03484e,"今晚的亦庄机器人马拉松测试

",,8169.0,2,69dad46b000000003501bc1d,69dac8d7000000000c0319f8,6299ff0e000000002102022f,大不了换零件[doge],2026.04.12,天津,164.0,,12,成功|观众,成功,观众,2,1
69e481e8000000002003ad94,"

",,,2,69e595f5000000001401b01d,69e5949d000000001401cc1b,5724420250c4b430e1131110,冰块，降温散热用的。,2026.04.20,上海,154.0,,10,强势|服务者,强势,服务者,3,1
69e41e24000000001a025f1a,"人形机器人半马摔倒瞬间��

",1155.0,129.0,2,69e438c3000000001401e427,69e42cb3000000001401c41a,66e3ec90000000001e004f02,背后加入冷却冰块，后面车上人有冰桶，过一阵就往里面倒，挺好玩的,2026.04.19,山东,110.0,,31,失败|观众,失败,观众,11,1
69e481e8000000002003ad94,"

",,,2,69e48a26000000001401980f,69e4853b000000001401b022,6593daf8000000001f03a111,我以为是云南白药呢[暗中观察R],2026.04.19,北京,108.0,,16,强势|服务者,强势,服务者,2,1
69e481e8000000002003ad94,"

",,,2,69e4899a000000001401b00a,69e4853b000000001401b022,6788d4ff000000000801d683,降温散热的,2026.04.19,北京,99.0,,5,强势|服务者,强势,服务者,2,1
69e481e8000000002003ad94,"

",,,2,69e59e15000000001401a008,69e5949d000000001401cc1b,5a28c0e6b1da1449d366a6d4,干冰，这个桶可太熟悉了[笑哭R],2026.04.20,山东,69.0,,16,强势|服务者,强势,服务者,2,1
69e4551e000000001f005895,"荣耀机器人赢麻了�我觉得它表情在嘲讽我

",,816.0,2,69e493f9000000001401c00c,69e48b57000000001401bc2e,64e623f70000000001012981,主要问题不是电量，而是散热,2026.04.19,四川,59.0,,13,成功|被超越者,成功,被超越者,5,1
69e481e8000000002003ad94,"

",,,2,69e57975000000001401bc13,69e56a0b000000001401c009,581dcf073460940cfdc72f4e,估计是电压不足,2026.04.20,山东,49.0,,7,强势|服务者,强势,服务者,3,1
69e4551e000000001f005895,"荣耀机器人赢麻了�我觉得它表情在嘲讽我

",,816.0,2,69e49c21000000001401b828,69e48d160000000014018c1b,61b02fd200000000100072b7,会自焚的降温跟不上的话[捂脸R],2026.04.19,山东,46.0,,16,成功|被超越者,成功,被超越者,4,1
69e4551e000000001f005895,"荣耀机器人赢麻了�我觉得它表情在嘲讽我

",,816.0,1,69e4f216000000001401940a,,5f7f2c30000000000101cecb,它这个散热系统是真牛逼呀,2026.04.19,重庆,36.0,0.0,12,成功|被超越者,成功,被超越者,2,1
69e4551e000000001f005895,"荣耀机器人赢麻了�我觉得它表情在嘲讽我

",,816.0,1,69e47395000000001401e037,,6340e2bd000000001802c875,喘气儿的跑不过烧电的！,2026.04.19,山西,36.0,1.0,11,成功|被超越者,成功,被超越者,3,1
69e481e8000000002003ad94,"

",,,2,69e4ffdf000000001401d40b,69e4fb83000000001401c40c,67a5e751000000000e01de9e,冰块啊！应该是降温用的,2026.04.20,福建,35.0,,11,强势|服务者,强势,服务者,2,1
69e47f8f000000001f007203,"2026年机器人马拉松状态，五年后再看�

",,5834.0,1,69eb618f0000000029027c14,,68713073000000000d02d091,青海湖电池也是用在闪电身上了,2026.04.24,广东,34.0,0.0,14,,,,4,1
69e6f2bc0000000023005345,"�机器人第一视角，好多人呀

",,687.0,2,69e7a388000000001401e40c,69e79d67000000001401d426,5b007f70e8ac2b6983f139a5,不是摔了，是没电蹲下来，家长过来换电池，宇树在后面鼓掌[doge],2026.04.22,上海,33.0,,33,弱势|观众,弱势,观众,8,1
69e4551e000000001f005895,"荣耀机器人赢麻了�我觉得它表情在嘲讽我

",,816.0,1,69f181ef00000000270144af,,62dfb87a000000001f004394,闪电，快点给你的青海湖电池吐出来放我身上，我燃尽了,2026.04.29,吉林,32.0,3.0,25,成功|被超越者,成功,被超越者,7,1
69e481e8000000002003ad94,"

",,,2,69e598f9000000001401b81c,69e4a3ea000000001401e813,685ff465000000001b019504,那是保温壶，里面装的碎冰块，给主机降温的[doge],2026.04.20,北京,24.0,,26,强势|服务者,强势,服务者,5,1
69e481e8000000002003ad94,"

",,,1,69e6f8a10000000014019c09,,5e8297000000000001001b48,往它背上倒的是啥？蛋白粉吗？,2026.04.21,四川,22.0,7.0,14,强势|服务者,强势,服务者,2,1
69da7e87000000001a03484e,"今晚的亦庄机器人马拉松测试

",,8169.0,2,69db14d600000000350128b6,69daf1a9000000000103c4f0,5ccbe39c0000000012015b14,还费电呢，你下次建议他别用电池,2026.04.12,北京,21.0,,15,成功|观众,成功,观众,5,1
69e481e8000000002003ad94,"

",,,1,69e49ad60000000014018c19,,61a5f90c000000001000ed65,笑死了，我一开始以为是高级燃料，结果发现是往背包里放冰,2026.04.19,上海,20.0,4.0,27,强势|服务者,强势,服务者,8,1
69e4426b000000001d01c7ed,"一个大的一个小的一个废的

",,7334.0,2,69e46da6000000001401e83a,69e46888000000001401d418,5b9bc5176b58b7183e564046,它还戴了帽子防晒[嘻嘻R],2026.04.19,湖南,20.0,,13,中性|观众,中性,观众,2,1
69e41e24000000001a025f1a,"人形机器人半马摔倒瞬间��

",1155.0,129.0,2,69e4325e0000000014019c19,69e42cb3000000001401c41a,5e0d64cb000000000100b6aa,说是冷却用的东西[笑哭R],2026.04.19,北京,20.0,,13,失败|观众,失败,观众,2,1
