tiktok_id,tiktok_text,tiktok_caption,xhs_id,xhs_text,xhs_caption,score,matched
7633050798611762439,Cuộc thi marathon này nghe nó  Cuộc thi marathon này nghe nó lạ lắm  #tintuc #lazo #trungquoc #giaitri #funny ,"机器人在马拉松赛道上行走 | 白色人形机器人, 白色带鹿角机器人, 粉色机器人 | 观众在围栏后观看 | 街道, 中国建设银行前 | 机器人行走",69e634590000000022003bb5,"这是我的。

",机器人在赛道上行走，工作人员在旁协助 | 人形机器人，白色和绿色 | 工作人员和观众 | 调试准备区 | 机器人行走,0.7469793,False
7630772250849217813,"Dalam acara half marathon robo Dalam acara half marathon robot Beijing yang diselenggarakan kemarin(19/04/26), di antara 40 robot humanoid yang ikut serta, ada salah satu robot yang mencuri perhatian, yaitu robot yang menembus garis finish terakhir karena bentuk tubuhnya yang kecil dan membawa botol susu yang menambah keimutannya. gemes banget, ini sih ʳᵒᵇᵒᵗ🤏🏻 #fyp #robothumanoid #marathonbeijing #editorial","小型机器人在赛道上奔跑 | 红色小型机器人, 1个 | 观众在围栏后观看, 工作人员在旁 | 街道赛道, 白色护栏 | 机器人奔跑",69e5a09a000000002103ba03,"在2026年4月20日举行的某场半程马拉松赛事中，一台参赛的人形机器人出现了引人注目的行为。它在奔跑途中突然停下，转而开始表演舞蹈动作。周围观众发出的“哇！再来一个！”等热烈称赞，似乎影响了机器人的后续行为，使其一度偏离了比赛的主要任务。

",机器人在半程马拉松途中突然停下表演 | 1个，白色上衣蓝色裤子 | 工作人员 | 马拉松赛道 | 突然停下表演,0.74260545,False
7631119290237750545,Robots just ran a half maratho Robots just ran a half marathon in under 51 minutes. Meet the quirky contestants stealing the show. #RobotMarathon2026 #HumanoidRobot #Beijing #BuzzStories,"机器人在赛道上奔跑 | 银色人形机器人, 灰色人形机器人 | 工作人员 | 赛道 | 跑步",69e5a09a000000002103ba03,"在2026年4月20日举行的某场半程马拉松赛事中，一台参赛的人形机器人出现了引人注目的行为。它在奔跑途中突然停下，转而开始表演舞蹈动作。周围观众发出的“哇！再来一个！”等热烈称赞，似乎影响了机器人的后续行为，使其一度偏离了比赛的主要任务。

",机器人在半程马拉松途中突然停下表演 | 1个，白色上衣蓝色裤子 | 工作人员 | 马拉松赛道 | 突然停下表演,0.7418646,False
7630286769279323406,"Beijing Half Marathon Robot Co Beijing Half Marathon Robot Competition, 50 minutes 26 seconds, surpassing the human record.#china #robots #marathon #record ",机器人在赛道上奔跑，观众在旁观看 | 红色人形机器人，数量1 | 观众在路边观看并用手机拍摄 | 街道赛道，路边有护栏和树木 | 机器人打破人类半马纪录,69e44278000000001a0217bb,"今天参加亦庄半程马拉松，机器人跑的太快了，一会就超过我了，这是第6个超过我的机器人。 今天荣耀闪电突破50分钟完赛，比人快多了

",一名选手在赛道上跑步 | 选手 | 赛道,0.73877156,False
7630491481236704545,"Ein humanoider Roboter in Chin Ein humanoider Roboter in China ist einen Halbmarathon schneller gelaufen als Menschen. Was vor wenigen Jahren noch nach Science-Fiction klang, ist jetzt Realität.  #china #roboter #ki #technologie #zukunft ","机器人在赛道上奔跑 | 红色机器人1个, 白色机器人1个 | 观众, 工作人员 | 赛道 | 机器人跑步",69e46730000000001d0199c8,"

","机器人在赛道上奔跑 | 红色和白色人形机器人各一个 | 工作人员在远处 | 街道, 赛道 | 奔跑",0.7340815,False
7630786814139239702,"Ce n'était sans doute pas la s Ce n'était sans doute pas la seule chute de la course, mais la plus spectaculaire. Ce jeudi s'est tenu le semi-marathon de Pékin, au cours duquel des centaines de robots et quelque 12 000 humains couraient côte à côte. Alors qu'il s'élançait, près à franchir un ralentisseur, un robot humanoïde a trébuché. L'engin tombe au sol... puis dysfonctionne : en voulant continuer à avancer, il fracasse ses membres sur le sol et s'abîme très vite. Une fois qu'il s'est arrêté, le robot a été emmené sur une civière.","人形机器人在比赛中摔倒 | 人形机器人, 白色, 1 | 工作人员, 穿绿色马甲, 检查机器人 | 赛道, 起跑线 | 摔倒",69e5a09a000000002103ba03,"在2026年4月20日举行的某场半程马拉松赛事中，一台参赛的人形机器人出现了引人注目的行为。它在奔跑途中突然停下，转而开始表演舞蹈动作。周围观众发出的“哇！再来一个！”等热烈称赞，似乎影响了机器人的后续行为，使其一度偏离了比赛的主要任务。

",机器人在半程马拉松途中突然停下表演 | 1个，白色上衣蓝色裤子 | 工作人员 | 马拉松赛道 | 突然停下表演,0.7331315,False
7630429589898136848,"‘하프마라톤 50분대 완주’ … 중국 휴머노이드 로봇, ‘하프마라톤 50분대 완주’ … 중국 휴머노이드 로봇, 인간 기록 깼다 #marathon #마라톤 #휴머노이드 #로봇 #중국 ","红色机器人在赛道上奔跑 | 红色机器人, 1个 | 工作人员, 观众 | 赛道 | 完成21km赛程",69e44278000000001a0217bb,"今天参加亦庄半程马拉松，机器人跑的太快了，一会就超过我了，这是第6个超过我的机器人。 今天荣耀闪电突破50分钟完赛，比人快多了

",一名选手在赛道上跑步 | 选手 | 赛道,0.7317292,False
7630439934490463510,"Des robots humanoïdes ont batt Des robots humanoïdes ont battu le record du monde humain du semi-marathon à Pékin. Le robot champion a signé un temps de 50 minutes 26 secondes pour boucler les 21 kilomètres, un temps plus rapide que le record du monde chez les hommes qui est de 57 minutes 20 secondes, détenu par le coureur ougandais Jacob Kiplimo. #sinformersurtiktok #pourtoi #robot #technologie #chine #semimarathon","红色人形机器人在赛道上奔跑 | 红色人形机器人, 1个 | 工作人员 | 北京亦庄半程马拉松赛道 | 机器人奔跑",69e44278000000001a0217bb,"今天参加亦庄半程马拉松，机器人跑的太快了，一会就超过我了，这是第6个超过我的机器人。 今天荣耀闪电突破50分钟完赛，比人快多了

",一名选手在赛道上跑步 | 选手 | 赛道,0.72634494,False
7630052715334405398,"🇨🇳 Beijing is set to host a hu 🇨🇳 Beijing is set to host a humanoid robot half-marathon—but early test runs show it’s not all smooth running, and not every robot is built for speed. 📍 On April 19 at 7:30am, more than 300 humanoid robots from 26 companies will run the 21.1km course alongside around 12,000 human participants in Beijing’s E-Town. The route spans city roads, racetrack sections and park terrain, designed to test performance in real conditions. —— #failvideo #robotfail #robots #humanoid #failcompilation ","机器人在马拉松比赛中摔倒 | 1个, 白色, 编号60904 | 观众在旁观看 | 北京亦庄半程机器人马拉松赛道 | 摔倒",69e44fbf000000001e00cc6a,"近日，在2026北京亦庄人形机器人半程马拉松赛前的备战过程中，有机器人一路向前飞奔，几名工程师扛着电脑在后面拼命追，这爆笑一幕引发网友热议：“也没说搞科研还需要体力啊”[笑哭R][笑哭R]

",机器人在赛道上奔跑，程序员抱着电脑追赶 | 人形机器人 | 程序员抱着电脑奔跑 | 赛道 | 追赶,0.7252894,False
7630265127480184086,"🇨🇳 A human vs. robot half-mara 🇨🇳 A human vs. robot half-marathon has officially kicked off in Beijing, China—now live with more than 300 humanoid robots from 26 companies running alongside around 12,000 participants in the city’s E-Town. 🏃‍♂️🤖 The 21.1km course spans city roads, racetrack sections and park terrain, putting robots to the test in real-world conditions. This year, teams are limited to just two battery swaps and two robot changes—down from five last time. ⏳ Stay tuned for the results. —— #marathon #live #robots #robotvshumans #humanoid ",机器人与人类在起跑线准备比赛 | 多个双足机器人，颜色有黑色、红色 | 选手、观众、工作人员 | 起跑线 | 比赛开始,69e45dbe000000001f00434f,"带你现场感受机器人马拉松的真实速度！有幸作为连续两次参加世界机器人马拉松现场报道的博主！ 真的想大喊一声，真的太快了！
想起来去年咱们第一年办的时候，外网网友说，怎么证明你们机器人不是真人假扮的？ 今年：很简单，那就超越人类极限咯！

","机器人在赛道上奔跑 | 荣耀--闪电, 宇树H1, 天工Ultra-2026 | 观众 | 赛道",0.72516227,False
7630476548952460567,"In Beijing’s 2026 humanoid rob In Beijing’s 2026 humanoid robot half marathon, a robot named “Lightning” delivered a breakthrough performance, completing the 21-kilometer race in just 50 minutes and 26 seconds. The result was faster than the current human half marathon world record, marking a major milestone in robotics and embodied AI development. What makes it more striking is that “Lightning” ran fully autonomously, relying on onboard systems for navigation, balance control, and pacing throughout the race. Compared to last year’s winning time of over two hours, the improvement highlights how rapidly humanoid robot technology is evolving from experimental systems into real-world capability. This event is not just about speed — it reflects a broader shift where humanoid robots are moving closer to practical applications in logistics, industry, and public environments. #RobotMarathon #HumanoidRobot #ArtificialIntelligence #RobotVsHuman","红色机器人在赛道上奔跑 | 红色人形机器人, 1个 | 工作人员 | 赛道 | 奔跑",69e44278000000001a0217bb,"今天参加亦庄半程马拉松，机器人跑的太快了，一会就超过我了，这是第6个超过我的机器人。 今天荣耀闪电突破50分钟完赛，比人快多了

",一名选手在赛道上跑步 | 选手 | 赛道,0.72406536,False
7630659600005582101,"🤖🏃 Robots in China outran thei 🤖🏃 Robots in China outran their human counterparts in a half-marathon in Beijing on Sunday (Apr 19). The winning “Lightning” bot, developed by Honor, completed the race in 50 minutes 26 seconds — beating the world record set by Ugandan athlete Jacob Kiplimo by seven minutes. #chinanews #china #robot",红色人形机器人在半程马拉松中奔跑 | 红色人形机器人HONOR | 工作人员 | 起跑线 | 冲线,69e44278000000001a0217bb,"今天参加亦庄半程马拉松，机器人跑的太快了，一会就超过我了，这是第6个超过我的机器人。 今天荣耀闪电突破50分钟完赛，比人快多了

",一名选手在赛道上跑步 | 选手 | 赛道,0.7231206,False
7630910748834745631,"Not the WD-40 break for those  Not the WD-40 break for those knees🦿😭 Another major event showcasing China’s rapid advances in robotics technology happened this weekend. This year’s Beijing E-Town Humanoid Robot Half-Marathon put on a spectacle. Nonetheless, the competition was not without its hiccups. Some robots fell just feet from the starting line, others crashed into barriers, and teams battled issues with overheating motors and battery limits throughout the race. #humanoid #ai #robots #china","机器人在赛道上奔跑 | 黑色人形机器人, 1个 | 工作人员正在为机器人装填物资 | 北京亦庄半程机器人马拉松赛道 | 机器人参赛",69e44fbf000000001e00cc6a,"近日，在2026北京亦庄人形机器人半程马拉松赛前的备战过程中，有机器人一路向前飞奔，几名工程师扛着电脑在后面拼命追，这爆笑一幕引发网友热议：“也没说搞科研还需要体力啊”[笑哭R][笑哭R]

",机器人在赛道上奔跑，程序员抱着电脑追赶 | 人形机器人 | 程序员抱着电脑奔跑 | 赛道 | 追赶,0.7222661,False
7436804238312787243,"🤖🏃 In 1 hour and 57 minutes, 2 🤖🏃 In 1 hour and 57 minutes, 20km, a robot completed a half marathon race in Yizhuang, Beijing.","机器人与选手在赛道上奔跑 | 黑色人形机器人, 1个 | 参赛选手, 观众, 工作人员 | 起跑线 | 机器人参赛",69e44278000000001a0217bb,"今天参加亦庄半程马拉松，机器人跑的太快了，一会就超过我了，这是第6个超过我的机器人。 今天荣耀闪电突破50分钟完赛，比人快多了

",一名选手在赛道上跑步 | 选手 | 赛道,0.7217601,False
7630833156865674504,"300 robot đấu với con người tr 300 robot đấu với con người trong cùng một cuộc đua vào cùng một ngày🤯  Vào ngày 19 tháng 4, Bắc Kinh đã tổ chức cuộc thi bán marathon, nơi các robot hình người chạy 21,1 km cùng với con người.Mọi người đoán xem bên nào đã dành chiến thắng 🤔 #vtvcabsports #SportsOnTikTok #marathon #robot #tech #mlt","机器人在赛道上奔跑 | 天工Ultra, 1个 | 选手, 观众 | 赛道 | 奔跑",69e45dbe000000001f00434f,"带你现场感受机器人马拉松的真实速度！有幸作为连续两次参加世界机器人马拉松现场报道的博主！ 真的想大喊一声，真的太快了！
想起来去年咱们第一年办的时候，外网网友说，怎么证明你们机器人不是真人假扮的？ 今年：很简单，那就超越人类极限咯！

","机器人在赛道上奔跑 | 荣耀--闪电, 宇树H1, 天工Ultra-2026 | 观众 | 赛道",0.7180893,False
7630790137298898190,"It was not even close as a bri It was not even close as a bright-red Chinese humanoid named “Lightning” lived up to its name in a half-marathon in Beijing, pitting humans against robots, smoking its competition.","人形机器人参加半程马拉松比赛 | 人形机器人, 白色, 1 | 记者, 工作人员, 观众 | 起跑线, 终点门 | 冲线, 破纪录",69e447d2000000001d01aa01,"你刷到这个画面了吗？这是北京人形机器人半程马拉松的赛道上的场景，程序员抱着笔记本电脑，气喘吁吁地跟在机器人身后一路狂奔。网友调侃：“机器人拿了第一，电脑拿了第二，程序员拿了第三。”

","人形机器人参加马拉松比赛 | 人形机器人, 白色, 1 | 程序员手持笔记本电脑追逐机器人 | 马拉松赛道 | 追逐",0.7135965,False
7630395684377677057,人間の世界記録を7分近く更新！中国･北京で人型ロボットのハー 人間の世界記録を7分近く更新！中国･北京で人型ロボットのハーフマラソン大会　転倒などハプニングも　中国産ロボットを世界にアピール #tbs #tiktokでニュース,"机器人马拉松比赛现场 | 约100体 | 选手, 观众, 工作人员 | 赛道 | 摔倒",69e45dbe000000001f00434f,"带你现场感受机器人马拉松的真实速度！有幸作为连续两次参加世界机器人马拉松现场报道的博主！ 真的想大喊一声，真的太快了！
想起来去年咱们第一年办的时候，外网网友说，怎么证明你们机器人不是真人假扮的？ 今年：很简单，那就超越人类极限咯！

","机器人在赛道上奔跑 | 荣耀--闪电, 宇树H1, 天工Ultra-2026 | 观众 | 赛道",0.71314543,False
7495064100825845035,More than 20 robots raced agai More than 20 robots raced against thousands of human runners in a half-marathon in Beijing organized to showcase China’s advances in humanoid technology. Find out who won. #robots #humans #humanoid #marathon #beijing #china #cnn #news,"机器人与人类在半程马拉松中竞赛 | 黑色双足机器人, 1个 | 参赛选手, 观众, 工作人员 | 起跑线, 终点门 | 冲线, 比赛",69e447d2000000001d01aa01,"你刷到这个画面了吗？这是北京人形机器人半程马拉松的赛道上的场景，程序员抱着笔记本电脑，气喘吁吁地跟在机器人身后一路狂奔。网友调侃：“机器人拿了第一，电脑拿了第二，程序员拿了第三。”

","人形机器人参加马拉松比赛 | 人形机器人, 白色, 1 | 程序员手持笔记本电脑追逐机器人 | 马拉松赛道 | 追逐",0.71252185,False
7629004110443891990,"🤖 Ahead of the April 19 race,  🤖 Ahead of the April 19 race, a full-scale test run was carried out overnight in Beijing for the upcoming humanoid robot half-marathon. 📍 Held from April 11–12 in Beijing’s E-Town, the rehearsal simulated the full 21.1km race under official conditions, from track navigation and timing to equipment coordination and emergency response.  🏃 More than 70 teams, including international participants, took part, with both autonomous and remote-controlled robots running the course. 🏭 The official race is expected to feature over 100 teams, nearly five times more than last year, with companies such as Unitree Robotics and UBTECH Robotics among the key players preparing for the event. ⚡ A major focus this year is autonomous navigation. Robots must handle complex, changing environments in real time, while managing battery life over long distances and maintaining balance through precise, millisecond-level adjustments. 🧠 As the world’s first humanoid robot marathon, the event has also introduced stricter rules on human intervention, clearer scoring systems and upgraded safety protocols. ——— #marathon #robots #humanoids #chinatechnology #robotmarathon ","红色机器人在夜间街道上奔跑 | 红色机器人, 黑色机器人 | 工作人员 | 街道, 人行横道 | 奔跑",69e45dbe000000001f00434f,"带你现场感受机器人马拉松的真实速度！有幸作为连续两次参加世界机器人马拉松现场报道的博主！ 真的想大喊一声，真的太快了！
想起来去年咱们第一年办的时候，外网网友说，怎么证明你们机器人不是真人假扮的？ 今年：很简单，那就超越人类极限咯！

","机器人在赛道上奔跑 | 荣耀--闪电, 宇树H1, 天工Ultra-2026 | 观众 | 赛道",0.7116715,False
7538846508385307959,"The world's first robot Olympi The world's first robot Olympics have officially kicked off in China this week. The three–day event, called the World Humanoid Robot Games, will see humanoid robots from 16 countries compete across a range of events. Read more at DailyMail. #news #china #robot #ai #tech ",机器人在跑道上奔跑 | 多个机器人，颜色有银色、红色、黑色，数量3个 | 工作人员 | 室内跑道 | 机器人奔跑,69e46730000000001d0199c8,"

","机器人在赛道上奔跑 | 红色和白色人形机器人各一个 | 工作人员在远处 | 街道, 赛道 | 奔跑",0.7103277,False
7630418824717683998,"2026 Beijing Robot Competition 2026 Beijing Robot Competition & Half Marathon, featuring a collection of over 80 robots. Champion: HONOR, with a time of 50:26, surpassing and breaking the human world record.#china #robot #Marathon #HumanoidRobotMarathon ","多台红色机器人在赛道上准备出发 | 红色人形机器人, 数量80+ | 工作人员和观众在旁观看 | 起跑线 | 准备出发",69e45dbe000000001f00434f,"带你现场感受机器人马拉松的真实速度！有幸作为连续两次参加世界机器人马拉松现场报道的博主！ 真的想大喊一声，真的太快了！
想起来去年咱们第一年办的时候，外网网友说，怎么证明你们机器人不是真人假扮的？ 今年：很简单，那就超越人类极限咯！

","机器人在赛道上奔跑 | 荣耀--闪电, 宇树H1, 天工Ultra-2026 | 观众 | 赛道",0.70863235,False
7630325624875388180,【速報】人型ロボットが人間の世界記録を大幅更新　北京でハーフ 【速報】人型ロボットが人間の世界記録を大幅更新　北京でハーフマラソン #tiktokでニュース #robot #ロボット #中国,"机器人在起点线准备起跑 | 红色人形机器人, 1个 | 工作人员和观众在旁观看 | 起点 | 准备起跑",69e45dbe000000001f00434f,"带你现场感受机器人马拉松的真实速度！有幸作为连续两次参加世界机器人马拉松现场报道的博主！ 真的想大喊一声，真的太快了！
想起来去年咱们第一年办的时候，外网网友说，怎么证明你们机器人不是真人假扮的？ 今年：很简单，那就超越人类极限咯！

","机器人在赛道上奔跑 | 荣耀--闪电, 宇树H1, 天工Ultra-2026 | 观众 | 赛道",0.7085737,False
7629345735259245827,"🥹 Two tiny cute robots were se 🥹 Two tiny cute robots were seen waving and cheering each other on ahead of Beijing’s robot marathon, as teams gear up and carry out final test runs before the race. 📍 The upcoming robot half-marathon on April 19th will see over 100 teams take on a full 21.1km course across urban roads and park terrain in Beijing, China. Both autonomous and remote-controlled robots will compete, with autonomous entries making up a growing share. ⚡ A major focus this time around is real-time navigation and stability. The robots must adapt to changing environments, maintain balance, and manage battery life over long distances with minimal human intervention. 🧠 The event also introduces stricter rules on human assistance, clearer scoring systems, and upgraded safety protocols, marking a step toward real-world deployment of humanoid robotics. 💭 Will you be cheering for these cute ones?👇🏼 —— #robot #robotdance #cuterobot #marathonrunner #marathon ",两个小型机器人在赛道上互动 | 两个小型机器人，黑色，一个头部红色 | 工作人员，穿着绿色和蓝色马甲 | 北京亦庄半程机器人马拉松赛道 | 机器人 waving and cheering each other,69e5a09a000000002103ba03,"在2026年4月20日举行的某场半程马拉松赛事中，一台参赛的人形机器人出现了引人注目的行为。它在奔跑途中突然停下，转而开始表演舞蹈动作。周围观众发出的“哇！再来一个！”等热烈称赞，似乎影响了机器人的后续行为，使其一度偏离了比赛的主要任务。

",机器人在半程马拉松途中突然停下表演 | 1个，白色上衣蓝色裤子 | 工作人员 | 马拉松赛道 | 突然停下表演,0.7073588,False
