帖子id,帖子标题,帖子点赞数,帖子评论数,comment_level,comment_id,parent_comment_id,user_id,content,comment_time,location,like_count,reply_count,char_len,post_category,robot_status,human_role,effective_token_count,topic,topic_prob
69e42cc100000000220001ad,"机器人马拉松倒数第一名，萌翻了���

",,8501.0,2,69e731f0000000001401a413,69e6e3f8000000001401900e,5f415ed00000000001002379,菲华 因为他是机器人啊[黑薯问号R]。。机器狗就是狗形啊 以后有什么机器象 机器猪 管不着他们什么形了 。。。但是机器人肯定就是人形啦,2026.04.21,山东,6.0,,67,弱势|观众,弱势,观众,11,0,0.8874837855903078
69e481e8000000002003ad94,"

",,,2,69e4a6e9000000001401d432,69e490ae000000001401d42a,63022e7500000000120036c6,进洞穴等复杂地形要人形 火星探测也要人形,2026.04.19,广东,0.0,,20,强势|服务者,强势,服务者,7,0,0.8714238417665607
69da7e87000000001a03484e,"今晚的亦庄机器人马拉松测试

",,8169.0,2,69db1bab000000003501e076,69db17fd0000000001004b62,5e43e2a9000000000100b8c6,这脑子，因为这是人形机器人，其他的机器狗机械臂各种样式的大把,2026.04.12,湖南,0.0,,30,成功|观众,成功,观众,7,0,0.8714203387514632
69da7e87000000001a03484e,"今晚的亦庄机器人马拉松测试

",,8169.0,2,69e38e8d000000001401a81f,69daef220000000035024590,628a23e10000000021029946,[笑哭R]他有什么必要跑步送我，他安装个轮子不是更稳更快,2026.04.18,北京,0.0,,28,成功|观众,成功,观众,6,0,0.8714194897300555
69da7e87000000001a03484e,"今晚的亦庄机器人马拉松测试

",,8169.0,2,69dbb123000000003502cfdd,69db92eb000000003502b0f4,678a3c71000000000e01dafc,可以，早就有，人形的只是机器大军中的一种,2026.04.12,北京,1.0,,20,成功|观众,成功,观众,6,0,0.8714186933899051
69da7e87000000001a03484e,"今晚的亦庄机器人马拉松测试

",,8169.0,1,69db0c5d000000000c030027,,565681eb0bf90c1648aa194d,机器人非要做成人形吗？带个轮滚得更快。,2026.04.12,重庆,0.0,0.0,19,成功|观众,成功,观众,6,0,0.871418690622872
69e2583b00000000230211ea,"

",,2406.0,2,69e31d5b000000001401b80d,69e2fc2d000000001401b82a,5fddd4e100000000010036cc,再加上翅膀，下面挂上两个喷气机，加一种更耐寒的液体[doge],2026.04.18,广东,2.0,,31,失败|抢救者,失败,抢救者,8,0,0.8714185456602861
69e481e8000000002003ad94,"

",,,2,69e74bee000000001401902c,69e490ae000000001401d42a,5ece028f0000000001002eca,两个脚才叫跑步啊，两个轮子的那叫赛车大哥[扯脸H],2026.04.21,广西,0.0,,25,强势|服务者,强势,服务者,7,0,0.8714162047523794
69e481e8000000002003ad94,"

",,,2,69e5e107000000001401cc0a,69e49a5c000000001401ac0a,667159cd0000000003030a4a,[笑哭R]机器人肯定是人行呀。你说那个叫机器轮子比赛,2026.04.20,安徽,0.0,,26,强势|服务者,强势,服务者,6,0,0.8714146585696356
69da7e87000000001a03484e,"今晚的亦庄机器人马拉松测试

",,8169.0,2,69dccfe80000000015001908,69db30220000000016016d90,6787d0a3000000000803e9aa,哈哈，有道理，不过也不好说，说不定到时机器人也会飞咋整？,2026.04.13,广东,0.0,,28,成功|观众,成功,观众,6,0,0.8714141870072808
69da7e87000000001a03484e,"今晚的亦庄机器人马拉松测试

",,8169.0,2,69db6059000000000103d379,69db0fce0000000015005918,616a8faf000000000201ced0,是呀，改成蜈蚣形状，上面带个低的拱形盖避免二次伤害,2026.04.12,北京,0.0,,25,成功|观众,成功,观众,9,0,0.871411718248179
69e481e8000000002003ad94,"

",,,2,69e49d24000000001401d80d,69e490ae000000001401d42a,62d11da20000000002000ee7,复杂地形蜘蛛机器人永远优于人形吧,2026.04.19,四川,0.0,,16,强势|服务者,强势,服务者,7,0,0.8714028564088264
69e481e8000000002003ad94,"

",,,1,69e59804000000001401a41a,,606bedc30000000001003f08,这个机器人不错，跑步形态类人了，比其他坐着跑的强多了,2026.04.20,广东,0.0,0.0,26,强势|服务者,强势,服务者,6,0,0.8713992779189346
69da7e87000000001a03484e,"今晚的亦庄机器人马拉松测试

",,8169.0,2,69db169e000000003500847b,69db09350000000035018759,53fbea60b4c4d6333a359ad5,碰到复杂地形再研发另一款机器人是吧[笑哭R],2026.04.12,广东,0.0,,22,成功|观众,成功,观众,6,0,0.8713983091207294
69e42cc100000000220001ad,"机器人马拉松倒数第一名，萌翻了���

",,8501.0,2,69e5b15c0000000014018802,69e59624000000001401e815,69943901000000001d01fd5c,轮子的早就有了，不是只有人行机器人叫机器人,2026.04.20,上海,0.0,,21,弱势|观众,弱势,观众,6,0,0.8713961727708506
69e481e8000000002003ad94,"

",,,2,69e730d6000000001401bc12,69e490ae000000001401d42a,5fa5a6130000000001001749,因为现在发明的工具都是人用的，研究人形直接适配，做成其他形状还得更新各种工具的适配,2026.04.21,中国香港,0.0,,41,强势|服务者,强势,服务者,13,0,0.8511208785923443
69e481e8000000002003ad94,"

",,,2,69e4a6b0000000001401a404,69e490ae000000001401d42a,6933d6bb0000000003011e6d,履带呢，全地形越野，人行也不是最优解吧,2026.04.19,北京,0.0,,19,强势|服务者,强势,服务者,6,0,0.8499990043298462
69e481e8000000002003ad94,"

",,,1,69ebf29000000000270208d5,,64a68730000000001c02b471,一个机器人能干三个人的活，维护一个机器人需要三个人,2026.04.25,辽宁,0.0,0.0,25,强势|服务者,强势,服务者,9,1,0.9099909053593278
69e481e8000000002003ad94,"

",,,1,69e4a2a9000000001401b80b,,65f69302000000000d02509f,一个机器人要三个补给员，怎么不算创造了就业岗位呢[doge],2026.04.19,河南,1.0,0.0,30,强势|服务者,强势,服务者,7,1,0.887496235349733
69e481e8000000002003ad94,"

",,,1,69e714630000000014019c1a,,5eb02d9b0000000001002038,可以促进就业，这个人就需要三个人保障,2026.04.21,浙江,1.0,0.0,18,强势|服务者,强势,服务者,7,1,0.8874946103259772
69e481e8000000002003ad94,"

",,,1,69e5d3f7000000001401bc15,,6458bb150000000010029d58,机器人追求的是精度，这不就是大玩具吗，最多是大概像个人的玩意,2026.04.20,江苏,5.0,7.0,30,强势|服务者,强势,服务者,8,1,0.8874899369000315
69e481e8000000002003ad94,"

",,,1,69e4a807000000001401a006,,6487efa700000000120342d4,以前机器人伺候人 现在人伺候机器人[笑哭R],2026.04.19,安徽,0.0,0.0,22,强势|服务者,强势,服务者,7,1,0.8874861593616826
69e481e8000000002003ad94,"

",,,2,69e4a7810000000014018823,69e4a6fe0000000014019c0d,5fa78dbf000000000100b1ff,造不出机器人的人不准批判能造出机器人的人,2026.04.19,江西,4.0,,20,强势|服务者,强势,服务者,8,1,0.8874823890232184
69da7e87000000001a03484e,"今晚的亦庄机器人马拉松测试

",,8169.0,2,69dadd28000000000d03412e,69dadbd3000000000103dd83,5fe6bb46000000000100bd92,带上30公斤炸药冲进建筑，敌人基地[doge],2026.04.12,重庆,1.0,,23,成功|观众,成功,观众,8,1,0.8874802060805926
69da7e87000000001a03484e,"今晚的亦庄机器人马拉松测试

",,8169.0,1,69db25480000000015004320,,57dfe1725e87e7452a63b71b,噪音污染哈哈哈哈哈哈哈，给它穿上静音鞋。这要是大半夜在我家楼下马路DuangDuang一顿跑，得给我吓一跳,2026.04.12,北京,1.0,0.0,53,成功|观众,成功,观众,11,1,0.8874741106520331
69da7e87000000001a03484e,"今晚的亦庄机器人马拉松测试

",,8169.0,1,69dbb0a5000000003500d459,,5f973a5e000000000100befa,机器人撞人身上痛一些，还是摩托车撞人身上痛一些？,2026.04.12,湖南,0.0,0.0,24,成功|观众,成功,观众,6,1,0.8714202344842265
69e481e8000000002003ad94,"

",,,1,69e4a4fb000000001401c829,,5fcb76520000000001001f58,一台机器人需要三个人服务他[捂脸R],2026.04.19,贵州,0.0,0.0,18,强势|服务者,强势,服务者,6,1,0.8714184410484341
69e481e8000000002003ad94,"

",,,2,69e48ff5000000001401900c,69e48adf000000001401b835,63ff29a3000000001001dab0,两个组，自主导航和遥控组，这个是自主导航组的,2026.04.19,江苏,16.0,,22,强势|服务者,强势,服务者,6,1,0.8714180398243073
69e481e8000000002003ad94,"

",,,1,69e6e3c5000000001401d81c,,582a85685e87e761f355568b,我有点悟了，以后买个机器人儿伺候爹妈，再雇个保姆伺候机器人儿！,2026.04.21,北京,0.0,0.0,31,强势|服务者,强势,服务者,8,1,0.871417867202361
69e481e8000000002003ad94,"

",,,1,69e78e68000000001401d818,,68f8e973000000003100dc76,三个人服务一个机器人，要机器人干嘛[扶墙R],2026.04.21,江苏,0.0,0.0,22,强势|服务者,强势,服务者,6,1,0.871417635945859
69e481e8000000002003ad94,"

",,,1,69eddc35000000002702b9bc,,61e53d9800000000100051e2,三个人伺候一个机器人，那机器人的初衷是啥？要这玩意有啥用？[笑哭R],2026.04.26,河北,3.0,2.0,34,强势|服务者,强势,服务者,7,1,0.8714151300266393
69e481e8000000002003ad94,"

",,,1,69e49d1d000000001401e414,,64181f220000000011022713,机器人越来越像人，人也越来越像机器人,2026.04.19,四川,0.0,0.0,18,强势|服务者,强势,服务者,6,1,0.87141496036282
69e481e8000000002003ad94,"

",,,2,69e711dd0000000014018818,69e7114f000000001401e81f,60a214ea0000000001006e37,机器人越来越像人，人越来越像机器人,2026.04.21,广东,0.0,,17,强势|服务者,强势,服务者,6,1,0.87141496036282
69e481e8000000002003ad94,"

",,,1,69e4a6ea000000001401ac19,,5d30583b000000001600199b,工程师也不少跑，力气活也不少干。为伺候这太奶得一群孙子候着[笑哭R][笑哭R][笑哭R][笑哭R],2026.04.19,天津,1.0,0.0,49,强势|服务者,强势,服务者,9,1,0.8714146753414282
69e481e8000000002003ad94,"

",,,1,69e7271f0000000014018c27,,5fe15b5b000000000101f41d,这玩意走在平路上还行[捂脸R]，倒了还要人伺候,2026.04.21,广东,0.0,0.0,23,强势|服务者,强势,服务者,6,1,0.8714131549315813
69e481e8000000002003ad94,"

",,,1,69e48a260000000014018c20,,64a440c300000000100340d0,这玩意儿没啥用啊，一个机器人需要三个人做补给。,2026.04.19,河南,8.0,16.0,23,强势|服务者,强势,服务者,6,1,0.8714117790916766
69da7e87000000001a03484e,"今晚的亦庄机器人马拉松测试

",,8169.0,2,69db41800000000002036a4d,69dafd1800000000350320e7,5aa640a311be104abd0c24aa,有分组的，自主导航组和遥控组。,2026.04.12,浙江,1.0,,15,成功|观众,成功,观众,5,1,0.8499998713469982
69da7e87000000001a03484e,"今晚的亦庄机器人马拉松测试

",,8169.0,2,69db3e410000000002028a4e,69daef220000000035024590,5aa640a311be104abd0c24aa,分组的，有遥控组和自主导航组,2026.04.12,浙江,0.0,,14,成功|观众,成功,观众,5,1,0.8499998713469982
69e481e8000000002003ad94,"

",,,2,69e496b7000000001401d844,69e494c2000000001401a810,5fa3a0710000000001000fb6,自主导航组是不能遥控介入的！遥控组可以！,2026.04.19,天津,2.0,,20,强势|服务者,强势,服务者,6,1,0.8499997626609063
69e481e8000000002003ad94,"

",,,2,69e6e451000000001401a40b,69e6e216000000001401ac18,5b066f7ce8ac2b37c7f8676f,我看身上标识是“自主”，自主跑的没有操控，跟着应该是怕有意外吧,2026.04.21,陕西,9.0,,31,强势|服务者,强势,服务者,7,1,0.8499986080244415
69e6f2bc0000000023005345,"�机器人第一视角，好多人呀

",,687.0,2,69e71b14000000001401a81d,69e719be000000001401c00d,5a3b69814eacab6dcedbb1ba,[派对R] 感谢支持，请持续关注我们小派哦,2026.04.21,广东,1.0,,21,弱势|观众,弱势,观众,5,1,0.8499949391785654
69e481e8000000002003ad94,"

",,,1,69e8dcc6000000001401901f,,62ff36d200000000120017bc,还要一个人跟着来遥控，这，还不是很智能啊,2026.04.22,广东,0.0,0.0,20,强势|服务者,强势,服务者,5,1,0.8499948695335005
69e481e8000000002003ad94,"

",,,1,69e6394a000000001401c409,,60361ab30000000001000beb,人拿着遥控杆操作它跑跟人跑有什么区别[捂脸R][捂脸R],2026.04.20,山东,0.0,0.0,28,强势|服务者,强势,服务者,5,1,0.8499937764858736
69e481e8000000002003ad94,"

",,,2,69e492820000000014019418,69e48cf30000000014018c28,607b9846000000000100763d,出现意外需要人为介入，介入次数超限会降级为遥控组,2026.04.19,北京,1.0,,24,强势|服务者,强势,服务者,9,1,0.8499929774815775
69e481e8000000002003ad94,"

",,,1,69e4a5c50000000014018817,,5fd5eb9f000000000101ec93,变相刺激就业吗？一个机器人三个保姆[呃R][呃R],2026.04.19,浙江,0.0,0.0,25,强势|服务者,强势,服务者,6,1,0.8499929616927941
69e481e8000000002003ad94,"

",,,1,69e773240000000014019815,,5e92f3c80000000001004212,机器人跑一个全马，人跑了三个全马。,2026.04.21,四川,0.0,0.0,17,强势|服务者,强势,服务者,5,1,0.8499913868558373
69e481e8000000002003ad94,"

",,,1,69e54c7e000000001401c404,,61982e4c000000001000d372,一台机器人，就业三个人,2026.04.20,澳大利亚,0.0,0.0,11,强势|服务者,强势,服务者,5,1,0.8499911745294899
69e43a5a000000001d01dcc7,"机器人嘲讽同伴

",1966.0,167.0,1,69e60a440000000014018810,,56e634e084edcd701119a25c,"告别昨天周末的欣喜与惬意
新的一周
带着好心情出发[哇R]
更加积极，更加努力
更加珍惜，更加快乐
生活或许平凡[喝奶茶R][黄金薯R]
但只要心怀热爱
眼里就会有光
脚下就会有路
不负每一个清晨，不弃每一份努力
保持微笑
万事皆可期[doge][哇R][飞吻R]
我们一起向阳而行[赞R]",2026.04.20,四川,0.0,0.0,145,中性|评价者,中性,评价者,38,2,0.9549799352795423
69e481e8000000002003ad94,"

",,,1,69e5471f000000001401dc00,,64e037f1000000000100dd61,真逼真，连长时间跑步停下来站不稳也模仿到位了[偷笑R],2026.04.20,浙江,0.0,0.0,27,强势|服务者,强势,服务者,8,2,0.8874948572493737
69e4426b000000001d01c7ed,"一个大的一个小的一个废的

",,7334.0,1,69e46f61000000001401c807,,586895136a6a69461d4291d6,跑步得用大腿带动小腿，不能用小腿带动大腿。[doge]哈哈，,2026.04.19,河北,0.0,0.0,30,中性|观众,中性,观众,7,2,0.8874881909305158
69da7e87000000001a03484e,"今晚的亦庄机器人马拉松测试

",,8169.0,1,69db89fa000000000d03e348,,60d86b0b00000000010073c9,这次机器人马拉松成绩会不会超过真人成绩？[吃瓜R],2026.04.12,北京,0.0,0.0,25,成功|观众,成功,观众,6,2,0.8714246950086307
69e481e8000000002003ad94,"

",,,2,69e6032a000000001401e038,69e57c66000000001401e818,5fb4dd67000000000101fcc7,你看你又觉得别人急了，就和觉得别人都会羡慕的北京ip一样，越缺什么，越强调什么,2026.04.20,湖南,0.0,,39,强势|服务者,强势,服务者,8,2,0.8714240899807021
69e481e8000000002003ad94,"

",,,1,69e5226e0000000014019406,,5fb8daf9000000000101dada,笑死了，停下来时候好像真人一样还颤颤巍巍的站不住[捂脸R][捂脸R][捂脸R],2026.04.20,河北,3.0,0.0,39,强势|服务者,强势,服务者,6,2,0.8714163914336623
69e481e8000000002003ad94,"

",,,1,69e60266000000001401ac1b,,6031141d0000000001001206,准备停下的那几步好灵魂啊～好流畅[点赞R],2026.04.20,上海,0.0,0.0,21,强势|服务者,强势,服务者,5,2,0.8499995009135177
69e481e8000000002003ad94,"

",,,1,69e5eac30000000014019c0f,,62230d6e000000001000bab1,剧烈运动突然停止当然站不稳  很形象[偷笑R],2026.04.20,浙江,0.0,0.0,23,强势|服务者,强势,服务者,6,2,0.8499930600674706
69da7e87000000001a03484e,"今晚的亦庄机器人马拉松测试

",,8169.0,1,69db0ce0000000001500667e,,65e1ad8b000000000500b5bc,感觉天网也不远了[捂脸R]以后硅基生命出现了饶我一命,2026.04.12,广东,0.0,0.0,26,成功|观众,成功,观众,6,2,0.849988489285581
69e47f8f000000001f007203,"2026年机器人马拉松状态，五年后再看�

",,5834.0,1,69e5744c000000001401bc0a,,5f0d6ef400000000010000eb,像是参考的跑步的老头老太[笑哭R],2026.04.20,重庆,0.0,0.0,17,,,,5,2,0.8499881579659404
69e48d54000000002102e178,"�亦庄机器人半马最感人一幕

",,1589.0,1,69e4b1280000000014019c25,,66d440d9000000001d033721,硅基生命有一天占领地球，这张图就是免死金牌,2026.04.19,北京,26.0,0.0,21,弱势|同伴,弱势,同伴,8,2,0.849982399721768
69e481e8000000002003ad94,"

",,,1,69e633e1000000001401c808,,681b19b9000000000d00bace,跑时间太久了，停下来感觉它还有点氧气不足的样子，有点头晕[扶额R],2026.04.20,浙江,0.0,0.0,33,强势|服务者,强势,服务者,7,2,0.8499821374538378
69e42cc100000000220001ad,"机器人马拉松倒数第一名，萌翻了���

",,8501.0,1,69e71ac3000000001401b025,,689fe0750000000019015632,小派的奶爸谢谢大家对小鼻嘎的喜爱，爱你们[飞吻R]！我们会继续努力�,2026.04.21,广东,0.0,0.0,34,弱势|观众,弱势,观众,7,2,0.8499813866263218
69e6f2bc0000000023005345,"�机器人第一视角，好多人呀

",,687.0,1,69e74f20000000001401b80e,,5d5e069f000000000101852a,小派虽然跑步最后一名，但是萌出圈了[飞吻R],2026.04.21,江苏,0.0,0.0,22,弱势|观众,弱势,观众,6,2,0.84998128162895
69da7e87000000001a03484e,"今晚的亦庄机器人马拉松测试

",,8169.0,1,69db820100000000350214a7,,616f77db00000000020237f5,这个造型…给穿个花棉袄，戴上假发，高速老奶的传说就成真了[呃R],2026.04.12,广东,0.0,0.0,32,成功|观众,成功,观众,8,2,0.849974071154588
69e44278000000001a0217bb,"机器人超过我的瞬间

",6019.0,372.0,1,69e4824e000000001401bc1e,,5571145658944607e532da2c,张雪峰当时觉得张绍刚跑步不该超过他，不要和没可比性的比[捂脸R],2026.04.19,上海,1.0,0.0,32,成功|被超越者,成功,被超越者,8,2,0.8499740542113399
69e47f8f000000001f007203,"2026年机器人马拉松状态，五年后再看�

",,5834.0,2,69e5f9b3000000001401cc27,69e5d7130000000014018c1a,605d4a78000000000101d7a4,她蹲下的时候太像小朋友啦 没能量了  要补充了[偷笑R],2026.04.20,河南,45.0,,28,,,,5,2,0.8499673667888219
69e2583b00000000230211ea,"

",,2406.0,2,69e320dd0000000014018820,69e30be4000000001401e836,67b858fc000000000a03cb33,东一块，西一块，你一块，我一块[笑哭R],2026.04.18,河南,2.0,,20,失败|抢救者,失败,抢救者,4,2,0.8199999999999912
69e481e8000000002003ad94,"

",,,2,69e7417d000000001401c42c,69e7223d0000000014018c02,6007fae50000000001006b52,经典xhs评论 经典到不能再经典[捂脸R],2026.04.21,上海,0.0,,21,强势|服务者,强势,服务者,5,2,0.819999999999979
69e481e8000000002003ad94,"

",,,1,69e4a186000000001401b827,,60fc1709000000000100120f,超能查派正在接近,2026.04.19,天津,0.0,0.0,8,强势|服务者,强势,服务者,4,2,0.8199999999999648
69e44278000000001a0217bb,"机器人超过我的瞬间

",6019.0,372.0,1,69e5a9a4000000001401c012,,678cd7e1000000000e0101c8,钢铁般的意志VS钢铁的意志,2026.04.20,浙江,1.0,0.0,13,成功|被超越者,成功,被超越者,6,2,0.8199996251239101
69e42cc100000000220001ad,"机器人马拉松倒数第一名，萌翻了���

",,8501.0,1,69e50357000000001401980e,,6136c685000000000201d286,感觉随时会向前摔个大马趴[笑哭R][笑哭R][笑哭R](邪恶了，不好意思),2026.04.20,广西,0.0,0.0,37,弱势|观众,弱势,观众,6,2,0.8199992169652847
69e4426b000000001d01c7ed,"一个大的一个小的一个废的

",,7334.0,2,69e50574000000001401e017,69e504c5000000001401d409,62a2dbd70000000021029500,看起来质量一般 大学生做的嘛[捂脸R],2026.04.20,湖北,0.0,,19,中性|观众,中性,观众,4,2,0.8199986650637584
69e47f8f000000001f007203,"2026年机器人马拉松状态，五年后再看�

",,5834.0,2,69e703ed000000001401bc0c,69e5ab44000000001401b81b,5f9958d3000000000101edd1,它像极了想努力又努力不动的我[扶额R],2026.04.21,广东,1.0,,19,,,,4,2,0.819997504023611
69e481e8000000002003ad94,"

",,,1,69e49018000000001401e847,,652ab45b000000002a0367ff,怎么站住都站不稳，没人扶怕是要摔倒,2026.04.19,湖北,0.0,0.0,17,强势|服务者,强势,服务者,5,2,0.8199972163887299
69e481e8000000002003ad94,"

",,,1,69e57827000000001401d42a,,5b0e0ef711be103553f2e378,往后倒那两步 跟我犯低血糖了一样[捂脸R][捂脸R][捂脸R],2026.04.20,江苏,0.0,0.0,31,强势|服务者,强势,服务者,4,2,0.819995488949017
69e481e8000000002003ad94,"

",,,1,69e73e90000000001401b021,,5d11e0b40000000011024a34,做得真逼真，和真人一样，跑到了站都站不稳[偷笑R],2026.04.21,四川,0.0,0.0,25,强势|服务者,强势,服务者,4,2,0.8199931697076376
69e481e8000000002003ad94,"

",,,1,69e6c922000000001401e817,,62500108000000001000a824,跟我一样，跑久了突然停下也会前倾后倒的，有点贫血,2026.04.21,新疆,0.0,0.0,24,强势|服务者,强势,服务者,5,2,0.8199916075013615
69da7e87000000001a03484e,"今晚的亦庄机器人马拉松测试

",,8169.0,1,69dafead0000000014009acf,,63b5993d0000000026012a84,小红书�的250非常多，一直在问跑那么快有什么用,2026.04.12,美国,0.0,0.0,24,成功|观众,成功,观众,4,2,0.8199897657281237
69e4426b000000001d01c7ed,"一个大的一个小的一个废的

",,7334.0,1,69e4654b0000000014019023,,626805ab000000001000a169,@做数分做什么 哎呀我感觉没去好遗憾看起来好好玩,2026.04.19,北京,0.0,1.0,24,中性|观众,中性,观众,5,2,0.8199878484489619
69e42cc100000000220001ad,"机器人马拉松倒数第一名，萌翻了���

",,8501.0,1,69e502ab000000001401e011,,5b3d9e6e11be1051a9f0202f,倒数第一也是第一，也是流量王，谁会记住中间的啊，都会记住第一和倒数第一[笑哭R][笑哭R][笑哭R][笑哭R]该说不说真的好可爱[笑哭R][笑哭R],2026.04.20,江苏,2.0,0.0,74,弱势|观众,弱势,观众,13,3,0.930764625804415
69e4426b000000001d01c7ed,"一个大的一个小的一个废的

",,7334.0,1,69e46eb1000000001401a815,,578b9d8b5e87e76256aa61e8,本来前头就搞笑，镜头一转看到坐在地上那个直接绷不住了[笑哭R],2026.04.19,江苏,5.0,0.0,31,中性|观众,中性,观众,8,3,0.8999939820700107
69e42cc100000000220001ad,"机器人马拉松倒数第一名，萌翻了���

",,8501.0,2,69e5b1d5000000001401c426,69e505d8000000001401a409,5ce1fdf3000000000500ed4c,我也觉得。下面说蚊子苍蝇的。小小的指的是这个东西通常都是大的，突然有一个小小的，它就可爱。,2026.04.20,浙江,1.0,,45,弱势|观众,弱势,观众,9,3,0.8999865700583254
69e42cc100000000220001ad,"机器人马拉松倒数第一名，萌翻了���

",,8501.0,1,69e50658000000001401d400,,60f2ab7e000000000101ebd5,拎着奶瓶背着炸药包迈着矫健步伐去幼儿园[大笑R][大笑R],2026.04.20,海南,1.0,0.0,29,弱势|观众,弱势,观众,7,3,0.8874950949001281
69e4426b000000001d01c7ed,"一个大的一个小的一个废的

",,7334.0,2,69e47fd10000000014019429,69e47f86000000001401b837,647def28000000001c029476,本来低血糖那个已经很好笑了，镜头给到坐在地上的笑飞了,2026.04.19,江苏,1.0,,26,中性|观众,中性,观众,6,3,0.8714217598450769
69e47f8f000000001f007203,"2026年机器人马拉松状态，五年后再看�

",,5834.0,1,69eb4013000000002702cfd6,,677278f10000000018017955,怎么没看到我们的夺冠选手闪电[旺柴]倒是看到元气仔了，跑的真的很优雅啊,2026.04.24,广西,0.0,0.0,35,,,,6,3,0.8714106316454573
69e4426b000000001d01c7ed,"一个大的一个小的一个废的

",,7334.0,2,69e4d3e3000000001401dc3d,69e47d31000000001401e01d,5d3016a3000000001101eb45,这小机器人手上拿了个奶瓶，脖子上挂了个奶嘴哈哈哈哈,2026.04.19,安徽,0.0,,25,中性|观众,中性,观众,5,3,0.8499999999999924
