帖子id,帖子标题,帖子点赞数,帖子评论数,comment_level,comment_id,parent_comment_id,user_id,content,comment_time,location,like_count,reply_count,char_len,post_category,robot_status,human_role,effective_token_count,topic
69e481e8000000002003ad94,"

",,,1,69e5babd0000000014019c1f,,61760afe000000001f03d228,完全非自主，就是大号遥控玩具�,2026.04.20,广东,39.0,21.0,15,强势|服务者,强势,服务者,5,0
69e481e8000000002003ad94,"

",,,2,69e5cb7c000000001401c821,69e5babd0000000014019c1f,5e61061000000000010051ff,上面都贴了自主，应该是补给的时候可以遥控，完了回到赛道后开始自主。官方都说了分为遥控和自主两个组。,2026.04.20,河南,35.0,,49,强势|服务者,强势,服务者,13,0
69e2583b00000000230211ea,"

",,2406.0,1,69e2eb6c000000001401a00f,,652d4b6f000000002a0184fe,这连个小孩玩具都不如,2026.04.18,山东,21.0,3.0,10,失败|抢救者,失败,抢救者,4,0
69e481e8000000002003ad94,"

",,,2,69e48bc5000000001401d825,69e48adf000000001401b835,63954af4000000002702b22c,紫色衣服拿那么大个遥控跟着跑,2026.04.19,重庆,20.0,,14,强势|服务者,强势,服务者,5,0
69e481e8000000002003ad94,"

",,,2,69e4927b000000001401c01a,69e490bc000000001401ac0d,5e14419700000000010085c2,有两组 一个自主一个遥控 按照1 和1.2复权,2026.04.19,新西兰,18.0,,23,强势|服务者,强势,服务者,6,0
69e481e8000000002003ad94,"

",,,2,69e48d77000000001401c01f,69e48cf30000000014018c28,55600248c2bdeb2494be1082,这不是遥控的，这是自主跑的,2026.04.19,北京,18.0,,13,强势|服务者,强势,服务者,2,0
69e2583b00000000230211ea,"

",,2406.0,1,69e2f2fb000000001401bc04,,64578ff00000000012035daf,台积电说这是没智商的玩具，看来没说错,2026.04.18,广东,16.0,4.0,18,失败|抢救者,失败,抢救者,6,0
69e42cc100000000220001ad,"机器人马拉松倒数第一名，萌翻了���

",,8501.0,2,69e5aee3000000001401b82c,69e5aa18000000001401dc37,5e0428930000000001001bee,貌似这款机器人就是定位玩具机器人，叫小派，量产后就能上市了,2026.04.20,辽宁,16.0,,29,弱势|观众,弱势,观众,9,0
69e481e8000000002003ad94,"

",,,2,69e48ff5000000001401900c,69e48adf000000001401b835,63ff29a3000000001001dab0,两个组，自主导航和遥控组，这个是自主导航组的,2026.04.19,江苏,16.0,,22,强势|服务者,强势,服务者,6,0
69e481e8000000002003ad94,"

",,,1,69e49908000000001401bc36,,604db7120000000001005e8f,拿遥控这小哥不得累死,2026.04.19,四川,15.0,4.0,10,强势|服务者,强势,服务者,4,0
69e43a5a000000001d01dcc7,"机器人嘲讽同伴

",1966.0,167.0,1,69e46095000000001401a415,,5fff9001000000000100917d,鼓掌是遥控的吗,2026.04.19,江苏,15.0,1.0,7,中性|评价者,中性,评价者,2,0
69e4426b000000001d01c7ed,"一个大的一个小的一个废的

",,7334.0,2,69e4658f000000001401e430,69e45c42000000001401c413,641973f6000000001102021e,后面电动车坐着工作人员，在遥控呢[笑哭R],2026.04.19,上海,15.0,,21,中性|观众,中性,观众,4,0
69e481e8000000002003ad94,"

",,,1,69e48adf000000001401b835,,61ea6f0200000000100073d3,全程要人遥控控制？,2026.04.19,广东,13.0,37.0,9,强势|服务者,强势,服务者,4,0
69e4426b000000001d01c7ed,"一个大的一个小的一个废的

",,7334.0,2,69e447b2000000001401cc17,69e445b0000000002d032624,61109b43000000000100a76e,胸前贴着自主的是机器人自己找方向，贴着遥控的是人控制，视频这个大的是自主,2026.04.19,北京,12.0,,36,中性|观众,中性,观众,11,0
69e481e8000000002003ad94,"

",,,2,69e48e17000000001401e816,69e48dc5000000001401b82a,5de473560000000001000f97,自主跑的的占了一半机器人,2026.04.19,福建,12.0,,12,强势|服务者,强势,服务者,3,0
69e481e8000000002003ad94,"

",,,1,69e490bc000000001401ac0d,,693a4be40000000039012711,后面人拿的不是遥控器吗？,2026.04.19,辽宁,11.0,19.0,12,强势|服务者,强势,服务者,3,0
69e4426b000000001d01c7ed,"一个大的一个小的一个废的

",,7334.0,2,69e490c3000000001401981f,69e45c42000000001401c413,5ca2d1a0000000001101253e,这次分遥控组和自主组，视频里这组是自主组，重点测试续航 避障 过载 线路规划 动态平衡，跟春晚那批根据节目要求预设好的侧重点不一样，这次的第一名都跑了五十多分钟，春晚节目才几分钟。比如这只小的过一会儿蹲下了，工作人员一打开盖子里面直冒烟，可能是没电+过载，所以停下了。,2026.04.19,北京,11.0,,134,中性|观众,中性,观众,40,0
69e481e8000000002003ad94,"

",,,1,69e658bb000000001401c403,,5c4dea2100000000100326f4,这是遥控机器人,2026.04.21,上海,10.0,7.0,7,强势|服务者,强势,服务者,2,0
69e481e8000000002003ad94,"

",,,1,69e62863000000001401c418,,6522d5dd000000002a0341b1,人拿着遥控器，这东西的意义在哪里？,2026.04.20,广东,10.0,14.0,17,强势|服务者,强势,服务者,5,0
69e5a09a000000002103ba03,"半马途中机器人即兴表演，越夸越上头

",711.0,83.0,1,69e5cb9f0000000014019425,,5bfe7ff044363b0eaeaa1c86,还即兴表演[汗颜R]这不写着遥控组嘛[汗颜R],2026.04.20,吉林,10.0,0.0,23,中性|评价者,中性,评价者,5,0
69e4426b000000001d01c7ed,"一个大的一个小的一个废的

",,7334.0,2,69e508c0000000001401d40c,69e4d997000000001401a802,5a019594db2e60206df6d698,我服了，没招了[捂脸R][点赞R],2026.04.20,广东,815.0,,17,中性|观众,中性,观众,2,1
69e6f2bc0000000023005345,"�机器人第一视角，好多人呀

",,687.0,2,69e7381a0000000014019418,69e72520000000001401e42b,5bc42b13992ffd0001cd724f,已经有网友给配上了，哈哈[偷笑R],2026.04.21,安徽,192.0,,17,弱势|观众,弱势,观众,2,1
69e4426b000000001d01c7ed,"一个大的一个小的一个废的

",,7334.0,2,69e467a2000000002b0001fa,69e46241000000001401e822,5d3b3a9800000000160030ae,哈哈哈哈 真的很好笑,2026.04.19,马来西亚,74.0,,10,中性|观众,中性,观众,2,1
69e48d54000000002102e178,"�亦庄机器人半马最感人一幕

",,1589.0,2,69e4b4e5000000001401bc14,69e4a270000000001401a802,68d143bf000000002101cd6f,一样一样。我都叫deep酱。然后deep就给我发表情（不过不影响它自己编不存在的资料[微笑R],2026.04.19,河北,61.0,,47,弱势|同伴,弱势,同伴,11,1
69e47f8f000000001f007203,"2026年机器人马拉松状态，五年后再看�

",,5834.0,1,69e5949f000000001401a402,,57ac56b950c4b44a230df730,莫名好笑，一群高智聚集在一起苦思冥想制造出了以上…哈哈,2026.04.20,广东,31.0,3.0,27,,,,9,1
69e43a5a000000001d01dcc7,"机器人嘲讽同伴

",1966.0,167.0,2,69e46092000000001401d402,69e450da000000001401d82d,5ed8d9bd0000000001001a42,哈哈哈哈哈哈哈哈哈嘚嘚瑟瑟的最后被拉走了@�,2026.04.19,北京,27.0,,22,中性|评价者,中性,评价者,3,1
69e6f2bc0000000023005345,"�机器人第一视角，好多人呀

",,687.0,2,69e72bd2000000001401a829,69e72520000000001401e42b,59cda99644363b7e259cde3a,芝芝叫那种,2026.04.21,广东,17.0,,5,弱势|观众,弱势,观众,2,1
69e48d54000000002102e178,"�亦庄机器人半马最感人一幕

",,1589.0,2,69e4acd2000000001401c81c,69e49ee3000000001401c41e,5b0e6aabe8ac2b674a5e8fd3,@红腚吗喽 好感人啊哈哈哈哈哈哈,2026.04.19,广东,16.0,,16,弱势|同伴,弱势,同伴,2,1
69e4551e000000001f005895,"荣耀机器人赢麻了�我觉得它表情在嘲讽我

",,816.0,1,69e45645000000001401942a,,595bec3e50c4b4281b60cfed,他绝对在嘲笑,2026.04.19,中国香港,13.0,1.0,6,成功|被超越者,成功,被超越者,2,1
69e4426b000000001d01c7ed,"一个大的一个小的一个废的

",,7334.0,1,69e47f86000000001401b837,,5782fd4050c4b4709a7f0eca,我看这个视频笑得流眼泪妈呀,2026.04.19,海南,9.0,3.0,13,中性|观众,中性,观众,3,1
69e4426b000000001d01c7ed,"一个大的一个小的一个废的

",,7334.0,2,69e4798b0000000014019416,69e46241000000001401e822,59620b6f6a6a691d4bdeb376,@贝壳味儿的棒棒糖 这一幕真的给我笑拉了[笑哭R][笑哭R][笑哭R],2026.04.19,山东,9.0,,35,中性|观众,中性,观众,2,1
69da7e87000000001a03484e,"今晚的亦庄机器人马拉松测试

",,8169.0,2,69db9d40000000000202b931,69da9a3500000000010073ef,620bab250000000021023df5,啊哈哈哈哈哈哈哈抱歉太好笑了,2026.04.12,北京,8.0,,14,成功|观众,成功,观众,2,1
69db34bb000000001a0348ae,"机器人抢救现场

",4896.0,1198.0,2,69dc8f550000000035022f2b,69dc88aa000000003501e385,6017b433000000000100518f,什么玩意儿这抽象的世界@其实是橘子� @毛毛是也� @金牌小鱼仔^ @王小五,2026.04.13,澳大利亚,7.0,,38,失败|抢救者,失败,抢救者,3,1
69e4426b000000001d01c7ed,"一个大的一个小的一个废的

",,7334.0,1,69e468230000000014019822,,5b53398911be103c87b3f85d,没人表扬这旁白吗？[笑哭R]哎哟，哎哟哟…,2026.04.19,广西,6.0,0.0,21,中性|观众,中性,观众,5,1
69db34bb000000001a0348ae,"机器人抢救现场

",4896.0,1198.0,1,69dca4a1000000001500a415,,5c565dd3000000001a004ea3,不行[笑哭R]笑点太密集了,2026.04.13,福建,5.0,0.0,13,失败|抢救者,失败,抢救者,3,1
69e47f8f000000001f007203,"2026年机器人马拉松状态，五年后再看�

",,5834.0,1,69e5adf9000000001401c413,,5c9dc1e600000000170338f2,怎么每个都那么好笑啊[笑哭了R][笑哭了R][笑哭了R][笑哭了R][笑哭了R],2026.04.20,广东,5.0,1.0,40,,,,2,1
69e47f8f000000001f007203,"2026年机器人马拉松状态，五年后再看�

",,5834.0,1,69e704e30000000014019802,,5b398c9211be106ae72020f5,@捯饬的饬 前一个还没笑完后面一个又跟鬼一样追上来，，，,2026.04.21,福建,5.0,2.0,28,,,,4,1
69e47f8f000000001f007203,"2026年机器人马拉松状态，五年后再看�

",,5834.0,2,69e55750000000001401e001,69e4e1f0000000001401a40f,5ef2f2d20000000001003c53,我觉得好好笑[害羞R]挺好看的,2026.04.20,广西,5.0,,15,,,,2,1
69e481e8000000002003ad94,"

",,,1,69ed984c000000002800988c,,5b2fb5aa4eacab7285b4dfc4,最大的笑话,2026.04.26,四川,4.0,2.0,5,强势|服务者,强势,服务者,2,1
69e4426b000000001d01c7ed,"一个大的一个小的一个废的

",,7334.0,2,69e4992a000000001401c834,69e46241000000001401e822,5e49228e0000000001004944,@那我就是觉得她很像小猫啊 @嗑嗑 @观自在（半死半活版） @Gggglow @Sherry伊 @机械复制时代的艺术作品 @白桃麦旋风 @轻松拿捏一根细长腿毛 @塔塔 好搞笑,2026.04.19,安徽,4.0,,87,中性|观众,中性,观众,3,1
69e42cc100000000220001ad,"机器人马拉松倒数第一名，萌翻了���

",,8501.0,2,69e42d2d000000001401e813,69e42d0c0000000014019013,5ca4596500000000160025c9,全场最萌 哈哈哈[笑哭R][笑哭R],2026.04.19,北京,4.0,,18,弱势|观众,弱势,观众,2,1
69e6f2bc0000000023005345,"�机器人第一视角，好多人呀

",,687.0,2,69e73d2d000000001401a016,69e73b0c000000001401e020,5a3b69814eacab6dcedbb1ba,哈哈哈哈[大笑R] 那要持续关注我们哦,2026.04.21,广东,4.0,,19,弱势|观众,弱势,观众,3,1
69e2583b00000000230211ea,"

",,2406.0,1,69e2fbd7000000001401c41f,,56ed26275e87e717da7817c0,@momo @好喜欢吃土豆 @黑洞洞的长街 @咖啡猫 @CH @欺君 @Paul @| WeAreOne | @�片真的很好吃 @xxxx [doge],2026.04.18,江苏,3.0,0.0,76,失败|抢救者,失败,抢救者,3,1
69db34bb000000001a0348ae,"机器人抢救现场

",4896.0,1198.0,1,69dcd59b000000003502dc1d,,687209c3000000001d015798,越往后翻越搞笑 谁懂啊,2026.04.13,北京,3.0,0.0,11,失败|抢救者,失败,抢救者,3,1
69db34bb000000001a0348ae,"机器人抢救现场

",4896.0,1198.0,1,69dbc068000000001400b6ba,,5fdab0910000000001009579,@整颗心悬在半空 ミ 怎么这么严肃啊。[笑哭R]怎么忍住不笑的,2026.04.12,河南,3.0,1.0,31,失败|抢救者,失败,抢救者,3,1
69e47f8f000000001f007203,"2026年机器人马拉松状态，五年后再看�

",,5834.0,1,69e8ee370000000014018c0d,,62a46c25000000001b0273d1,@蝶蝶蝶 @hola @aoao @Mc only boss @抓抓（伯恩山牌） @海底火山灰 @水北 诡异又好笑,2026.04.22,江苏,3.0,2.0,57,,,,6,1
69e47f8f000000001f007203,"2026年机器人马拉松状态，五年后再看�

",,5834.0,1,69e5b7c7000000001401a400,,5f87937f000000000100709b,@W.w @土豆教教主 @momo [doge]莫名觉得好笑,2026.04.20,广东,3.0,1.0,30,,,,2,1
69db34bb000000001a0348ae,"机器人抢救现场

",4896.0,1198.0,2,69dcabae0000000035020ef5,69dc9de80000000002029fb1,5b38445de8ac2b02c7073293,@派大星吃汉堡包 @啦啦（想暴富版） @玻璃亭子 有新工作了哈哈哈哈哈哈哈,2026.04.13,广东,3.0,,37,失败|抢救者,失败,抢救者,2,1
69da7e87000000001a03484e,"今晚的亦庄机器人马拉松测试

",,8169.0,2,69dae738000000000202b86a,69dadd5c000000003500d5fd,5b7f78f4432d8b000158e8d2,福建都知道啦,2026.04.12,北京,3.0,,6,成功|观众,成功,观众,2,1
69e4551e000000001f005895,"荣耀机器人赢麻了�我觉得它表情在嘲讽我

",,816.0,1,69e4a6150000000014019021,,5e78b5570000000001003e45,@teressasapphire @n ss!w ! 卧槽,2026.04.19,广东,2.0,0.0,29,成功|被超越者,成功,被超越者,2,1
69e47f8f000000001f007203,"2026年机器人马拉松状态，五年后再看�

",,5834.0,1,69e586020000000014019401,,592aa4c750c4b464e0ad6937,我不是很懂，为啥要弄机器人跑步，花费这么多人力物力财力的意义是什么，（纯纯问，无恶意哈）,2026.04.20,福建,295.0,164.0,44,,,,8,2
69e47f8f000000001f007203,"2026年机器人马拉松状态，五年后再看�

",,5834.0,2,69e58d6f000000001401a401,69e586020000000014019401,5a33e33e4eacab7116a60935,跑步考验机器人的稳定性，连贯性，散热，电池续航，是以后开发更多功能的基础。,2026.04.20,重庆,209.0,,37,,,,11,2
69e41e24000000001a025f1a,"人形机器人半马摔倒瞬间��

",1155.0,129.0,1,69e4779b000000001401c823,,5c4c2e3700000000100190c3,机器人马拉松会不会影响真人跑者的成绩啊，感觉大家都忍不住看哈哈哈,2026.04.19,北京,188.0,5.0,32,失败|观众,失败,观众,7,2
69e44278000000001a0217bb,"机器人超过我的瞬间

",6019.0,372.0,1,69e4e3310000000014018809,,63175d43000000000f005598,“多年以后，面对机器人，人类回想起了它在马拉松超过自己的瞬间”,2026.04.19,上海,54.0,2.0,31,成功|被超越者,成功,被超越者,8,2
69e47f8f000000001f007203,"2026年机器人马拉松状态，五年后再看�

",,5834.0,2,69e596e0000000001401ac1a,69e586020000000014019401,5c80848c000000001603bf80,进化是这样的，人也是先学会走路才学会跑步，而且长跑对人类来说也是一项调动全身协调性的运动，如果机器人学会并且能长时间稳定这种状态，说明技术已经可以开始发展下一阶段了，到后面你我老了，机器人就能代替护工服务你了[doge],2026.04.20,广东,49.0,,110,,,,31,2
69da7e87000000001a03484e,"今晚的亦庄机器人马拉松测试

",,8169.0,1,69daef940000000001007f78,,5fd79cdf0000000001002b97,不是 是真不理解 体育是一种精神。机器人搞这个干嘛？,2026.04.12,浙江,47.0,71.0,26,成功|观众,成功,观众,7,2
69da7e87000000001a03484e,"今晚的亦庄机器人马拉松测试

",,8169.0,2,69db3704000000003501c169,69db2e550000000016017b12,5c29c008000000000601c740,技术验证，对比前年春晚跟去年春晚的机器人行动的流畅度你就能看出来差异了，这种马拉松或者类似的机器人运动就是对具身智能技术提升部分的实测实验以及品牌曝光过程,2026.04.12,江苏,43.0,,77,成功|观众,成功,观众,26,2
69e4551e000000001f005895,"荣耀机器人赢麻了�我觉得它表情在嘲讽我

",,816.0,1,69e47927000000001401b00b,,64942ab4000000002a034200,真不敢想象五年后这种机器人比赛会牛逼成什么样子,2026.04.19,山东,42.0,4.0,23,成功|被超越者,成功,被超越者,8,2
69da7e87000000001a03484e,"今晚的亦庄机器人马拉松测试

",,8169.0,2,69db07960000000035008264,69db01a30000000001007604,5aa35c114eacab11b5783fd9,哈哈哈哈哈哈哈哈机器人：谢谢你，他们都问我马拉松意义是什么，只有你关心我心脏好不好,2026.04.12,北京,35.0,,41,成功|观众,成功,观众,8,2
69da7e87000000001a03484e,"今晚的亦庄机器人马拉松测试

",,8169.0,2,69db15ea0000000035020e3f,69daef940000000001007f78,5f39e3d00000000001001eee,跑步很考验稳定性。去年北京也举办了机器人马拉松，很多机器人跌倒，才一年过去就都稳了。,2026.04.12,北京,27.0,,42,成功|观众,成功,观众,12,2
69e47f8f000000001f007203,"2026年机器人马拉松状态，五年后再看�

",,5834.0,2,69e597520000000014019814,69e586020000000014019401,5a9900324eacab3f4cdcc6c9,咱们站在外行人的角度想 一个小婴儿从翻身爬站一步步到跑起来 是人对自己的身体掌控力的成长 慢慢小孩能做各种事情  机器人也一样吧 会跑 会长时间跑 会长时间快速奔跑 那么他们以后就能干更多更精细更持久更有难度的工作 且像人一样,2026.04.20,辽宁,18.0,,113,,,,31,2
69e481e8000000002003ad94,"

",,,1,69e57c66000000001401e818,,5fb4dd67000000000101fcc7,我不懂，机器人参加马拉松，和吃饱了没事干哪个含金量更高？,2026.04.20,湖南,16.0,47.0,28,强势|服务者,强势,服务者,8,2
69e44278000000001a0217bb,"机器人超过我的瞬间

",6019.0,372.0,1,69e6f0dc000000001401d819,,5c96fe9a000000001602bb18,你可能不知道，多年以后这个视频，将成为人类的回忆，第一次机器人在马拉松比赛超越人类，拍的太好了,2026.04.21,广东,13.0,1.0,47,成功|被超越者,成功,被超越者,13,2
69e481e8000000002003ad94,"

",,,1,69e77320000000001401903b,,5c223e8f000000000501eae2,我看到这机器人马拉松，辅助的都是年轻人，就这点，很欣慰，原来不是所有的年轻人都想着摆烂，躺平，还是有人在努力创新[害羞R],2026.04.21,上海,12.0,2.0,61,强势|服务者,强势,服务者,14,2
69e481e8000000002003ad94,"

",,,1,69ea62d3000000001401c40d,,5c503615000000001203b19a,说实话，我想不懂，机器人去马拉松要什么意义[笑哭R] 之后是不是智能汽车也要去赛车[笑哭R],2026.04.24,广东,9.0,16.0,46,强势|服务者,强势,服务者,9,2
69e481e8000000002003ad94,"

",,,1,69e494c2000000001401a810,,5c0f8cdf0000000006009b2f,机器人马拉松谁最累[笑哭R],2026.04.19,英国,9.0,15.0,14,强势|服务者,强势,服务者,2,2
69e42cc100000000220001ad,"机器人马拉松倒数第一名，萌翻了���

",,8501.0,2,69e51c2f000000001401c801,69e4fb94000000001401d80b,60c42f0500000000010038fd,看样子这个小机器人重在参与，孩子也是有跑马的经历了，等长大了再来参加，那时候就有经验了[笑哭R],2026.04.20,山东,9.0,,48,弱势|观众,弱势,观众,11,2
69e47f8f000000001f007203,"2026年机器人马拉松状态，五年后再看�

",,5834.0,2,69e55878000000001401bc06,69e556cc000000001401cc05,693d00230000000003011000,觉得耻辱你就自己去研发，很多东西不能光看表面啊，你看到的是机器人马拉松，但实际也可以测试机器人的使用磨损，以便以后更加完善再投入到生活里啊,2026.04.20,云南,8.0,,69,,,,17,2
69e481e8000000002003ad94,"

",,,2,69e59f99000000001401e401,69e57c66000000001401e818,5c66bddd0000000011001119,机器人参加马拉松我个人认为一是可以向大家见识到我国现在机器人发展的现状，二是可以测试机器人的性能，在这个活动暴露一些问题，之后可以改正，机器人越来越好的话，可以参加一些例如救援啊或者费人的工作,2026.04.20,安徽,8.0,,96,强势|服务者,强势,服务者,30,2
69e481e8000000002003ad94,"

",,,2,69e58e1e000000001401e036,69e4a79a000000001401c01d,5ba6142bef996a000115c84c,参加本次马拉松人员十分庞大，每个队伍分别有一个机器人和三个人类完成[捂脸R][捂脸R][捂脸R],2026.04.20,北京,8.0,,48,强势|服务者,强势,服务者,13,2
69e481e8000000002003ad94,"

",,,1,69e58f51000000001401a417,,5b48c46711be102611245d35,现在是机器人爆发开始，就像人类第一部电话，我们有幸见证，今天的机器人马拉松，在未来也许会被载入史册。,2026.04.20,山西,7.0,0.0,50,强势|服务者,强势,服务者,13,2
69e44278000000001a0217bb,"机器人超过我的瞬间

",6019.0,372.0,2,69e49206000000001401941b,69e48dfa000000001401dc07,5e97df46000000000100b91d,机器人，可能性不仅仅在于跑步，以后还能做护理还有治安保卫工作，摩托车的工具属性就是交通工具,2026.04.19,云南,7.0,,45,成功|被超越者,成功,被超越者,12,2
69e481e8000000002003ad94,"

",,,1,69e4a0400000000014019400,,54e6c628e779893ba2d39ebc,机器人跑马拉松我没觉得什么，给机器人加油我笑了[偷笑R],2026.04.19,上海,6.0,5.0,28,强势|服务者,强势,服务者,4,2
69e481e8000000002003ad94,"

",,,1,69e722d4000000001401e81f,,5c19852a000000000701e3b3,如果机器人不能自主跑完全程，那么这种比赛就是没有任何意义的,2026.04.21,山东,6.0,15.0,29,强势|服务者,强势,服务者,6,2
69e47f8f000000001f007203,"2026年机器人马拉松状态，五年后再看�

",,5834.0,2,69e5704a000000001401a00d,69e55d77000000001401bc0e,5cd6bab0000000001002a091,人马拉松和机器人马拉松同时进行,2026.04.20,天津,6.0,,15,,,,5,2
69e481e8000000002003ad94,"

",,,2,69e57f66000000001401d421,69e571d9000000001401c009,588c8e1382ec394ed84a7711,"之前做过这方面的相关研究，你这个问题是别人最常问的。一个最直接了当的回答就是：跑步看似很简单，实际上这个跑步的动作包含了非常强大的算力、算法精简度、还有硬件的支撑，这一些都为将来机器人越来越强打下基础。
而跑步就是一个很简单的体现方式，看似对人类来讲是简单的动作，但是各种扭距的极限，角度，还有平衡的保持，速度的提升都需要非常强大的算力支持。短短几年内国内的人型机器人就发展的这么快，真的很厉害了",2026.04.20,上海,6.0,,198,强势|服务者,强势,服务者,58,2
69e481e8000000002003ad94,"

",,,2,69ed5a3600000000270225dc,69eaae0a000000001401a80a,638ab107000000001f01accb,测试机器人本身稳定性啊，又不是冲着取代马拉松运动员去的[笑哭R],2026.04.26,重庆,6.0,,32,强势|服务者,强势,服务者,8,2
69e481e8000000002003ad94,"

",,,1,69e5db10000000001401e805,,560927005894467a90739a0f,所以机器人跑马拉松是为了什么[笑哭R],2026.04.20,山东,5.0,16.0,19,强势|服务者,强势,服务者,3,2
69da7e87000000001a03484e,"今晚的亦庄机器人马拉松测试

",,8169.0,1,69db43b10000000015005c49,,67948db4000000000e01cbe6,说没用的朋友，这个可以用来测试极限工况下系统的稳定性，前几年很多机器人不能连续运动超过俩小时，有各种电机，续航的问题，去年马拉松有很多机器人需要工程师全程陪同，跑一会就过热、停电，需要人引导跑步，短短一年就能有这么大的进步非常难得,2026.04.12,北京,4.0,0.0,115,成功|观众,成功,观众,39,2
69da7e87000000001a03484e,"今晚的亦庄机器人马拉松测试

",,8169.0,1,69db37700000000001007246,,5a642b1f4eacab367211a086,哈哈哈哈哈哈哈哈去年考某体制，就让剪的机器人马拉松的片子，那会儿都是走两步躺下的，没想到一年后跑这么麻溜[大笑R],2026.04.12,北京,4.0,0.0,57,成功|观众,成功,观众,11,2
69e4426b000000001d01c7ed,"一个大的一个小的一个废的

",,7334.0,2,69e46025000000001401dc38,69e45f74000000001401bc0a,5b7b9b311f0bca00017a6a95,这是人形机器人，你说的那种是另一种机器人。,2026.04.19,江苏,2132.0,,21,中性|观众,中性,观众,4,3
69e481e8000000002003ad94,"

",,,2,69e492de000000001401d809,69e490ae000000001401d42a,651a3fa30000000024014f22,因为人形可以和人本身结合起来，他可以用人的装备，人的武器，人也可以用他们的,2026.04.19,山东,907.0,,37,强势|服务者,强势,服务者,10,3
69e481e8000000002003ad94,"

",,,2,69e5731c000000001401a017,69e571d9000000001401c009,61d9801000000000100071f8,很简单的理解。为什么是人型，因为这个社会所有的设施都按人为基准建的。你想，造一个人出来，首先要教会这个人走路，跑步啊，这才只是最简单的一步。只能说现在是刚学会走路跑步的一两岁小孩子。,2026.04.20,北京,251.0,,91,强势|服务者,强势,服务者,25,3
69e42cc100000000220001ad,"机器人马拉松倒数第一名，萌翻了���

",,8501.0,2,69e6e48a000000001401ac18,69e6e3f8000000001401900e,5e1685ae000000000100bab0,"人类社会的一切工具和设施都是基于人体打造的，人形机器人可以无障碍接管，不需要对工具和设施进行适配性改造。

同时，情感需求也是一方面，机器人要融入人类社会，与人类共同协作，其外形需要尽量减少隔阂感，且要能与人类以“人类熟悉的方式”进行互动。
所以，人形态是最好的选择。",2026.04.21,广东,168.0,,134,弱势|观众,弱势,观众,43,3
