Topic,ctfidf_top_terms
17,"马拉松,测试,跑步,参加,半马,意义,比赛,目的,只是,真人,大赛,有些,隔壁,耐力,为了"
18,"短腿,腿短,倒腾,这小,小腿,太短,动作,挺快,步态,步伐,吃亏,以下,减速,最像,真人"
19,"奶瓶,奶嘴,脖子,可爱,喝奶,还拿个,手上,安抚,宝宝,吃奶,手里,喝口奶,断奶,牛奶,甚至"
20,"ai,是否,人工智能,智能,害怕,具身智能,视频,冲击,替代,行业,工作,担心,大人,文字,人工"
21,"鞋子,跑鞋,穿鞋,孩子,太大,穿着,扁平足,穿个,双鞋,耐克,运动鞋,一双,大人,小孩,脚底板"
22,"外卖,快递,小哥,失业,超时,满大街,配送,送餐,取代,这送,饭碗,驿站,迟早,用来,不用"
23,"可爱,小小的,果然,东西,小玩意,好萌,小可爱,喜欢,小不点,萌萌,蠢萌,眼睛,小玩意儿,小时候,太小"
24,"理解,问题,回答,看不懂,认知,提问,阅读,不了,眼界,张嘴,了解,问出,质疑,局限,思维"
25,"三个,伺候,个人,就业,服务,岗位,服侍,机器人,需要,活人,侍候,一台,真人,维护,解决"
26,"跑步,机器人,搞笑,后面,前面,视频,有的是,姿势,赛跑,姿态,失控,挺快,追上来,真人,博主"
27,"意义,活着,何在,这有,存在,哪里,明白,没意义,有意义,人生,评论,到底,事情,哪儿,除了"
28,"人类,代替,替代,取代,地球,星球,造物主,人类文明,替换,进化,智商,一千年,全人类,无聊,淘汰"
29,"荣耀,华为,撞线,手机,闪电,第一个,六名,宇树,包揽,厉害,冠亚,红色,听说,牌子,季军"
30,"补贴,股票,投资,骗钱,国家补贴,资本,广告,韭菜,圈钱,到手,股民,补助,上市,股价,大跌"
31,"轮子,两条腿,明明,更快,为什么,做成,更好,机器人,四个,非要,非得,一定,轮式,履带,双腿"
32,"跟着,人要,一起,三个,全程,个人,还跟着,几个,后面,一直,还要,一群,必须,一车,伺候"
33,"养老,家务,照顾,老人,做饭,指望,医院,生活,背着,伺候,搭子,结婚,倒水,加油,指着"
34,"换电池,电机,降温,换电,过热,润滑,冷却,加冰,电池,冰块,润滑剂,散热,润滑油,温度,长时间"
35,"f1,进站,赛车,换胎,轮胎,法拉利,方程式,既视感,有种,维修站,方程式赛车,那样,一样,太慢,方程"
36,"解说,有趣,幽默,主播,有意思,鸟鸟,太逗,拆解,搞笑,声音,配乐,好笑,超级,解说词,精彩"
37,"低血糖,晕倒,头晕,赶紧,缓缓,两下,往后,低电压,高个,太像,站不稳,明显,缓会,气血,停下来"
38,"降温,发热,物理,过热,方式,太热,降降温,朴素,温度,解决,人工,需要,爷爷,还要,问题"
39,"战场,铁甲,打仗,敌人,钢拳,战争,星球大战,未来,小宝,钢铁,自爆,机器人,机甲,废墟,城市"
40,"wd40,香水,男人,wd,润滑,40,润滑剂,万能,除锈,关节,喷涂,干燥,制冷,默认,像是"
41,"云南白药,气雾剂,喷点,抽筋,喷雾剂,云南,喷剂,防止,跌打损伤,腿抽筋,酸痛,白藥,雲南,消肿,红药"
42,"诡异,吓人,恐怖,晚上,吓死,大半夜,遇到,画面,没头,半夜,玩意儿,可怕,梅根,脑袋,路上"
43,"降温,制冷剂,过热,中暑,机器人,喷雾,散热,高温,运动,电机,关节,热量,需要,裆部,导致"
44,"散热,问题,系统,cpu,解决,主板,人体,方式,不行,淳朴,水冷,工业产品,散热器,优化,过热"
45,"五年,发展,几年,过程,再过,十年,年后,很快,慢慢来,实现,不了,肯定,多久,不出,一步步"
46,"裤裆,裆部,对着,部位,一直,jj,人家,私密,隐私,屁屁,那里,为什么,一顿,喷裆,前列腺"
47,"担架,抬担架,抬走,扫把,单架,扫帚,拿个,还用,塑料袋,垃圾桶,多余,收拾,簸箕,搞笑,绷住"
48,"春晚,晚上,那些,武术,跳舞,好看,表演,舞台,那批,明年,上过,这波,抱下来,神通广大,编程"
49,"小黑,黑色,黑人,可爱,小黑子,吸热,黑黑,不错,努力,小子,娃儿,黑皮,喜欢,山东,跑得快"
50,"亦庄,鸵鸟,义庄,神奇,地方,古代,马路上,几天,无人驾驶,北京,名字,真是,前两天,一桩,由来"
51,"降温,喷雾,丁烷,打火机,二氧化碳,气体,可燃,压缩空气,关节,快速,液氮,液化,石油气,烷基,摩擦"
52,"宇树,h1,g1,宇树家,参赛,编程,跳舞,宇树用,显眼,10m,玉树,档次,费用,气氛,动作"
53,"膝盖,髋关节,膝关节,钛合金,半月板,没事,做手术,不伤,保护,置换,人家,坏死,指导,免费,金属"
54,"防晒,喷雾,晒黑,防晒霜,喷点,痱子粉,孩子,黢黑,蚊虫,黑成,防蚊,防老,避雷,喷个,止痒"
55,"汽车,电动车,那不就,电瓶车,没见,那特,电动汽车,发明,早就,玩意,tm,恭喜,普及,车上,新能源"
56,"豆包,豆脚,豆角,一个头,豆德,满分,看见,疑似,哪里,名字,只有,喜欢,吓人,权威,我爱上"
57,"润滑油,润滑,润滑剂,神油,关节,印度,摩擦,以为,部位,机油,润滑液,磨损,之类,连接,轴承"
58,"终结者,t800,t1000,很快,到来,参考,800,此事,雏形,进化,步枪,1000,电影,速度,想想"
59,"发动机,日本,电车,不差,专利,奇瑞,中国,碾压,国产,变速箱,挖掘机,国内,新能源,油车,马力"
60,"一口,吃饱,胖子,吃饭,吃成,撑得,工作人员,太饱,不吃,人累,回来,够呛,筷子,馒头,吃个"
61,"凉面,麻酱,加点,好吃,鸡丝,花生米,黄瓜,要加,凉皮,我要,花生,拌面,糖醋,豆芽,放点"
62,"赛车,比赛,那不就,汽车,赛马,那特,为什么,区别,赛道,摩托车,f1,飞机,注意安全,一样,接力赛"
63,"小鼻嘎,嘎子,可爱,小鼻嘎好,这小鼻,奶瓶,鼻子,喜欢,嘎嘎,小比,喜爱,度假,挂个,可爱多,裤兜"
64,"评论,神人,人格,区里,经典,匪夷所思,真多,反驳,人才,耐心,搞笑,某些,质疑,下面,好好笑"
65,"小孩,长大,孩子,谁家,小朋友,小孩子,小孩儿,小男孩,儿子,可爱,成长,高兴,儿童,宝宝,一样"
66,"摆臂,摆动,胳膊,双臂,平衡,甩臂,跑步,陀螺仪,不摆臂,手臂,有助于,摆手,保持平衡,需要,抱紧"
67,"马车,火车,发明,飞机,当年,汽车,人们,蒸汽机,年前,富兰克林,如此,第一架,蒸汽,骑马,质疑"
68,"假酒,喝多,喝醉,喝高,喝醉酒,红牛,喝酒,喝点,喝成,二斤,二两,第一位,咖啡,一瓶,昨晚"
69,"驾驶,自动,无人驾驶,汽车,无人,智驾,那不就,干脆,新能源,方向盘,智能,特斯拉,参赛,五年,辅助"
70,"帽子,草帽,戴帽子,红领巾,安全帽,可爱,戴个,小帽子,还给,晒黑,防晒,带个,小子,泰山,整个"
71,"参加,未成年,儿童组,参赛,成人,幼儿,小朋友,儿童,断奶,禁止,组委会,欺负,成年组,幼儿园,公平"
72,"镜头,地上,一转,坐在,转过,坐下,蚌埠,好笑,不住,没招,路边,出现,本来,语言,这位"
73,"bgm,配乐,配音,音乐,声音,百度,说话,好听,僵尸,听歌,自带,美团,搞笑,背景,大战"
74,"伺候,三个,三人,大爷,个人,侍候,保姆,照顾,还要,服务,服侍,多人,维护,八个,三条"
75,"保安,一脚,大爷,大叔,田里,大哥,执勤,jio,叔叔,警察,袭警,安保,草丛,工伤,绿化带"
76,"外国人,国外,美国,之光,国内,老外,中国,视觉效果,要是,西方,评论,印度人,看看,正如,在外"
77,"猝死,熬夜,容易,运动,概率,剧烈运动,高强度,死得,身体,加大,晚上,雪峰,昨晚,加班,危险"
78,"骑个,打车,骑车,坐车,骑墙,坐骑,摩托,上班,摩托车,高铁,骑着,自行车,或者,不让,电瓶车"
79,"元气,仔跑,优雅,仔好,标准,姿势,轻盈,接近,一票,姿好,最像,最帅,好像,轻松,闪电"
80,"补给,太慢,中途,补给点,扣分,私补,换人,停下,送餐,补给站,急得,一段距离,快补,每隔,很燃"
81,"红色,闪电,三倍,冠军,章若楠,第一名,谁家,真的,真猛,警车,教主,红衣,红衣服,紅色,巨快"
82,"基金,明天,股票,板块,etf,周一,不涨,一直,植物,难怪,涨停,涨起来,清仓,怪不得,回本"
83,"蟑螂,苍蝇,蚊子,老鼠,除外,广东,螳螂,可爱,除了,小时候,别过来,巨型,楼主,恶心,宝宝"
84,"加油,听懂,听得懂,人喊,加电,王者,really,夸赞,用油,用电,提速,有用吗,国人,重在,听见"
85,"鲁班,七号,小将,乒乓,王者,好像,这小,短腿,我操,cos,250,可爱,正好,味儿,迈着"
86,"装备,一地,爆一地,爆率,上来,好好,666,原地,自爆,碰瓷,叠满,满血,满级,纸糊,裸奔"
87,"站不稳,休息,会儿,站不住,歇会,一晃,太累,累坏,累得,一会,累死,两步,累瘫,瞧瞧,一下"
