Topic,Count,Name,Representation,Representative_Docs
12,181,12_可爱_太萌_好萌_可爱多,"['可爱', '太萌', '好萌', '可爱多', '小可爱', '小小的', '喜欢', '萌不萌', '小东西', '好乖']","['有点可爱 果然什么东西都是小小的可爱', '👇这个二娃可爱☺[笑哭了R]', '两小只太可爱了']"
13,178,13_鞋大_太大_鞋子_太重,"['鞋大', '太大', '鞋子', '太重', '这大', '穿鞋', '买大', '鞋跟', '运动鞋', '双鞋']","['谁给孩子穿那么大的鞋子[失望R][失望R]', '孩子是不是鞋子太大了', '孩子鞋子太大了[皱眉R]']"
14,166,14_有何意义_意义_有意义_没意义,"['有何意义', '意义', '有意义', '没意义', '意思', '干嘛', '毫无意义', '玩意', '什么', '无用']","['扛个rpg意义不就来了[doge]', '手摇的意义在哪？', '有什麼意义']"
15,159,15_轮子_更快_更稳_轮胎,"['轮子', '更快', '更稳', '轮胎', '更好', '装个', '装上', '快点', '滑轮', '不装']","['俺俩轮子跑的更快[微笑R]', '放轮子更快！', '轮子不更快']"
16,158,16_用三人来_三人_机器人_三个,"['用三人来', '三人', '机器人', '三个', '机器', '顶三人', '几个', '伺候', '服侍', '四个']","['三个人服务一个机器人？！', '三个人服务一个机器人', '三个人服务一个机器人？']"
17,154,17_机器人_外卖_送餐_配送,"['机器人', '外卖', '送餐', '配送', '送买外', '这送', '餐员', '闪送', '快递', '以后']","['以后机器人送外卖', '外卖机器人🤖', '哦靠，外卖都用机器人送吗？']"
18,149,18_还跟着_跟着_跟得上_有人,"['还跟着', '跟着', '跟得上', '有人', '人要', '跑动', '赶上', '跑步', '前边', '旁边']","['人也是要跟着跑[偷笑R]', '人也要跟着跑啊[笑哭R]', '还得人跟着跑？']"
19,147,19_解说_解说词_解说员_解說員真,"['解说', '解说词', '解说员', '解說員真', '好笑', '搞笑', '好好笑', '有趣', '笑死人', '讲解']","['解说太带劲了[偷笑R]', '解说很赞', '解说好绝[笑哭R][笑哭R]']"
20,136,20_f1_赛车_赛事_方程式赛车,"['f1', '赛车', '赛事', '方程式赛车', '赛道', '比赛', '大奖赛', '接力赛', '法拉利', '轮子']","['机器人F1[笑哭R]', 'F1 赛机手[汗颜R][汗颜R]', 'F1 机器人']"
21,126,21_机器人_人形机器人_轮子_机器,"['机器人', '人形机器人', '轮子', '机器', '有轮', '跑得快', '更快', '人形', '用脚', '速度']","['机器人为什么一定要是人形的，加四个轮子跑的不是更快？[捂脸R]', '明明用轮子可以让机器更快，非要给人家设计成腿让它跑的慌张…', '比跑步干嘛非要人形，轮子不是更快[笑哭R]']"
22,122,22_奶瓶_瓶奶_小可爱_可爱,"['奶瓶', '瓶奶', '小可爱', '可爱', '喝奶', '我奶', '奶嘴', '喝口奶', '吃奶', '小玩意儿']","['小奶瓶太可爱啦[哇R]', '小奶瓶好可爱啊', '笑死了小个儿的还拿个奶瓶[笑哭R]']"
23,118,23_科技进步_高科技_科技_不断进步,"['科技进步', '高科技', '科技', '不断进步', '技术', '越来越快', '日新月异', '突飞猛进', '真快', '进步']","['科技的较量', '科技的进步', '科技在进步[飞吻R]']"
24,111,24_短腿_腿短_这小_小腿,"['短腿', '腿短', '这小', '小腿', '太短', '小个子', '高腿长', '蹬腿', '跑得慢', '踢腿']","['这小短腿儿', '这小短腿儿[笑哭R]', '这小短腿其实倒腾挺快的[笑哭R][笑哭R]']"
25,104,25_低血糖_头晕_站不稳_晕倒,"['低血糖', '头晕', '站不稳', '晕倒', '迷糊', '有点', '晕厥', '喝点', '血液循环', '葡萄糖']","['像走着走着低血糖了一样', '低血糖还跑步？', '有点低血糖，站不太稳']"
26,90,26_荣耀_荣光_华为_第一名,"['荣耀', '荣光', '华为', '第一名', '手机', '厉害', '夺冠', '擅长', '那台', '那个']","['荣耀荣耀，天下第一', '前6名全是荣耀的', '荣耀是最像人的']"
27,86,27_担架_抬担架_担架队_架子,"['担架', '抬担架', '担架队', '架子', '抬着', '好笑', '抬走', '还拿个', '搞笑', '还有']","['还有人拿担架[doge]', '还拿担架，不应该使个筐吗[笑哭R]', '三二一，上担架！']"
28,84,28_小黑_小黑子_黑黑_老黑,"['小黑', '小黑子', '黑黑', '老黑', '黑哥', '黑色', '黑跑', '黑娃', '黑金刚', '黑鬼']","['这小黑跑姿挺好的', '小黑会轻功', '小黑很顶啊[石化R]']"
