Topic,ctfidf_top_terms
23,"解说,幽默,主播,鸟鸟,有趣,太逗,有意思,拆解,搞笑,解说词,配乐,声音,美女,超级,脱口秀"
24,"理解,提问,认知,看不懂,局限,质疑,思维,实话,不了,闭嘴,张嘴,格局,眼界,回答,看得出来"
25,"云南白药,气雾剂,喷点,抽筋,喷雾剂,云南,喷剂,腿抽筋,跌打损伤,酸痛,防止,消肿,白藥,红药,神药"
26,"跑步,姿势,搞笑,赛跑,姿态,扑哧,挺快,小机器人,博主,领跑,我妈,周末,红色,这人,女生"
27,"散热,问题,系统,cpu,解决,主板,淳朴,工业产品,散热器,人体,水冷,方式,优化,补能,外壳"
28,"低血糖,晕倒,两下,赶紧,低电压,高个,往后,太像,缓缓,症状,066,一模一样,明显,站不稳,极了"
29,"担架,抬担架,抬走,扫把,单架,扫帚,垃圾桶,塑料袋,拿个,收拾,多余,还用,簸箕,绷住,双手"
30,"120,救护车,抢救,急救,医生,急救车,拉走,最后,救护,愿意,必要,当场,美国,上车,活动"
31,"心酸,命苦,感动,看着,看得,热泪盈眶,回报,泪目,力竭,激动,得不到,有种,努力,真不容易,流泪"
32,"去年,进步,一年,今年,太多,好多,强多,很大,神速,比起,一比,很多,这比,太大,整体"
33,"荣耀,华为,冠亚,手机,六名,季军,牌子,闪电,包揽,擅长,123456,黑宇树,那台,宇树,厉害"
34,"腿短,短腿,这小,倒腾,小腿,太短,吃亏,挺快,输在,跑得慢,小细,太细,这腿,你别,别看"
35,"宇树,h1,宇树家,g1,编程,参赛,宇树用,玉树,10m,档次,显眼,费用,气氛,跳舞,队伍"
36,"防晒,喷雾,晒黑,防晒霜,痱子粉,喷点,黢黑,花露水,防蚊,蚊虫,止痒,黑成,蚊子,孩子,驱蚊"
37,"姿态,第三个,最像,最后,附体,动作,第二段,最好,优雅,姿势,体态,比向,松弛,何杰,接近"
38,"意义,何在,这有,存在,明白,哪里,费电,到底,真不,哪儿,解释,有意义,所在,严格来说,一个劲"
39,"评论,神人,区里,人格,经典,真多,匪夷所思,反驳,下面,耐心,人才,好多,某些,这条,质疑"
40,"马拉松,领域,一场,机器人马拉松,救援,测试,极限,能力,这场,环境,意味着,真实世界,同台,反讽,挑战"
41,"后面,有的是,前面,失控,换车,电脑,后边,跟着,愿意,视频,指挥,没了,一车,疯狂,每个"
42,"制冷剂,降温,过热,中暑,热量,高温,导致,运动,李明,电机,散热,冰淇淋,体温,关节,长时间"
43,"养老,照顾,养老院,买个,指望,希望,老人,攒钱,护工,外婆,儿子,期待,保佑,保姆,老年"
44,"豆包,豆脚,豆角,一个头,豆德,满分,疑似,看见,哪里,名字,头套,值狂,权威,太过分,我爱上"
45,"玩具,遥控,而已,大号,区别,木偶,小时候,放大,手柄,儿童,手上,迎来,金刚,笑掉大牙,天猴"
46,"比赛,足球,世界杯,大多数,冠军,不过关,踢足球,负责,同时,大赛,機械,爱看,灭火,组织,一家"
47,"救护车,救人,120,抢救,医生,急救,以为,医学生,医院,动物,一辆,配备,小区,機器,花钱"
48,"人形,成人型,做成,形态,非要,一定,执着,为什么,方便,人型,武器,用人,人体,结构,下楼"
49,"润滑油,润滑,神油,润滑剂,关节,印度,摩擦,部位,机油,黄油,以为,磨损,连接,轴承,之类"
50,"发动机,日本,电车,不差,专利,奇瑞,挖掘机,变速箱,碾压,国产,中国,国内,油车,马力,新能源"
51,"国外,外国人,美国,之光,国内,老外,视觉效果,国产,要是,西方,抨击,印度人,中国,外国,闹麻"
52,"三个,个人,服务,伺候,服侍,侍候,真人,三四个,何在,员工,人来,三人,一台,保姆,维护"
53,"裤裆,对着,裆部,部位,jj,私密,隐私,一直,一顿,那里,人家,前列腺,屁屁,为什么,总是"
54,"跟着,人要,一起,一群,真够,一直,两岁,难不成,下雨,累不累,身后,人比,座椅,乔格,背着"
55,"换电池,换电,加冰,降温,润滑,润滑剂,润滑油,电池,共亨,冷却,上油,冰块,补冰,散热,更换"
56,"镜头,一转,地上,坐在,转过,绷住,坐下,不住,好笑,出现,出声,憋不住,转到,没招,本来"
57,"跑步,无数次,调整,测试,运行,动作,续航,展示,会长,无数个,为了,协调性,涉及,对于,技术"
58,"小孩,长大,小朋友,小孩儿,可爱,孩子,小宝宝,好怀念,宝宝,小男孩,谁家,成长,一看,急死了,小屁孩"
59,"伺候,三个,三人,大爷,侍候,个人,保姆,离不开,还要,多人,照顾,服侍,八个,黑鬼,卧槽"
60,"小鼻嘎,嘎子,小鼻嘎好,这小鼻,鼻子,可爱,奶瓶,嘎嘎,小比,喜欢,度假,进村,挂个,黑黑的,比我强"
61,"赛车,那不就,比赛,那特,赛马,不开,飞机,区别,汽车,中去,注意安全,f1,摩托车,赛车场,周六"
62,"帽子,草帽,戴帽子,红领巾,安全帽,戴个,头上,小帽子,可爱,两顶,头戴,还给,晒黑,带个,小子"
63,"程序员,程序,跟着,没想到,代码,驿站,体力活,码农,run,一起,跑不过,那句话,跑的快,跑不动,可好了"
64,"马车,火车,发明,当年,飞机,人们,蒸汽机,富兰克林,年前,汽车,第一架,如此,蒸汽,骑马,质疑"
65,"膝盖,钛合金,半月板,膝关节,做手术,没事,置换,保护,免费,金属,人家,钢铁,换个,不动,磨损"
66,"未成年,儿童组,成人,参加,幼儿,参赛,断奶,小朋友,儿童,公平,组委会,禁止,欺负,成年组,幼儿园"
67,"第一个,真快,速度,挺快,好快,看清楚,喘气,飞快,不带,超级,太快,几秒钟,真猛,49,真跑"
68,"假酒,喝多,喝醉,喝高,喝醉酒,红牛,喝酒,喝点,二斤,二两,第一位,咖啡,一瓶,昨晚,再来"
69,"小黑,黑黑,小黑子,可爱,娃儿,小子,小个子,黑人,喜欢,努力,黑色,稀饭,带回家,崽子,黑哥"
70,"驾驶,自动,无人驾驶,无人,汽车,智驾,那不就,干脆,方向盘,特斯拉,五年,智能,辅助,武汉,商用"
71,"休息,站不稳,会儿,倒头,一会,累坏,歇会,站不住,一晃,太累,累得,体液,睡眠,失落,瘫倒"
72,"战场,敌人,打仗,战争,合成,填线,废墟,城市,登陆,自爆,犹如,冷兵器,真上,坦克,对面"
73,"薛之谦,太像,刘能,他长,有点像,大张伟,邓超,第二个,好像,造型,想到,第二位,眼熟,还怪,直直的"
74,"就业,岗位,增加,失业,提供,工业革命,必然,人工,工作岗位,创造,2000,三个,新生儿,数量,全国"
75,"多少钱,想买,压岁钱,买不起,攒钱,买回来,不买,太贵,买得起,不贵,用不上,几十万,皮肤,这款,价格"
76,"一口,吃饱,吃饭,胖子,吃成,撑得,太饱,筷子,馒头,不吃,回来,饭要,没事干,真是,干嘛"
77,"恐怖,吓人,吓死,晚上,大半夜,半夜,遇到,梅根,吓到,tmd,路上,夜里,这大,我会,玩意"
78,"电机,过热,冷却,温度,降温,持久力,电动机,高速运转,高温,高负荷,干冰,空调,金属,快速,导致"
79,"保安,一脚,大爷,大叔,田里,大哥,执勤,jio,叔叔,安保,警察,工伤,草丛,绿化带,那位"
80,"终结者,t1000,到来,参考,此事,步枪,进化,不远,电影,很快,涂装,六部,back,今后,出现"
81,"养老,照顾,指望,退休,指着,孙子,有望,生活,医院,好好,你老,背着,加油,一会,子女"
82,"春晚,武术,晚上,那些,表演,跳舞,抱下来,天差地别,那波,编程,日新月异,一分钟,空翻,舞台,前年"
83,"浪费,没用,东西,毛用,玩意,干嘛,研究,浪费资源,卵用,浪费时间,整些,造出来,玩意儿,用途,垃圾"
84,"苍蝇,蟑螂,蚊子,老鼠,除外,广东,螳螂,小小的,幼虫,恶心,楼主,巨型,别过来,北方,除了"
85,"猝死,熬夜,容易,概率,剧烈运动,运动,高强度,几率,死得,加大,雪峰,昨晚,加班,身体,晚上"
86,"工作人员,操作员,跟着,全程,技术人员,保障,操作,操作者,人员,好累,一路,一起,操控,组织者,人員"
87,"bgm,配音,音乐,配乐,百度,声音,好听,僵尸,美团,说话,背景,大战,植物,自带,配得"
88,"元气,仔跑,优雅,仔好,标准,轻盈,仔好帅,姿好,一票,接近,最帅,姿势,最像,轻松,闪电"
89,"基金,明天,股票,板块,etf,周一,不涨,涨停,涨起来,清仓,植物,难怪,回本,大涨,重仓"
90,"加油,听懂,听得懂,人喊,加电,王者,em,mean,这钱,when,mrga,really,用油,夸赞,用电"
91,"补给,太慢,补给点,中途,扣分,私补,换人,停下,补给站,每隔,急得,快补,很燃,石子,补上"
92,"鲁班,七号,小将,乒乓,王者,这小,我操,cos,短腿,250,好像,正好,味儿,迈着,书包"
93,"汽车,那不就,电瓶车,电动车,没见,tm,普及,机动车,车床,过车,家用车,醒醒,如其,没加,bump"
94,"五年,十年,再过,不出,多久,几年,不了,年后,实现,两年,收藏,变化,一年,10,预言"
95,"极限,测试,性能,耐用性,可靠性,稳定性,老化,续航,考验,控制系统,验证,讲究,机械,考试,耐久性"
96,"现场,想去,没去,请问,周六,欢乐,热烈,气氛,消息,下次,今天,位置,哪儿,直播,哪里"
97,"股票,资本,股民,骗钱,投资,股价,大跌,离场,上市,炒股,圈钱,收到,不涨,折腾,韭菜"
98,"遥控,玩具,大型,问个问题,遥控器,这特,大点,只是,真好玩,哗众取宠,弄成,喷雾剂,摇控,个头,大号"
99,"中国,美国,美日韩,之光,水平,国外,日本,国产,半成品,德国,阴阳怪气,领先,国内,阶段,实力"
100,"装备,一地,爆一地,爆率,上来,好好,666,纸糊,高一,值狂,碰瓷,跑酷,裸奔,五公里,真特"
101,"加油,对着,听得懂,听懂,冲着,听见,油腻,真诚,小狗,大悦,几号,机魂,快点,油耗,还加"
102,"去年,今年,健步如飞,磕磕绊绊,摔跟头,半身不遂,明年,后年,记得,真快,进步,跌跌撞撞,低空飞行,着手,恢复期"
103,"跳舞,084,舞蹈,街舞,84,观众,路人,跳街舞,半路,功夫,于是,72,娱乐圈,打招呼,模式"
104,"控制,失控,操控,不受,控制不了,咋办,跑出去,主动,避让,运算,姿态控制,停不下来,打死,力气,太强"
105,"结束,出师,未捷,创业,身先,先帝,闹剧,开局,中道,天崩,开始,未半而,这场,停止,解体"
106,"代替,替代,取代,替换,人类,根本无法,学人,量身,流传,派上用场,动脑子,准备,这得,从而,恐惧"
107,"人形,多足,形体,轮式,更难,越野跑,复杂,轮子,非要,适合,必须,四足,甚至,再学,技术难度"
108,"测试,性能,稳定性,极限,协调性,长时间,不同,耐久,it,安稳,test,the,成品,加强,体现"
109,"意义,马拉松,何在,机器人马拉松,何用,锻炼身体,好奇,挑战,哪里,骑马,实际意义,不装,纯属,健身,参加"
110,"八步,赶蝉,三步,学会,更进一步,即视感,老祖宗,写入,相似,理念,终极,智慧,经济,来个,底盘"
111,"故意,鼓掌,炫技,表演,卖弄,耍帅,观众,绝对,掩耳盗铃,特地,存心,会来,抢戏,大庭广众,造福人类"
112,"骑个,骑车,打车,坐车,骑墙,高铁,上班,骑着,自行车,摩托,老远,得开,骑士,主流,坐骑"
113,"程序员,运动量,缺乏,体力活,运动,体能,锻炼,体力,脑子,被迫,健身,身体,这下,不仅,强健"
114,"地球,全人类,人类,灭亡,一败涂地,星球,外星,物种,完蛋,严重,自我,来说,重大,法则,预计"
115,"运动鞋,穿鞋,穿衣服,碳板,耐克,跑鞋,裤子,穿着,温柔,拖慢,安踏,防止,左右脚,太线,妨碍"
116,"进化,一年,娇惯,真快,太快,一届,这才,去年,家长,对比,想进,我滴,如斯,进化论,速度"
117,"程序员,招聘,一条,入职,全马,半马,接力赛,马拉松,下好,要求,条件,体能,跑不了,电脑,jd"
118,"年轻,年轻人,少年,国强,强则,真棒,技术人员,朝气蓬勃,科技人才,90,注意,小伙子,一群,团队,年青人"
119,"补给,牛马,看病,吃饭,何况,换成,休息,补给站,不动,骑手,美食,不吃不喝,生病,说得对,更何况"
120,"春晚,好看,小品,那批,上过,晚上,这不比,舞台,这波,挺慢,神通广大,差远了,排练,割裂,我求"
121,"丁烷,打火机,二氧化碳,压缩空气,喷出来,可燃,液化,压缩,液化气,灭火器,丙烷,降温,石油气,烷基,挥发"
122,"几步,减速,停下来,两下,停下,好帅,步态,真人,后退,太像,降速,停止,拟人,走路,真实"
123,"以为,开水,喝水,补水,喝点,热水,口渴,加热,水壶,最多,枸杞,脱水,给水,矿泉水,保温杯"
124,"膝盖,不伤,不好,轴子,看得,不对,标准,胯骨,井盖,筒子,建议,姿势,光脚,二是,坏死"
125,"跑不过,追不上,追上,跑不了,不过,媳妇,颜控,追着,跑不掉,风驰电掣,没让,绝对,那家伙,对方,费力"
126,"地上,睡觉,地下,不让,这里,坐在,坐下,原地,他俩,内个,耍脾气,期间,歇歇,这儿,没想"
127,"造物主,人类,死亡,真牛,生命,even,延续,拉完,乱套,humans,造得,一乐,女娲,then,无聊"
128,"大湾,鸡好,一只,两只,烤鸡,居然,挺萌,前边,啊哈,老板,冲锋,小子,可爱,第一次,刷到"
129,"轮子,轮滑,跑步,赛车,轮椅,残奥会,坐个,轮滑鞋,田径比赛,裁判,坐轮椅,参加,竞赛,规定,第一步"
130,"倒数,第一,第一名,胜利,ta,迈着,记住,矫健,算不上,步伐,不要紧,残影,说不说,咋啦,广告牌"
131,"进步,太快,很大,好大,很快,飞速,稳步,再接再厉,笨拙,真快,极大,明显,搞成,神速,太棒了"
132,"无人机,会炸机,天上,空中,穿越,信号,飞机,机上,风力,步兵,延迟,90%,弱点,只想,丛林战"
133,"以为,鲤鱼打挺,摔出,塑料袋,火花,要来,相声,纳闷,会来,忍者,蝴蝶,里装,回旋,流血,折叠"
134,"质量,太差,废铁,廉价,材料,材质,结实,散架,一堆,造得,很差,废材,耗材,废柴,物质"
135,"家务,做饭,份量,搭子,洗衣,拖地,洗衣服,等到,小丑,五分钟,次序,就行,喂饭,能替,比做"
136,"亦庄,义庄,古代,神奇,名字,停尸房,宗族,字庄,慈善机构,地方,以前,权威,联系,买起,流传"
137,"手机,打电话,小灵通,智能手机,4g,网络,大哥大,bb,挂绳,端的,网速,3g,一无是处,服务器,发短信"
138,"小派,查派,超能,候着,他爸,宝宝,心中,不爱,冰淇淋,迷你,想起,桌子,巧克力,订书机,出圈"
139,"赛车,轮子,有轮,赛道,彰显,摩托车,赛车场,见过,更远,真上,那有,早就,赞助,比赛,四个"
140,"补贴,国家补贴,到手,补助,经费,严查,拿到,领导,国家,一两家,能养,造势,交代,匪夷所思,骗补"
141,"测试,临时,分析,实验室,提前,凑数,两边,开了个,好测,从不,亮相,外空,现眼,发抖,越障"
142,"诡异,幽默,过家家,画面,细思极,hhhhhhh,疯感,画面感,妈耶,平静,尼玛,扰民,这人,各有,好笑"
143,"wd40,wd,40,万能,上点,包装,默认,产能,像是,垄断,得用,补点,决定,认可,绷住"
144,"自主,前三名,40%,牌牌,思考问题,意识,第一名,失望,有全,贴着,标签,上有,自助,号码牌,厉害"
145,"代替,替代,思想,不了,人类,探索,取代,逝世,奴隶,收入,鲜活,能出,媒体,稀奇,好人"
146,"体育,体测,体育课,重要性,面试,高考,体育精神,大学,工科,绿色,指标,這是,乘务员,怎么样,个体"
147,"闪电,红色,真猛,犯规,最棒,猥琐,一道,他家,冠军,火花,飞速,朋友,头上,确定,夺冠"
148,"穿衣服,衣服,服装,假发,认识,第一天,披头散发,换身,严谨,换衣服,丫鬟,眼熟,缺少,穿鞋,妥妥"
149,"凉面,鸡丝,好吃,黄瓜,麻酱,加点,拌面,凉皮,要加,麻辣,酸辣,糖醋,一票,冰冰,豆芽"
150,"视角,刷到,我前,视频,素材,我刷,网友,我刚,狂飙,十个,抖音,推送,几天,艾特,学学"
151,"当个,事儿,事办,当件,遇事,当当,您好,干吗,回头,处理,这才,谢谢,真实,一下"
152,"三个,三人,全马,扭曲,作孽,真人,一机,天罡,正常人,员工,服务,个人,损耗,究竟,牛马"
153,"警察,外星人,缉毒,大半夜,上街,杀人,小偷,晚上,追杀,妖魔鬼怪,那集,报复,车道,保护,老实"
154,"严肃,点赞,支持,我点,拥护,没错,已点,领奖,尊敬,点个,幸好,好棒,永远,3000,评论"
155,"名状,当做,严肃,本人,统治,地球,之后,评论,代表,内容,本文,管理,认同,老子,先留"
156,"学会,先会,走路,先得,先学,第一步,其他,一步,首先,飞檐走壁,再学,打好,刚生,犯病,后果"
157,"镜头,语言,斯皮尔伯格,real,艺术,摄影,这块,转场,一块,好强,摄影师,含金量,this,故事,转过"
158,"喷雾,制冷,夏天,降温,快速,喷剂,车里,lpg,往上,足球赛,冷冻,没刷,烷基,喷出来,清凉"
159,"lcu,抱歉,占用,一把,实在,母亲,对不起,一眼,留住,宝贝女儿,办法,资源,不公,大家,饭店"
160,"裆部,裤裆,warning,过热,散热,最热,胯下,凉飕飕,内裤,股骨头,磨出,治疗,冲着,凉凉的,火星子"
161,"高燃,燃在,哪里,燃了,燃起,找出,看燃,自燃,点个,der,激烈,首发,燃烧,不知,那儿"
162,"名状,截图,这边,woc,带路,威震,way,sa,简历,买家,并用,写进,我勒个,亲自,守护"
163,"回去,家里,老人,添乱,爸妈,不够,照顾,陪伴,局部,媳妇,买给,独居,是否,买个,推出"
164,"服务,转移,感情,到来,人类,奴隶,有感情,初衷,仆人,公主,终于,理想,终究,时刻,普遍"
165,"硅基,碳基生物,硅基生物,生命,碳基,拉爆,即将,文明,诞生,way,换过来,完胜,地球,呐喊,大悦"
166,"公里,步行,48,最多,坚持,得动,多公里,50,分钟,跳舞,接力,高中,半个,1000,tmd"
167,"讽刺,遥控,楼主,遥控器,钢铁,对着,保持平衡,客观,准确,戴眼镜,意识,意思,掌机,一天到晚,寻路"
168,"核心,好稳,真稳,力量,好强,异常,稳定,这腰,挺稳,一笔,很稳,哇塞,高端,看吧,心脏"
169,"西瓜,闪开,一会儿,一个个,稀里哗啦,真逗,好癫,噼里啪啦,迷糊,快到,警惕,放松,撒丫子,咋啦,睡着"
170,"没错,原来,据说,这样,放心,深意,确实,鬼鬼祟祟,哦哦哦,道理,别说,因素,真相,这样的话,同意"
171,"大点,脚掌,脚丫子,头重脚轻,太细,太小,站不稳,着地,做个,微软,这脚,形状,基本上,鞋底,180"
172,"演唱会,张杰,杰哥,伴舞,蹦迪,白天,晚上,跳舞,衣服,工作服,裤子,大张伟,同款,两份,张图"
173,"飞吻,翅膀,感谢,停下来,小强,媚粉,机格,卖萌,科普,上海,天使,持续,急救,背个,好家伙"
174,"牛马,终究,电子,人真,抗造,真得,新型,很贵,养马,当了,蛐蛐,低级,核动力,反抗,被迫"
175,"工程师,跟着,坐车,全程,这会儿,载具,说真的,更累,携带,牛人,跑下来,全能,待遇,技术员,版本"
176,"遥控车,区别,赛车,遥控,大赛,玩玩,等于,小学,国家,有轮,四驱车,高级,比赛,事儿,当年"
177,"亦庄,鸵鸟,无人驾驶,前两天,神奇,溜溜,经常,一会儿,红灯,科创,碰见,无人,硅谷,前有,大象"
178,"工程师,钻进去,女性,累死,不管,本意,呈现,女孩子,友好,怀里,狼狈,致敬,活爹,个性,欢迎"
179,"笔记本,电脑,骑车,笔记本电脑,负责,司机,调试,自行车,戴眼镜,操作电脑,拿个,意满离,不轻,支架,替代品"
180,"宇树,公司,10,玉树,摸索,干到,每秒,今晚,偷懒,100,那些,第几名,远远,要死,代码"
181,"过程,一步步,发展,慢慢来,总得,慢慢,人生,实物,开花,时代,有个,只想,阶段性,新生事物,看法"
182,"荣耀,那家,撞车,听说,夺冠,官网,wow,得奖,猎豹,绝尘,散热器,无意,一骑,检索,生怕"
183,"工具,复用,现有,适配,基于,高度,胜任,设施,建筑,结构设计,适应,基础设施,完美,社会,设计"
184,"扭着,没开,胯部,发力,屁股,起身,几遍,扭得,腰部,酸钠,疲劳,关节轴承,关节,扭转,大张伟"
185,"奶嘴,脖子,安抚,胸前,甚至,口水,实在太,营业,满月,胸口,还给,老师,那里,手里,身上"
186,"龟兔,赛跑,龟速,乌龟,妹妹,这儿,既视感,别看,味道,兔子,听说,一段,一套,实力,告诉"
187,"摆臂,双臂,胳膊,甩臂,有助于,摆动,不摆臂,平衡,保持平衡,抱紧,协调,去掉,试一下,跑跑步,那得"
188,"哪家,公司,同一个,配件,厂家,哪个,源代码,一个样,好几,供应商,购买,耻辱,相同,这台,哪些"
189,"机器狗,导盲犬,导盲,遛狗,早就,机动性,俗称,伤人,刷刷,贴近生活,家务,价值,事件,尽快,流浪"
190,"花生米,加点,麻酱,好吃,放点,花生,我要,糖醋,芝麻,美滋滋,别忘了,要加,对对,....,一把"
191,"低血糖,1.8,人扮,疼痛,跑步机,宕机,缓解,解释一下,天赋,我来,看样子,针对,没招,补充,后背"
192,"停下,停下来,站不稳,往后,不稳,重心,虚脱,后会,剧烈运动,那一刻,平稳,老是,形象,站稳,停止"
193,"就业,岗位,三个,it,创造,带动,工作岗位,促进,个人,people,only,简易版,free,the,提供"
194,"摆臂,摆手,摆动,跑步,保持平衡,会动,不摆臂,胳膊,需要,甩臂,可是,耗能,双臂,有何意义,髋关节"
195,"裤子,蓝色,伙计,劲儿,面膜,小蓝,蹦迪,太能,强者,那家伙,差个,文化,同款,员工,行星"
196,"跟着,观光车,跟随,有车,后面,带路,老实,坐在,辆车,大声,稳稳,队伍,一辆车,没人管,舒服"
197,"声音,噪音,挺大,扰民,磨损,不轻,周边,真让人,投诉,动静,减震,静音,难受,好大,降低"
198,"肚子疼,肚子痛,肚子,马桶,镜头,真笑,两分钟,满地,老铁,拉屎,不活,抽搐,眼泪,转过,半夜"
199,"四条,两腿,四足,四个,护驾,腿走路,配三,稳定,稳健,条腿,更好,性质,最少,弄成,上个"
200,"戰場,太阴,徒手,救救,可怕,要死,不吃,景象,魔幻,参赛选手,马桶,无语,搞点,正事,打人"
201,"背着,上班,上下班,想买,能否,姑娘,两分钟,宁可,旅游,呈现,不堵车,能到,不小,就让,上街"
202,"养路费,设置障碍,咋办,不平,堵车,障碍,机动车道,路段,交通,行人,覆盖,上道,翻越,修好,赔钱"
203,"配速,时速,多少,看清,几公里,分配,每秒,高估,连滚带爬,输出,目测,马力,20,堪比,60"
204,"小机器人,奶瓶,奶嘴,冲天,买起,太损,两岁,买到,mini,鼓掌,天才,到达,宝宝,太小,断奶"
205,"头晕,缺氧,缓会,不足,停下,缓缓,多久,电解质,补点,大个,老子,正常,哎哟,一会儿,有点像"
206,"失败,阶段,---,一帧,成就,冰箱,生产,前进,不断,过程,任何事物,优胜劣汰,野蛮,新思路,一年级"
207,"痛苦,累倒,统治,拥护,其他人,感受,恨不得,智械,心疼,永远,帖子,任人宰割,遭受,夺回,饱尝"
208,"小黑,黑人,小黑子,跑得快,辛酸,黑哥,黑皮,啥样,那俩,目测,挺好玩,不错,体育,腿短,最快"
209,"虐待,禁止,未成年,反对,饭碗,报复,严禁,聘用,机人,童工,呼吁,抢饭碗,所有人,组织,儿童"
210,"祖国,繁荣昌盛,中国,国泰民安,生在,骄傲,强大,综合国力,侵略,野蛮,这片,人一,不想,花朵,气质"
211,"下班,点半,早上,上班,五点,赶着,加班,放假,呐喊,vs,中午,员工,小时,罢工,耽误"
212,"摩托,摩托车,电动车,差点,以为,电瓶车,转移,他妈的,生态,作弊,骑着,安装,旁边,吓死,电动"
213,"地形,复杂,平地,适应,山地,悬崖峭壁,搬东西,两年,不太可能,艰难,不全是,两把,加强,考虑,地方"
214,"机器狗,狗形,做成,机器猫,机械,叫做,人形,成为,机器,模拟,物件,为什么,箱子,样式,通常"
215,"液氮,二氧化碳,冷却,缓慢,好象,真会,液化,循环,爆炸,干冰,确定,一套,加个,以为,电影"
216,"云南白药,喷雾剂,神秘,过度,666,原来,能用,膝盖,机器人马拉松,运动,机器人,机器,需要"
217,"wd40,润滑,润滑剂,w40,两瓶,松动,关节,百公里,除锈,作用,短时间,来点,全靠,现代,wd"
218,"本科,研究生,本科生,985,才行,干不了,本科毕业,85,大学,学历,至少,起步,学校,没说,老夫"
219,"厉害,确实,丝滑,了不起,真不错,翻身,很强,相当,百花齐放,可不,好家伙,一个个,质量,人们,真的"
220,"无聊,无趣,你好,到家,真想,没意义,至极,扫兴,人事,真是太,拉屎,有何意义,自然,简直,本身"
221,"t800,800,t1000,菜刀,雏形,那款,压迫感,1000,感情,拉满,既视感,歇菜,很快,高效,看样子"
222,"越野,越野跑,爬山,山地,负重,平路,爬到,拉练,笔直,登山,先跑,山路,花儿,山上,百公里"
223,"家务,卫生,出去,家政,家庭,等不及,2030,饭菜,想要,能为,全方位,出个,期待,关心,bb"
224,"算法,算力,表象,比个,调节,不变,否定,较量,重力,tmd,模仿,融合,堪比,复制,方程式"
225,"波士顿,动力,atlas,当年,讨论,赚钱,发财,开源,年前,之余,商业,好意思,物流,立场,optimus"
226,"翅膀,装个,喷气式,螺旋桨,装上,火箭,机翼,能飞,加上,添加,一百,怎麼,空中,发动机,否则"
227,"三个,跟着,轮流,这三人,唉呀,再加,跑动,多钱,这样的话,下好,三人,人要,一起,高燃,多人"
228,"若楠,像章,章若楠,张若楠,跟章,姿势,一段时间,好像,跑步,一部,小红,可不,奇怪,一模一样,起来"
