Topic,Count,Name,Representation,Representative_Docs
15,122,15_养老_照顾_你老_伺候,"['养老', '照顾', '你老', '伺候', '指望', '保姆', '需要', '防老', '不够', '怎么办']","['你刚出生连饭都不会吃，路都不会走，你父母还能指望你养老？', '我等着它给我养老呢 可别唱衰', '家政和养老，特别是养老很需要']"
16,107,16_摔倒_跌倒_摔了一跤_摔碎,"['摔倒', '跌倒', '摔了一跤', '摔碎', '摔得', '晕倒', '绊倒', '倒地', '摔得东', '骨折']","['那它怎么知道人家摔倒昏迷了呢[石化R]', '我看到了摔倒了碎掉了很多，没拍到！', '摔倒了还撒泼']"
17,96,17_没电_没电换_换电池_缺电,"['没电', '没电换', '换电池', '缺电', '电池', '充电', '换电', '电量', '断电', '费电']","['估计没电了[笑哭R]', '哈哈，真好笑。为电池没电的人鼓掌呢？无价。', '没电了可以换电池，大概是电池没带够吧[doge]']"
18,95,18_奶瓶_有奶_奶嘴_喝奶,"['奶瓶', '有奶', '奶嘴', '喝奶', '喝口奶', '可爱', '奶娃', '还拿个', '有意思', '牛奶']","['还有个举着奶瓶🍼跑的，[捂脸R][捂脸R]', '手拿着奶瓶[偷笑R]', '拿着奶瓶挂着奶嘴好可爱啊']"
19,88,19_机器人_機器_伺候_照顾,"['机器人', '機器', '伺候', '照顾', '以後會', '侍候', '以后', '人工', '修理', '老人']","['一个机器人需要三个人伺候，以后1万台机器人说不好也只要三个人伺候', '以后机器人伺候机器人', '以后会有机器人啦伺候机器人的[偷笑R]']"
20,87,20_凉面_麻酱_拌面_芝麻酱,"['凉面', '麻酱', '拌面', '芝麻酱', '麻辣', '凉皮', '酸辣', '鸡丝', '好吃', '酱油']","['麻酱鸡丝凉面[萌萌哒R]', '凉面我只吃麻酱鸡丝凉面', '凉面要吃麻酱鸡丝的']"
21,86,21_赛车_赛车场_赛事_比赛,"['赛车', '赛车场', '赛事', '比赛', '看赛', '赛道', '观赛', '车是', '大赛', '一辆车']","['你那叫赛车比赛', '那你去看赛车比赛去啊[汗颜R]', '那叫F1赛车🏎️']"
22,83,22_骗钱_投资_补贴_融资,"['骗钱', '投资', '补贴', '融资', '投资人', '国家补贴', '掏钱', '圈钱', '骗补', '补助']","['现在就是吸引关注，争取更多的钱投资，以后能干嘛不知道，但是这也是个方向！', '人控制，都是骗补贴的', '不然怎么有补贴，有岗位。']"
23,81,23_人形_那人型_人型_形状,"['人形', '那人型', '人型', '形状', '人体', '变形', '人类', '还有', '形态', '好丑']","['对，不一定是人形', '因为人形的运动控制最复杂吧，人形能玩明白，其他都在不话下', '玩的是人形，不是人形的也有[捂脸R]']"
24,76,24_比赛_参赛_参赛选手_观赛,"['比赛', '参赛', '参赛选手', '观赛', '这比', '比赛规则', '竞赛', '选手', '参加', '比一比']","['这是比赛呀，哥，真人运动比赛也会有教练员那些啊[笑哭R]', '这个比赛有自主组，也有非自主组[汗颜R]', '你真的好爱这个比赛']"
25,74,25_发动机_本田_日系_奇瑞,"['发动机', '本田', '日系', '奇瑞', '国产', '车有', '比不上', '不差', '马力', '潍柴']","['嗯现在国产发动机也碾压日本', '日本发动机很牛逼，我们开新能源车', '嗯感觉现在国产发动机比日本好']"
26,73,26_发展_现阶段_很快_慢慢来,"['发展', '现阶段', '很快', '慢慢来', '不断', '逐渐', '有个', '慢慢', '往后', '也许']","['这个发展速度，等不了多久', '发展总得有个过程', '既然知道事物的发展有个过程，那么肯定也知道看法的改变也有个过程[笑哭R]']"
27,72,27_轮子_有轮_赛车_賽車,"['轮子', '有轮', '赛车', '賽車', '赛道', '轮胎', '跑得快', '轮滑', '坐轮椅', '一辆车']","['用轮子那是赛车，不是跑步[doge]', '有轮子还叫跑步？那不是赛车？[失望R]', '用轮子那叫赛车，不叫跑步[笑哭R]']"
28,66,28_云南白药_气雾剂_白药_喷雾剂,"['云南白药', '气雾剂', '白药', '喷雾剂', '白藥', '喷雾', '喷剂', '喷药', '神药', '白油']","['云南白药气雾剂[捂脸R]', '云南白药得给代言费啊[捂脸R]', '云南白药气雾剂[doge]']"
29,64,29_荣耀_牌子_华为_厉害,"['荣耀', '牌子', '华为', '厉害', '那个', '王者', '官方', '还有', '本次', '手机']","['这个是荣耀的[暗中观察R]荣耀拿奖的时候宇树的正在玩[暗中观察R]', '此荣耀是彼荣耀吗？', '荣耀机器人是华为荣耀那个荣耀吗？']"
30,59,30_膝盖_膝关节_刚换_换个,"['膝盖', '膝关节', '刚换', '换个', '受损', '膝头', '更换', '磨损', '关节', '不够']","['人家膝盖坏了还能换，咱的坏了不可逆', '你要知道它膝盖伤了可以换，但是人的膝盖不可以[doge]', '坏了就换新的，新膝盖']"
31,57,31_诡异_吓人_恐怖_蛮有意思,"['诡异', '吓人', '恐怖', '蛮有意思', '好笑', '荒诞', '吓死', '詭異', '搞笑', '吓一跳']","['晚上看着有点诡异', '哈哈哈哈哈哈服啦 好诡异', '这很诡异知道吗[呃R]']"
32,53,32_无人驾驶_驾驶_自动_电动汽车,"['无人驾驶', '驾驶', '自动', '电动汽车', '特斯拉', '汽车', '智驾', '开车', '智能', '这话']","['你是说自动驾驶？', '你说的是自动驾驶汽车吗', '那是自动驾驶汽车吧[捂脸R]']"
33,51,33_wd40_wd_40_润滑,"['wd40', 'wd', '40', '润滑', '润滑剂', '润滑液', '润滑脂', '磨损', '一款', '用手']","['WD40，润滑用的', '机器人得用wd40[doge][doge]', 'WD40 当水喷[惊恐R]']"
34,49,34_猝死_猝不死_熬夜_过劳,"['猝死', '猝不死', '熬夜', '过劳', '容易', '危险', '扛不住', '加班', '半身不遂', '通宵']","['更容易猝死了[偷笑R]', '这很容易猝死呀', '就是熬夜+运动容易猝死']"
35,49,35_汽車_汽车_电动汽车_车上,"['汽車', '汽车', '电动汽车', '车上', '玩意', '猜车', '玩意儿', '什么', '电车', '电动车']","['你说的那玩意叫汽车[爆炸R]', '那玩意叫汽车！', '俊熹那是汽车']"
36,47,36_当时_跑得慢_有人_火车,"['当时', '跑得慢', '有人', '火车', '跑不过', '马车', '车是', '第一辆', '没用', '为什么']","['你卖车，所以汽车刚发明的时候跑不过马车，有什么意义', '当年火车刚发明的时候你也这么说[doge]', '火车刚出来还没马车跑得快，现在呢']"
37,47,37_蚊子_苍蝇_蟑螂_虫子,"['蚊子', '苍蝇', '蟑螂', '虫子', '蛆虫', '蜈蚣', '驱蚊', '老鼠', '蜘蛛', '蛆会']","['对  苍蝇  蚊子 老鼠小时候都可爱[笑哭R]', '除了蚊子苍蝇蟑螂[抽泣R]', '蚊子，苍蝇，蛆']"
38,46,38_豆包_豆脚_豆角_豆德,"['豆包', '豆脚', '豆角', '豆德', '可爱', '喜欢', '还有', '小东西', '一个', '超萌']","['豆包一样吧', '豆包她妹妹么', '豆包 豆脚']"
39,44,39_宇树_说宇树_宇树用_参赛,"['宇树', '说宇树', '宇树用', '参赛', '第二名', '比赛', '别人', '这次', '之前', '宇树家']","['100米，宇树无头机器人(62kg),跑了十秒', '这是别人的买了宇树机器的  宇树这次参赛的是黑色的。自主的 。但是摔掺了。。已经开始有人黑了。。我觉得明年更有看头', '那是民间团体和国外团队，他们是买了宇树G2自己调教参赛[笑哭R]宇树官方用的H1']"
40,44,40_孩子_小孩_心疼_家长,"['孩子', '小孩', '心疼', '家长', '儿子', '妈妈', '用心', '长大', '急死了', '付出']","['孩子已经被工作逼疯了[笑哭R]', '所以妈妈更多地会爱孩子', '孩子别听是恶评[doge]']"
41,39,41_无人机_無人機_飞行器_人机,"['无人机', '無人機', '飞行器', '人机', '飞机', '军用', '无线', '能运', '一架', '空中']","['那俄乌战场无人机背的是什么', '送物资能用无人机吗，不是你禁了无人机，无人机就不能用了[偷笑R]', '无人机不行吗？']"
42,39,42_春晚_小品_表演_哈哈哈,"['春晚', '小品', '表演', '哈哈哈', '舞台', '哈哈', '上场', '去年', '今年', '前年']","['毕竟上过春晚', '上过春晚的', '春晚的机器人不是都挺厉害的吗[石化R]']"
43,38,43_原来_真的_真是_的确,"['原来', '真的', '真是', '的确', '没错', '确实', '如此', '好像', '这样', '正确']","['哦，原来是这样啊，我还以为没一个中用的', '原来是这样[捂脸R]', '原来是这样[萌萌哒R]']"
44,38,44_哈哈哈哈_哈哈哈_哈哈_哈哈笑,"['哈哈哈哈', '哈哈哈', '哈哈', '哈哈笑', '好笑', '好好笑', '坐在', '搞笑', '坐下', '地上']","['哈哈哈哈哈哈哈哈哈哈哈哈，怎么还有一个坐在地上的[暗中观察R][暗中观察R][暗中观察R]', '哈哈哈哈哈哈哈哈哈哈你坐在地上干嘛', '哈哈哈哈哈哈哈哈那个坐地上的也太好笑了']"
45,33,45_没意义_有意义_活着_无聊,"['没意义', '有意义', '活着', '无聊', '没什么', '活在', '没活', '无趣', '抑郁', '人生']","['本来就没有什么鸟意义', '人生不需要意义', '人生正能量越多越不会问这什么意义那什么意义。嗯，祝开心点，世界上很多事情不需要意义的']"
46,33,46_人形机器人_机器人_机器人马拉松_人形,"['人形机器人', '机器人', '机器人马拉松', '人形', '比赛', '因为', '为什么', '为啥', '人型', '这次']","['因为这是人形机器人比赛', '因为这是人形机器人比赛，你说的那是赛车比赛', '因为这个比赛就是人形机器人比赛']"
47,32,47_防晒霜_防晒_喷雾_晒黑,"['防晒霜', '防晒', '喷雾', '晒黑', '防蚊', '面霜', '用防', '美白', '紫外线', '花露水']","['防晒喷雾[okR]', '防晒喷雾[捂脸R]', '防晒喷雾[暗中观察R]']"
48,31,48_多少钱_价格_多万_万左右,"['多少钱', '价格', '多万', '万左右', '值钱', '买个', '成本', '买得起', '太贵', '说值']","['发一条多少钱？我也想赚', '你想想它多少钱你多少钱[doge]', '想买，多少钱']"
49,31,49_外卖_配送_快递_机器人,"['外卖', '配送', '快递', '机器人', '人工', '送回', '照顾', '小哥', '人员', '以後會']","['会不会能替代外卖小哥送外卖快递[偷笑R]', '以后给你送快递外卖的就是他了', '以后机器人送外卖了']"
