Topic,Count,Name,Representation,Representative_Docs
9,87,9_要花生米_大湾鸡_飞吻r_皱眉r,"['要花生米', '大湾鸡', '飞吻r', '皱眉r', '萌萌哒r', '椒麻鸡丝拌面也好吃', '椒麻的再加点糖醋', '麻酱里面可别忘了再加点花生酱', '有鸡冠', '放点麻酱']","['要花生米！要花生米！', '大湾鸡！你小子怎么也去了[嘻嘻R]', '太可爱了，大湾鸡[飞吻R][飞吻R][飞吻R]']"
10,66,10_云南白药_云南白药气雾剂_云南白药喷雾_防止跌打损伤,"['云南白药', '云南白药气雾剂', '云南白药喷雾', '防止跌打损伤', 'doge', '防止跌打损伤的', '是云南白药气雾剂', '机器人也腿疼', '抽筋啦', '我看球员都踢']","['云南白药。加的运动饮料', '云南白药，喷上去凉凉的[doge]', '云南白药，怕机器人膝盖疼[doge]']"
11,59,11_没事_钛合金膝盖_没事他膝盖钢做的_没有恢复期,"['没事', '钛合金膝盖', '没事他膝盖钢做的', '没有恢复期', '无所畏了', '所以膝盖疼不能怪跑姿', '新膝盖', '我铁的膝盖', '换个人造膝盖', '我的换膝手术很便宜']","['没事 他们做手术方便 换个膝盖就行了', '没事 人家一小时就能换好一个全新的膝盖，没有恢复期', '没事，赛后按摩，针灸，拔罐我都安排好了[偷笑R]']"
12,51,12_wd40_降温的_wd40吧_只能通过反复喷涂wd40防止干燥,"['wd40', '降温的', 'wd40吧', '只能通过反复喷涂wd40防止干燥', '降温', '这种电机打油是拆开了换润滑脂', '还有某些重机枪带的工具箱里面', '没见过这一款', '这不干冰吗', '机械灵丹妙药']","['WD40 当水喷[惊恐R]', 'wd40，给缝隙处除锈除污的[笑哭R]', '感觉像轴承润滑的，因该是 wd40']"
13,49,13_更容易猝死了_熬夜_很容易猝死_完了,"['更容易猝死了', '熬夜', '很容易猝死', '完了', '大笑r', '捂脸r', '更容易猝si', '然后增加猝死概率', '高强度运动', '猝死double']","['更容易猝死了', '更容易猝死了[偷笑R]', '更容易猝死了[捂脸R]']"
14,47,14_蚊子_苍蝇_蟑螂_毛毛虫的幼虫,"['蚊子', '苍蝇', '蟑螂', '毛毛虫的幼虫', '水蛭呢', '无恶意', '我这ip也有很多蟑螂宝宝', '所以是蛆是苍蝇都讨厌', '杰瑞', '驱蚊的作用']","['小强，杰瑞，蚊子，苍蝇……[doge]', '对  苍蝇  蚊子 老鼠小时候都可爱[笑哭R]', '蚊子，苍蝇，蛆']"
15,46,15_豆包_我现在跟豆包说话都賊礼貌_看见豆脚没_看到了一个长脚豆包的作者发了一个视频,"['豆包', '我现在跟豆包说话都賊礼貌', '看见豆脚没', '看到了一个长脚豆包的作者发了一个视频', '还有初音的壳', '疑似猪圈', '我酷姐怎么变成这样了', '还是豆包那个吓人', '我的豆包才是真的', '疑似豆包小号']","['好吓人啊[笑哭R][笑哭R][笑哭R]这是豆包吗？还不如整个红豆包顶着算了', '底特律：豆包', '豆包 豆脚']"
16,39,16_捂脸r_正常的反应是当看乐子_看着有乐趣的东西_更应该会看到背后的技术,"['捂脸r', '正常的反应是当看乐子', '看着有乐趣的东西', '更应该会看到背后的技术', '需要工程师抱下来', '机器人直接原地跪倒', '机器人走路还费劲呢', '某年他又想起来春晚扭秧歌的画面', '根据现场情况做出反应', '每一个机器人都是经历过无数次摔倒']","['春晚那个也需要提前编程的。我那会儿看到一个视频，上一分钟还在疯狂跳舞，下一分钟下不了舞台的台阶，需要工程师抱下来[笑哭R][笑哭R][笑哭R]', '春晚的机器人上场也一样！这次机器人半马，每一个机器人都是经历过无数次摔倒，包括第一名冠军也是，距离终点10多米再次摔倒，一群人抬担架过去，把它立起来，没摔碎，重新调整一下，还能跑，拿了冠军！。      说白就看谁家的结实耐摔，谁家工作人员及时上去为机器人服务（降温，润滑，扶起来）到位！', '没事，这玩意儿进步很快的，前两年还得靠人扶着走得歪歪扭扭，现在能跑马拉松了，前年春晚只会转手帕，还得靠人扶着进场，去年春晚已经可以表演空中转圈的武术，进步速度很牛了。我很期待机器人养老，比雇人靠谱[doge]']"
17,32,17_防晒喷雾_防晒_防蚊喷雾_暗中观察r,"['防晒喷雾', '防晒', '防蚊喷雾', '暗中观察r', '这肤色倒也不用防了', '防狼噴霧劑', '防嗮喷雾', '都黑成碳了', '这颜色还要防晒', '这题我知道']","['防晒喷雾', '防晒喷雾[暗中观察R]', '防晒喷雾[doge]']"
18,31,18_机器人把餐食打翻了平台得赔钱_机器人送外卖_有做快餐外卖的用机器人做炒饭了_所以才有四肢,"['机器人把餐食打翻了平台得赔钱', '机器人送外卖', '有做快餐外卖的用机器人做炒饭了', '所以才有四肢', '所以价格很高', '新时代外卖员', '里面餐品放在重力仪上', '机器人外卖员跟机器人门卫打起来了', '送外卖的被机器人取代的话', '送外卖这个行业注定是要消失']","['机器人送外卖 快递 照顾老人', '不太可能 外卖这块还是无人机靠谱 这种机器人基本都是军事或者家政领域使用 因为要和人接触 所以才有四肢[偷笑R]', '机器人多贵！机器人被车撞了你得重新买一个，外卖员被车撞了就赖给外卖员自己不遵守交通规则0成本的[doge][doge][doge]机器人把餐食打翻了平台得赔钱，外卖员打翻了自己垫着[doge][doge][doge]你是老板你选择机器人还是外卖员，就这么说就国内的人力成本除了没有厂里，不然机器人暂时还替代不了人力']"
