Topic,Count,Name,Representation,Representative_Docs
9,350,9_可爱_好萌_太萌_小可爱,"['可爱', '好萌', '太萌', '小可爱', '喜欢', '小小的', '看起来', '这小', '萌萌', '可怜']","['有点可爱是怎么回事儿呢', '可爱到要命', '👇这个二娃可爱☺[笑哭了R]']"
10,343,10_比赛_参赛_这比_大赛,"['比赛', '参赛', '这比', '大赛', '观赛', '赛制', '参赛选手', '赛前', '有意义', '有意思']","['哈哈哈，不专心比赛哦[偷笑R][偷笑R]', '比不比赛了还[笑哭R]哈哈哈哈光饭撒了', '这是比谁的尸块多比赛[笑哭R]']"
11,328,11_去年_今年_昨年_前年,"['去年', '今年', '昨年', '前年', '第二年', '飞速发展', '跑的快', '一年', '进步', '之前']","['去年嫌它慢，今年它们嫌我慢。', '比去年可进步多了', '哈哈哈哈哈哈哈去年也是这么说的，去年也很拉胯，一年了没有丝毫进步']"
12,296,12_电池_电池容量_续航_电量,"['电池', '电池容量', '续航', '电量', '换电池', '充电', '有电', '费电', '电压', '没电']","['比的是电池续航吧[捂脸R]', '比电池续航吗？', '比电池续航呗[捂脸R]']"
13,233,13_120_救人_救活_得救,"['120', '救人', '救活', '得救', '急救', '救治', '有人', '救护', '救护车', '救援']","['120多了一个机器人部[捂脸R]', '机器人也要120救啊[笑哭R]', '为什么会有120的救护车？哈哈哈哈哈[捂脸R]']"
14,212,14_奶瓶_有奶_喝奶_喝口奶,"['奶瓶', '有奶', '喝奶', '喝口奶', '我奶', '奶嘴', '吃奶', '可爱', '还拿个', '小可爱']","['不是怎么还有拿着奶瓶的小土豆', '还有个举着奶瓶🍼跑的，[捂脸R][捂脸R]', '笑死了小个儿的还拿个奶瓶[笑哭R]']"
15,203,15_理解_看不懂_了解_解答,"['理解', '看不懂', '了解', '解答', '解释', '明白', '不当', '认识', '道理', '看过']","['可能不需要你理解[笑哭R]', '哎呦plq说不理解的你就不理解着吧也别理解了理解不了的，你老了我卖你保健品一卖一个准', '理解不了']"
16,198,16_ai_人工智能_智能_具身智能,"['ai', '人工智能', '智能', '具身智能', '大脑', '哪个', '识别', '数据', '掌握', '生成']","['哈哈哈哈哈哈哈哈，AI易碎品[doge]', 'ai太强大了', '转ai（指正）']"
17,190,17_鞋子_穿鞋_太大_太重,"['鞋子', '穿鞋', '太大', '太重', '挺大', '这大', '运动鞋', '双鞋', '没穿', '脚上']","['孩子鞋子太大了[皱眉R]', '谁给孩子穿那么大的鞋子[失望R][失望R]', '給孩子換雙輕便一點的鞋子吧[捂脸R]']"
18,188,18_外卖_送餐_配送_机器人,"['外卖', '送餐', '配送', '机器人', '这送', '美团', '人工', '快递', '以後會', '很快']","['以后机器人送外卖了', '以后送外卖就机器人跑着来', '送外卖快，还带声响的']"
19,188,19_养老_照顾_买个_你老,"['养老', '照顾', '买个', '你老', '不够', '老人', '能干', '伺候', '离不开', '我要']","['这样我还怎么养老', '还能给我养老吗？我47了', '我等着它给我养老呢 可别唱衰']"
20,184,20_马拉松_跑步_赛跑_有人,"['马拉松', '跑步', '赛跑', '有人', '这次', '比赛', '运动', '锻炼身体', '参加', '中途']","['狗屁马拉松松，这不是跑！这是走！', '马拉松自古以来就不是娱乐节目吧', '马拉松都有这个，记时用的']"
21,149,21_荣耀_华为_牌子_第一名,"['荣耀', '华为', '牌子', '第一名', '第一', '一款', '官方', '厉害', '手机', '擅长']","['荣耀赞赞的', '荣耀有点波里波气的', '此荣耀是彼荣耀吗？']"
22,146,22_短腿_腿短_这腿_小腿,"['短腿', '腿短', '这腿', '小腿', '这小', '太短', '长腿', '小脚', '短手', '小个子']","['小短腿倒腾的……', '这小短腿其实倒腾挺快的[笑哭R][笑哭R]', '这小短腿，紧着倒腾']"
23,146,23_还跟着_跟着_有人_跑动,"['还跟着', '跟着', '有人', '跑动', '人要', '乱跑', '人多', '跑跑步', '赶上', '背着']","['人也跟着跑', '人为啥跟着跑', '人也是要跟着跑[偷笑R]']"
24,145,24_有何意义_意义_有意义_意思,"['有何意义', '意义', '有意义', '意思', '没意义', '实际意义', '玩意', '毫无意义', '有人', '为什么']","['我觉得以后人的意义是什么[笑哭R]', '扛个rpg意义不就来了[doge]', '不是外国货，这么做意义是什么？[doge]']"
25,131,25_骗钱_炒股_圈钱_股票,"['骗钱', '炒股', '圈钱', '股票', '股价', '股民', '掏钱', '投资', '投机', '炒作']","['扑的和我的股票一样', '骗补贴骗投资', '别人买的股票 自选的股票 我买的股票']"
26,129,26_解说_解说词_好笑_精彩,"['解说', '解说词', '好笑', '精彩', '好玩', '有趣', '有意思', '搞笑', '了解', '拆解']","['解说很赞', '解说➕鸡腿', '解说精辟']"
27,124,27_低血糖_头晕_晕倒_站不稳,"['低血糖', '头晕', '晕倒', '站不稳', '晕厥', '迷糊', '喝点', '缺氧', '低电压', '糖水']","['039也低血糖', '66号低血糖了', '有点低血糖，站不太稳']"
28,103,28_春晚_小品_差远了_表演,"['春晚', '小品', '差远了', '表演', '这场', '舞台', '这波', '这不比', '机器人', '那批']","['春晚里的也不是这熊样啊！', '春晚那小子来了么？', '怎么和春晚的机器人判若两人？']"
29,103,29_抬担架_担架_担架队_架子,"['抬担架', '担架', '担架队', '架子', '抬着', '还拿个', '放在', '带上', '抬走', '举着']","['还有人拿担架[doge]', '太人性化了，还有担架[笑哭R][笑哭R]', '还拿担架，不应该使个筐吗[笑哭R]']"
30,100,30_小黑_黑黑_小黑子_黢黑,"['小黑', '黑黑', '小黑子', '黢黑', '黑皮', '黑色', '黑成', '挺好玩', '黑衣', '小小的']","['这小黑跑姿挺好的', '嘿嘿嘿，小黑真酷', '小黑孩儿还是可以啊']"
