topic_id,sample_rank,sample_source,comment_id,帖子id,comment_level,like_count,reply_count,robot_status,human_role,content
3,7,cross_post,69df65b0000000001400b720,69df625d0000000021005c63,1,19.0,5.0,失败,观众,是不是得先解决摔倒了不把自己搞得支离破碎[笑哭R]
3,8,random,69e4e6c0000000001401dc1d,69e42cc100000000220001ad,1,1.0,0.0,弱势,观众,每一步都在把自己绊倒的边缘
3,9,random,69e30e38000000001401981d,69e2583b00000000230211ea,1,0.0,0.0,失败,抢救者,这下“摔死了”[笑哭R]
3,10,random,69e804360000000014019802,69e2583b00000000230211ea,1,0.0,0.0,失败,抢救者,东一块西一块
4,1,top_like,69e48c45000000001401e034,69e447d2000000001d01aa01,1,2025.0,41.0,强势,服务者,怪不得程序员不要35以上的[捂脸R]
4,2,top_like,69e44e85000000001401a404,69e447d2000000001d01aa01,1,1848.0,53.0,强势,服务者,三公里就得换一个程序员
4,3,top_like,69dafb65000000001500583a,69da7e87000000001a03484e,1,80.0,6.0,强势,观众,今年不用选体能好的程序员跟跑了，因为体能再好都跟不上了
4,4,cross_post,69e442b50000000014019c22,69e43a5a000000001d01dcc7,1,20.0,0.0,常态,观众,程序猿有有趣的灵魂[派对R]
4,5,cross_post,69e4547b000000001401a807,69e44fbf000000001e00cc6a,1,17.0,0.0,强势,服务者,全能工程师：熬最深的夜，顶着最高的脑门，跑得像风一样快
4,6,cross_post,69e4f739000000001401a00a,69e42cc100000000220001ad,1,13.0,2.0,弱势,观众,可能因为他的程序员跑不动[笑哭R]所以就跑的很慢
4,7,cross_post,69e5fb4b000000001401d832,69e481e8000000002003ad94,1,9.0,3.0,强势,服务者,所以程序员之类的也得跟着跑……？[黄金薯R]
4,8,random,69e4715e0000000014019420,69e447d2000000001d01aa01,1,20.0,2.0,强势,服务者,火化那天，突然在他耳边说他写的代码出bug了，他能活过来
4,9,random,69e45fa8000000001401c407,69e447d2000000001d01aa01,1,2.0,0.0,强势,服务者,解决了程序员久坐、缺乏运动的问题
4,10,random,69e6b4c60000000014019c0d,69e481e8000000002003ad94,1,0.0,0.0,强势,服务者,以后找程序员要搞体测
5,1,top_like,69e4f103000000001401e018,69e4c771000000002102c3fc,1,545.0,0.0,常态,服务者,时隔一年进步就这么大，为祖国骄傲
5,2,top_like,69e5f0f90000000014019420,69e45dbe000000001f00434f,1,251.0,6.0,强势,观众,去年都还在连滚带爬，今年已经从从容容了[彩虹R][彩虹R][赞R][赞R]
5,3,top_like,69e4a2d0000000001401ac06,69e48d54000000002102e178,1,74.0,2.0,弱势,保护者,相信他们会把它们“养”好的，感觉今年脚底下利索点了
5,4,cross_post,69dafb8f0000000016014fbc,69da7e87000000001a03484e,1,69.0,31.0,强势,观众,比起昨年，肉眼可见的进步
5,5,cross_post,69df9c990000000002036314,69df625d0000000021005c63,1,26.0,12.0,失败,观众,怎么比去年还退化？
5,6,cross_post,69e634c9000000001401d817,69e481e8000000002003ad94,1,16.0,3.0,强势,服务者,去年他还需要人扶，今年都能跑马拉松了[赞R]
5,7,cross_post,69e74726000000001401d407,69e59e520000000022027a90,1,3.0,0.0,弱势,观众,一年后再看吧，这些家伙就能跨栏了
5,8,random,69dbb220000000003500b06a,69da7e87000000001a03484e,1,0.0,0.0,强势,观众,进步太大了，[点赞R]，去年还跌跌撞撞，今年飞毛腿了。
5,9,random,69df9d27000000001500a0d6,69df625d0000000021005c63,1,0.0,0.0,失败,观众,一年，才一年，咱们的进步太大了，再过几年你还存在吗？
5,10,random,69db3d43000000000d03c2ec,69da7e87000000001a03484e,1,0.0,0.0,强势,观众,比去年强太多了
6,1,top_like,69e4da0f000000001401d820,69e4b08d000000001d01c1bc,1,1807.0,66.0,混合,观众,emm……马拉松的意义不是锻炼身体和耐力么，机器人真的需要这个吗
6,2,top_like,69e4779b000000001401c823,69e41e24000000001a025f1a,1,188.0,5.0,失败,观众,机器人马拉松会不会影响真人跑者的成绩啊，感觉大家都忍不住看哈哈哈
6,3,top_like,69e4636b0000000014018824,69e447d2000000001d01aa01,1,99.0,80.0,强势,服务者,机器人跑马拉松是何用处呢（纯好奇）
6,4,cross_post,69ef404c000000002b003d6a,69e48b0b000000001a02578c,1,89.0,8.0,失败,服务者,不懂机器人跑马拉松的意义在哪[捂脸R]
6,5,cross_post,69e4e3310000000014018809,69e44278000000001a0217bb,1,54.0,2.0,强势,被超越者,“多年以后，面对机器人，人类回想起了它在马拉松超过自己的瞬间”
6,6,cross_post,69e47cf3000000001401dc01,69e4412a000000002103883f,1,26.0,1.0,强势,观众,刚想说为什么不做有轮子的机器人的跑步比赛，后来想到那他妈叫新能源车[捂脸R]
6,7,cross_post,69e57c66000000001401e818,69e481e8000000002003ad94,1,16.0,47.0,强势,服务者,我不懂，机器人参加马拉松，和吃饱了没事干哪个含金量更高？
6,8,random,69db0f6f0000000001005ab0,69da7e87000000001a03484e,1,0.0,0.0,强势,观众,干啥啊？以后出个机器人马拉松战队呗
6,9,random,69db54ff0000000015006d85,69da7e87000000001a03484e,1,1.0,0.0,强势,观众,太好了，以后机器人可以代替人跑马拉松了[汗颜R]
6,10,random,69db36bf000000003500c4e0,69da7e87000000001a03484e,1,0.0,0.0,强势,观众,我能明白 可能是要测试机器人之类的 但咱们为啥要在大马路上学人类跑马拉松 还大晚上 很诡异[呃R][呃R][呃R]
7,1,top_like,69e4c0ce000000001401980e,69e4551e000000001f005895,1,93.0,7.0,强势,被超越者,这玩意加个强化外壳，装上遥控炸药，想拦住不太容易呀[笑哭R]
7,2,top_like,69db12970000000035018b53,69da7e87000000001a03484e,1,54.0,19.0,强势,观众,这nb了 这要是上战场了…
7,3,top_like,69e49b9f0000000014019c07,69e481e8000000002003ad94,1,21.0,4.0,强势,服务者,确实可以上战场了，人员配齐就行
7,4,cross_post,69e480d7000000001401e02e,69e44278000000001a0217bb,1,18.0,18.0,强势,被超越者,如果战场上，他拿个枪，就是个大麻烦
7,5,cross_post,69e63d97000000001401d435,69e59e520000000022027a90,1,13.0,4.0,弱势,观众,希望以后追杀我的都是这些型号[doge]
7,6,cross_post,69e96bc9000000001401cc07,69e46032000000001f002048,1,9.0,0.0,常态,保护者,别开枪，智械老爷！这个问题我充分认同啊！
7,7,cross_post,69e4d854000000001401e80e,69e4b08d000000001d01c1bc,1,3.0,0.0,混合,观众,这要是绑了个炸弹[doge]设定目标，冲向敌方堡垒
7,8,random,69e58493000000001401a416,69e42cc100000000220001ad,1,0.0,0.0,弱势,观众,太阳当空照，花儿对我笑。                                    小鸟说早早早，你为什么背着炸药包。                 我要炸学校，老师不知道。                                     一点火我就跑，老师学校全都不见了。                  [害羞R][害羞R][害羞R]
7,9,random,69e585d2000000001401c40c,69e481e8000000002003ad94,1,0.0,0.0,强势,服务者,谁要看这玩意，我要的是机械军团抱着步枪像敌军阵地三三制冲锋[偷笑R]
7,10,random,69e4ef72000000001401b801,69e42cc100000000220001ad,1,0.0,0.0,弱势,观众,我去炸学校，天天不迟到
8,1,top_like,69e63bbc000000001401982e,69e59e520000000022027a90,1,77.0,3.0,弱势,观众,休息的时候好好笑
8,2,top_like,69e5949f000000001401a402,69e47f8f000000001f007203,1,31.0,3.0,混合,观众,莫名好笑，一群高智聚集在一起苦思冥想制造出了以上…哈哈
8,3,top_like,69dfaa1d0000000002035b98,69df625d0000000021005c63,1,30.0,2.0,失败,观众,我先收藏起来心情不好的时候可以再看一遍
8,4,cross_post,69dc94e1000000003502fbee,69db34bb000000001a0348ae,1,28.0,0.0,失败,抢救者,好荒诞的场面[笑哭R][笑哭R]
8,5,cross_post,69e47f86000000001401b837,69e4426b000000001d01c7ed,1,9.0,3.0,混合,观众,我看这个视频笑得流眼泪妈呀
8,6,cross_post,69e45e8e000000001401e436,69e447d2000000001d01aa01,1,5.0,0.0,强势,服务者,这真的很搞笑啊救命
8,7,cross_post,69ed984c000000002800988c,69e481e8000000002003ad94,1,4.0,2.0,强势,服务者,最大的笑话
8,8,random,69e650fb000000001401dc21,69e59e520000000022027a90,1,0.0,0.0,弱势,观众,[大笑R]来个正常的看看行么
8,9,random,69e30221000000001401b811,69e2583b00000000230211ea,1,0.0,0.0,失败,抢救者,好笑不好笑？？？就这玩意儿还能拿出来显摆，丢不丢脸！
8,10,random,69e72388000000001401b83b,69e59e520000000022027a90,1,0.0,0.0,弱势,观众,哈哈哈，太搞笑了。拉屎那个
9,1,top_like,69e48d160000000014018c1b,69e4551e000000001f005895,1,2825.0,153.0,强势,被超越者,这玩意只要有电，能跑死你们人类
9,2,top_like,69e47395000000001401e037,69e4551e000000001f005895,1,36.0,1.0,强势,被超越者,喘气儿的跑不过烧电的！
9,3,top_like,69eb618f0000000029027c14,69e47f8f000000001f007203,1,34.0,0.0,混合,观众,青海湖电池也是用在闪电身上了
9,4,cross_post,69eb54d0000000002803e2d9,69e463df000000001b003017,1,33.0,1.0,强势,服务者,你们说闪电和win会不会电池是一样的[旺柴]
9,5,cross_post,69e4a28f000000001401d81f,69e481e8000000002003ad94,1,14.0,13.0,强势,服务者,所以那位拿着电池的要一直跟着它跑吗[笑哭R]
9,6,cross_post,69e55856000000001401d400,69e42cc100000000220001ad,1,14.0,2.0,弱势,观众,笑死我了，这个小的没电了待机了大的过来看了一会鼓掌了[捂脸R]
9,7,cross_post,69e465a8000000001401bc3d,69e4426b000000001d01c7ed,1,5.0,0.0,混合,观众,小巧负担小，电池耐用。
9,8,random,69e46323000000001401a815,69e43b14000000001a02e095,1,0.0,0.0,弱势,服务者,我还以为跑着跑着没电了[笑哭了R]
9,9,random,69e48f69000000001401a015,69e481e8000000002003ad94,1,0.0,0.0,强势,服务者,我就说嘛 现有电池怎么可能跑完21公里
9,10,random,69e82c40000000001401c418,69e47f8f000000001f007203,1,1.0,0.0,混合,观众,干嘛扣我们唔西迪西的电池[泪崩R][泪崩R][泪崩R]
10,1,top_like,69e4a791000000001401cc1d,69e481e8000000002003ad94,1,40.0,4.0,强势,服务者,他们仨也要跟着跑马拉松吗[呃R]
10,2,top_like,69e49b82000000001401cc22,69e481e8000000002003ad94,1,10.0,3.0,强势,服务者,它一个跑马拉松  仨人跟着跑  [笑哭R]
10,3,top_like,69e48cd3000000001401cc26,69e447d2000000001d01aa01,1,8.0,3.0,强势,服务者,这和追着一辆车跑没啥区别
10,4,cross_post,69e5b3d3000000001401ac00,69e5a09a000000002103ba03,1,7.0,0.0,常态,观众,后台操作员按错了？[doge]
10,5,cross_post,69e482aa000000001401c815,69e41e24000000001a025f1a,1,5.0,0.0,失败,观众,哈哈哈哈哈旁边那些跑步的人，毫无PB的欲望，全是对看热闹的渴望
10,6,cross_post,69db00d20000000035012eb7,69da7e87000000001a03484e,1,4.0,3.0,强势,观众,它能背着人跑吗
10,7,cross_post,69e459d20000000014019c28,69e4412a000000002103883f,1,2.0,3.0,强势,观众,旁边那个赛道是陪跑？
10,8,random,69e5a982000000001401c815,69e481e8000000002003ad94,1,0.0,0.0,强势,服务者,本来一个人跑就够了，这下好了，投那么多钱还要再加三人跑
10,9,random,69e5827c000000001401ac10,69e481e8000000002003ad94,1,0.0,0.0,强势,服务者,我想问一下它还得3个人跟着，那3个人是不是更厉害[笑哭R]（跑的更厉害，还操控又操心）
10,10,random,69e5f5d8000000001401a822,69e481e8000000002003ad94,1,0.0,0.0,强势,服务者,人也要跟着跑啊[笑哭R]
11,1,top_like,69e46d59000000001401c42a,69e4426b000000001d01c7ed,1,1250.0,27.0,混合,观众,果然什么东西小了都可爱[喝奶茶R]
11,2,top_like,69e5fc55000000001401c02e,69e59e520000000022027a90,1,380.0,25.0,弱势,观众,我就喜欢这个小蚂蚁
11,3,top_like,69e5ea50000000001401d834,69e46730000000001d0199c8,1,96.0,4.0,强势,观众,可是我觉得它们好可爱啊
11,4,cross_post,69e4321e000000001401a01a,69e40352000000002102fc75,1,29.0,11.0,常态,服务者,说个题外话，刚刚在某儿童管楼梯下看到的一幕，觉得他们像哈利波特一样窝那怪可怜的[笑哭R]
11,5,cross_post,69e445a70000000014019003,69e43b14000000001a02e095,1,20.0,9.0,弱势,服务者,这个是长得最可爱的
11,6,cross_post,69e47d38000000001401c423,69e4412a000000002103883f,1,10.0,6.0,强势,观众,怎么还有带游泳圈的哈哈哈好可爱[萌萌哒R]
11,7,cross_post,69db0389000000000d037dee,69da7e87000000001a03484e,1,4.0,1.0,强势,观众,每一个都是咔哒咔哒的就过去了 甚至感觉到了一丝可爱
11,8,random,69e5e1be000000001401a808,69e463df000000001b003017,1,0.0,0.0,强势,服务者,为什么会觉得可爱[笑哭R][笑哭R][笑哭R][笑哭R]
11,9,random,69e7085f000000001401e41c,69e59e520000000022027a90,1,0.0,0.0,弱势,观众,居然觉得他们好可爱，跟小狗一样
11,10,random,69e4e633000000001401e00d,69e42cc100000000220001ad,1,0.0,0.0,弱势,观众,我最喜欢这个扎小辫的
12,1,top_like,69e44434000000001401e816,69e429b4000000001b00037a,1,263.0,9.0,常态,观众,哈哈哈，白天比赛把丝巾当领巾规矩佩戴，晚上演出再挂腰上秒变酷guy[得意]
12,2,top_like,69e4c202000000001401e839,69e48d54000000002102e178,1,238.0,1.0,弱势,保护者,这个就跟送自家孩子参加比赛一样 失败了就下次努力
12,3,top_like,69e47b77000000001401b001,69e429b4000000001b00037a,1,73.0,3.0,常态,观众,这属于干扰运动员比赛了[笑哭R]
12,4,cross_post,69e4ad22000000001401b002,69e48341000000001a02d0c4,1,38.0,7.0,强势,观众,如果是美国的比赛我真的会怕，想当年波士顿动力的视频把我心打的凉凉的，幸好这是中国的
12,5,cross_post,69e4709e000000001401cc3b,69e4551e000000001f005895,1,35.0,1.0,强势,被超越者,分开比赛是有原因的
12,6,cross_post,69e5be20000000001401dc06,69e5a09a000000002103ba03,1,30.0,2.0,常态,观众,一看就是不正经的赛手[doge]
12,7,cross_post,69e4765f000000001401c00b,69e40352000000002102fc75,1,19.0,3.0,常态,服务者,是赛前集体上会儿吊嘛[捂脸R]
12,8,random,69e4452c000000001401e814,69e429b4000000001b00037a,1,2.0,0.0,常态,观众,宠粉比比赛重要，很有豆德
12,9,random,69e4f0f8000000001401b820,69e45dbe000000001f00434f,1,0.0,0.0,强势,观众,格斗比赛来一个
12,10,random,69e6f4250000000014018c1d,69e463df000000001b003017,1,0.0,0.0,强势,服务者,冠军说词儿啊！声带落家里了？
13,1,top_like,69e72520000000001401e42b,69e6f2bc0000000023005345,1,3237.0,22.0,弱势,观众,下次给娃买双会闪光会叫叫的鞋
13,2,top_like,69e46ede000000001401dc33,69e42cc100000000220001ad,1,19.0,2.0,弱势,观众,都怪鞋太重，腿太短，孩子本身没问题
13,3,top_like,69e5b425000000001401dc2c,69e47f8f000000001f007203,1,12.0,3.0,混合,观众,扁平足就是有力气
13,4,cross_post,69e73e42000000001401c02d,69e634590000000022003bb5,1,11.0,4.0,常态,观众,老师！我有问题，这个鞋子是必须的吗，用来减震之类的，还是只是广告位，其实不需要这个鞋子[萌萌哒R][萌萌哒R][萌萌哒R]
13,5,cross_post,69e4809d000000001401bc26,69e4426b000000001d01c7ed,1,8.0,1.0,混合,观众,爷爷没穿足力健
13,6,cross_post,69e459b9000000001401900d,69e43a5a000000001d01dcc7,1,4.0,5.0,常态,观众,鞋子啥牌子的[偷笑R]
13,7,cross_post,69dafd7a0000000016016958,69da7e87000000001a03484e,1,2.0,0.0,强势,观众,看见一个穿跑鞋的，光脚跑太费脚了吧[偷笑R]
13,8,random,69dae84700000000020299f9,69da7e87000000001a03484e,1,0.0,0.0,强势,观众,配一双安踏 是不是缓震好一些
13,9,random,69e49fd6000000001401b020,69e481e8000000002003ad94,1,0.0,0.0,强势,服务者,为啥不给穿个胶鞋，有弹力
13,10,random,69e6fa28000000001401980e,69e42cc100000000220001ad,1,0.0,0.0,弱势,观众,小孩偷穿大人鞋子🤣
14,1,top_like,69daeb6f0000000001006d56,69da7e87000000001a03484e,1,53.0,2.0,强势,观众,他们应该一人被一个送餐箱去送餐看谁快[doge]
14,2,top_like,69db5886000000001500067e,69da7e87000000001a03484e,1,21.0,2.0,强势,观众,这玩意不能送外卖吧，这不得把我可乐都晃成糖水了[笑哭了R]
14,3,top_like,69daee220000000015008cbc,69da7e87000000001a03484e,1,20.0,11.0,强势,观众,哈哈哈，外卖小哥表示有压力[失望R]
14,4,cross_post,69e59437000000001401b81c,69e481e8000000002003ad94,1,8.0,10.0,强势,服务者,这玩意未来取代外卖跑腿，那不是迟早的事[捂脸R]，太强了
14,5,cross_post,69e4a06b000000001401cc43,69e447d2000000001d01aa01,1,2.0,0.0,强势,服务者,让机器人送外卖  能实现从锅边儿到桌边儿的最短时间
14,6,cross_post,69e500540000000014018808,69e4412a000000002103883f,1,2.0,0.0,强势,观众,未来外卖小哥可以背替代了
14,7,cross_post,69e62bcb000000001401a01c,69e59e520000000022027a90,1,2.0,0.0,弱势,观众,什么时候满街都是这玩意，也挺恐怖的。
14,8,random,69db1feb000000000103e372,69da7e87000000001a03484e,1,0.0,0.0,强势,观众,[doge]您的外卖配送订单即将超时，扣款 200
14,9,random,69e53f43000000001401c000,69e481e8000000002003ad94,1,0.0,0.0,强势,服务者,我以为是饿了么团队[笑哭R]
14,10,random,69db709f000000000100637d,69da7e87000000001a03484e,1,0.0,0.0,强势,观众,他能取代外卖员吗[萌萌哒R]
15,1,top_like,69e2fc2d000000001401b82a,69e2583b00000000230211ea,1,6166.0,158.0,失败,抢救者,能不能做成四个轮子的，加一种液体就可以跑起来的那种！
15,2,top_like,69e49a5c000000001401ac0a,69e481e8000000002003ad94,1,43.0,97.0,强势,服务者,我有个疑问…换轮子不是更快吗
15,3,top_like,69e48bf3000000001401ac1e,69e481e8000000002003ad94,1,26.0,45.0,强势,服务者,如果在脚上加两个轮子会不会更快[吃瓜R]
15,4,cross_post,69db4c8b000000003503171a,69da7e87000000001a03484e,1,5.0,0.0,强势,观众,他们要不要交养路费。机械脚比汽车轮胎对路面的伤害还要大。[笑哭R]
15,5,cross_post,69e48220000000001401a01a,69e44278000000001a0217bb,1,4.0,18.0,强势,被超越者,一辆车跑的更快，更稳
15,6,cross_post,69dfbea4000000003502a946,69df625d0000000021005c63,1,2.0,13.0,失败,观众,如果我是设计，我就给他们装轮子，重心会稳一些
15,7,cross_post,69e4c2aa0000000014019013,69e463df000000001b003017,1,2.0,1.0,强势,服务者,它为什么不装起来？
15,8,random,69e317a2000000001401e016,69e2583b00000000230211ea,1,0.0,0.0,失败,抢救者,这很牛逼还不如四个轮子呢
15,9,random,69db3579000000003501a5a5,69da7e87000000001a03484e,1,0.0,0.0,强势,观众,装个轮子会更快？是不是组委会不让装轮子的参加马拉松[偷笑R]
15,10,random,69dae6aa000000000d036133,69da7e87000000001a03484e,1,0.0,0.0,强势,观众,可以用轮子➕腿，是不是更快，更稳，还静音？？？
16,1,top_like,69e53e8e0000000014019000,69e47f8f000000001f007203,1,1502.0,41.0,混合,观众,大湾鸡加油
16,2,top_like,69e48669000000001401a403,69e481e8000000002003ad94,1,6.0,0.0,强势,服务者,好像F1，车停下来，一帮工作人员赶紧上去，各司其职[大笑R]
16,3,top_like,69e73b45000000001401ac14,69e6f2bc0000000023005345,1,5.0,1.0,弱势,观众,大湾鸡也去跑步了啊[doge]
16,4,cross_post,69e46424000000001401cc0c,69e40352000000002102fc75,1,2.0,0.0,常态,服务者,怎么还有两只大湾🐔？
16,5,cross_post,69daff69000000000d037644,69da7e87000000001a03484e,1,0.0,0.0,强势,观众,跟F1追求极限速度一样
16,6,cross_post,69dfaa0d000000000c03367f,69df625d0000000021005c63,1,0.0,0.0,失败,观众,那两只烧鸡跑的好快啊
16,7,cross_post,69e44e66000000001401901c,69e429b4000000001b00037a,1,0.0,0.0,常态,观众,感觉像是GTA
16,8,random,69e4995d000000001401c008,69e481e8000000002003ad94,1,0.0,0.0,强势,服务者,比f1进站看的还激动
16,9,random,69e59c57000000001401a821,69e481e8000000002003ad94,1,0.0,0.0,强势,服务者,F1赛车既视感
16,10,random,69e63057000000001401c017,69e481e8000000002003ad94,1,0.0,0.0,强势,服务者,这怎么和F1赛车一样
17,1,top_like,69e451fd000000001401c806,69e4426b000000001d01c7ed,1,5607.0,124.0,混合,观众,太可爱啦还拿着奶瓶🍼[笑哭R][笑哭R][笑哭R][笑哭R][笑哭R][笑哭R]
17,2,top_like,69e48cc2000000001401e400,69e43b14000000001a02e095,1,437.0,12.0,弱势,服务者,凭什么别人有奶瓶[doge]
17,3,top_like,69e479760000000014019c2a,69e4412a000000002103883f,1,105.0,7.0,强势,观众,哈哈，拿着奶嘴就上来了，小卡拉咪
17,4,cross_post,69e60720000000001401d805,69e59e520000000022027a90,1,30.0,1.0,弱势,观众,手握奶盆的小朋友挺可爱的
17,5,cross_post,69e4c1aa000000001401b800,69e48341000000001a02d0c4,1,24.0,13.0,强势,观众,手上拿着奶瓶干嘛啊[笑哭R]
17,6,cross_post,69e443db000000001401cc2d,69e43a5a000000001d01dcc7,1,11.0,0.0,常态,观众,这72还去围观了小宝宝，还嘲笑拍手[捂脸R]
17,7,cross_post,69e4fbd6000000001401c819,69e42cc100000000220001ad,1,5.0,0.0,弱势,观众,奶嘴奶瓶小揪揪，小步慢跑棒宝宝[赞R]
17,8,random,69e74986000000001401c418,69e6f2bc0000000023005345,1,0.0,0.0,弱势,观众,太可爱啦！小奶瓶萌萌哒
17,9,random,69e45b0a000000001401e01e,69e4426b000000001d01c7ed,1,1.0,0.0,混合,观众,小的就是拿着奶瓶跑那个，已经在好几个视频刷到了，哈哈。
17,10,random,69e46eb9000000001401981b,69e4412a000000002103883f,1,1.0,0.0,强势,观众,最喜欢 小奶瓶哥 哈哈哈
18,1,top_like,69e2fa8a0000000014019019,69e2583b00000000230211ea,1,89.0,6.0,失败,抢救者,其实不一定应要走人型方向的机器人，弄个轮子的也不是不行吧，实用性总比观赏性大吧
18,2,top_like,69db09350000000035018759,69da7e87000000001a03484e,1,77.0,76.0,强势,观众,我也觉得人行机器人的用途在哪？没必要完全做成人的模样吧 要说让他跑 做成轮子更快 更节约成本啊
18,3,top_like,69db09ea0000000035017942,69da7e87000000001a03484e,1,46.0,10.0,强势,观众,都机器人了还用腿 装俩轱辘不行么
