corpus,帖子id,帖子链接,post_category,帖子标题,comment_id,comment_level,sample_stratum,sample_rank_in_post,bert_topic_k7,like_count,reply_count,char_len,content,open_code,axial_code,memo,exclude_from_coding,coder,帖子点赞数,帖子评论数,parent_comment_id,user_id,comment_time,location,帖子正文
batch1,69e44278000000001a0217bb,https://www.xiaohongshu.com/explore/69e44278000000001a0217bb?source=webshare&xhsshare=pc_web&xsec_token=ABHtr88UWkKZZAADKyuBN5pXVFuXtjrLFhf-ETm99Dw4s=&xsec_source=pc_share,成功|被超越者,"机器人超过我的瞬间

",69e4647a000000001401bc13,1,l1_per_post_mixed,11,0.0,14.0,4.0,18,这个机器人在2。7公里处怼护栏上退赛,,,,,,6019.0,372.0,,6122783a000000002002d11d,2026.04.19,北京,"今天参加亦庄半程马拉松，机器人跑的太快了，一会就超过我了，这是第6个超过我的机器人。 今天荣耀闪电突破50分钟完赛，比人快多了

"
batch1,69e44278000000001a0217bb,https://www.xiaohongshu.com/explore/69e44278000000001a0217bb?source=webshare&xhsshare=pc_web&xsec_token=ABHtr88UWkKZZAADKyuBN5pXVFuXtjrLFhf-ETm99Dw4s=&xsec_source=pc_share,成功|被超越者,"机器人超过我的瞬间

",69e455a90000000014019419,1,l1_per_post_mixed,12,,8.0,5.0,6,你倒是快跑啊,,,,,,6019.0,372.0,,61e6205e0000000021022672,2026.04.19,河北,"今天参加亦庄半程马拉松，机器人跑的太快了，一会就超过我了，这是第6个超过我的机器人。 今天荣耀闪电突破50分钟完赛，比人快多了

"
batch1,69e44278000000001a0217bb,https://www.xiaohongshu.com/explore/69e44278000000001a0217bb?source=webshare&xhsshare=pc_web&xsec_token=ABHtr88UWkKZZAADKyuBN5pXVFuXtjrLFhf-ETm99Dw4s=&xsec_source=pc_share,成功|被超越者,"机器人超过我的瞬间

",69e443c50000000014019c00,1,l1_per_post_mixed,13,0.0,9.0,4.0,17,机器人跑姿不错[偷笑R]我是热崩了,,,,,,6019.0,372.0,,5b49b1fef7e8b916796a619d,2026.04.19,北京,"今天参加亦庄半程马拉松，机器人跑的太快了，一会就超过我了，这是第6个超过我的机器人。 今天荣耀闪电突破50分钟完赛，比人快多了

"
batch1,69e44278000000001a0217bb,https://www.xiaohongshu.com/explore/69e44278000000001a0217bb?source=webshare&xhsshare=pc_web&xsec_token=ABHtr88UWkKZZAADKyuBN5pXVFuXtjrLFhf-ETm99Dw4s=&xsec_source=pc_share,成功|被超越者,"机器人超过我的瞬间

",69e4859d0000000014018823,1,l1_per_post_mixed,14,,13.0,0.0,9,若干年后[微笑R],,,,,,6019.0,372.0,,65083bfe00000000170237fa,2026.04.19,北京,"今天参加亦庄半程马拉松，机器人跑的太快了，一会就超过我了，这是第6个超过我的机器人。 今天荣耀闪电突破50分钟完赛，比人快多了

"
batch1,69e44278000000001a0217bb,https://www.xiaohongshu.com/explore/69e44278000000001a0217bb?source=webshare&xhsshare=pc_web&xsec_token=ABHtr88UWkKZZAADKyuBN5pXVFuXtjrLFhf-ETm99Dw4s=&xsec_source=pc_share,成功|被超越者,"机器人超过我的瞬间

",69e5c985000000001401cc14,1,l1_per_post_mixed,15,0.0,1.0,9.0,16,白活这么大了，连个机器人都跑不过,,,,,,6019.0,372.0,,62c41e0100000000190294a2,2026.04.20,山西,"今天参加亦庄半程马拉松，机器人跑的太快了，一会就超过我了，这是第6个超过我的机器人。 今天荣耀闪电突破50分钟完赛，比人快多了

"
batch1,69e44278000000001a0217bb,https://www.xiaohongshu.com/explore/69e44278000000001a0217bb?source=webshare&xhsshare=pc_web&xsec_token=ABHtr88UWkKZZAADKyuBN5pXVFuXtjrLFhf-ETm99Dw4s=&xsec_source=pc_share,成功|被超越者,"机器人超过我的瞬间

",69e45b5d000000001401c403,1,l1_per_post_mixed,16,0.0,0.0,3.0,9,宇树机器人有实力的,,,,,,6019.0,372.0,,5654fb3203eb84172198f0e6,2026.04.19,广东,"今天参加亦庄半程马拉松，机器人跑的太快了，一会就超过我了，这是第6个超过我的机器人。 今天荣耀闪电突破50分钟完赛，比人快多了

"
batch1,69e44278000000001a0217bb,https://www.xiaohongshu.com/explore/69e44278000000001a0217bb?source=webshare&xhsshare=pc_web&xsec_token=ABHtr88UWkKZZAADKyuBN5pXVFuXtjrLFhf-ETm99Dw4s=&xsec_source=pc_share,成功|被超越者,"机器人超过我的瞬间

",69e77aaa000000001401d816,1,l1_per_post_mixed,17,0.0,3.0,0.0,32,大叔看到中国的机器人超越了自己，有一种自豪感，荣誉感，开心的笑了,,,,,,6019.0,372.0,,575746a06a6a690eab148b59,2026.04.21,天津,"今天参加亦庄半程马拉松，机器人跑的太快了，一会就超过我了，这是第6个超过我的机器人。 今天荣耀闪电突破50分钟完赛，比人快多了

"
batch1,69e44278000000001a0217bb,https://www.xiaohongshu.com/explore/69e44278000000001a0217bb?source=webshare&xhsshare=pc_web&xsec_token=ABHtr88UWkKZZAADKyuBN5pXVFuXtjrLFhf-ETm99Dw4s=&xsec_source=pc_share,成功|被超越者,"机器人超过我的瞬间

",69e4ca490000000014019807,1,l1_per_post_mixed,18,0.0,0.0,2.0,21,和机器人比的意义是什么，展示机器人很厉害？,,,,,,6019.0,372.0,,62bafaf9000000001b02a3c8,2026.04.19,四川,"今天参加亦庄半程马拉松，机器人跑的太快了，一会就超过我了，这是第6个超过我的机器人。 今天荣耀闪电突破50分钟完赛，比人快多了

"
batch1,69e44278000000001a0217bb,https://www.xiaohongshu.com/explore/69e44278000000001a0217bb?source=webshare&xhsshare=pc_web&xsec_token=ABHtr88UWkKZZAADKyuBN5pXVFuXtjrLFhf-ETm99Dw4s=&xsec_source=pc_share,成功|被超越者,"机器人超过我的瞬间

",69e4b0000000000014019808,1,l1_per_post_mixed,19,1.0,11.0,1.0,9,博主一看就身心健康,,,,,,6019.0,372.0,,5e8c83ef0000000001003a3e,2026.04.19,日本,"今天参加亦庄半程马拉松，机器人跑的太快了，一会就超过我了，这是第6个超过我的机器人。 今天荣耀闪电突破50分钟完赛，比人快多了

"
batch1,69e44278000000001a0217bb,https://www.xiaohongshu.com/explore/69e44278000000001a0217bb?source=webshare&xhsshare=pc_web&xsec_token=ABHtr88UWkKZZAADKyuBN5pXVFuXtjrLFhf-ETm99Dw4s=&xsec_source=pc_share,成功|被超越者,"机器人超过我的瞬间

",69e99c35000000001401cc17,1,l1_per_post_mixed,20,2.0,1.0,0.0,24,祂，毫無雜念，直接快跑⋯⋯跨進另一個，新的世代。,,,,,,6019.0,372.0,,63d2a1950000000027029d26,2026.04.23,中国台湾,"今天参加亦庄半程马拉松，机器人跑的太快了，一会就超过我了，这是第6个超过我的机器人。 今天荣耀闪电突破50分钟完赛，比人快多了

"
batch1,69e44278000000001a0217bb,https://www.xiaohongshu.com/explore/69e44278000000001a0217bb?source=webshare&xhsshare=pc_web&xsec_token=ABHtr88UWkKZZAADKyuBN5pXVFuXtjrLFhf-ETm99Dw4s=&xsec_source=pc_share,成功|被超越者,"机器人超过我的瞬间

",69e58097000000001401b820,1,l1_per_post_mixed,21,4.0,3.0,0.0,7,现实版终结者啊,,,,,,6019.0,372.0,,5e9ef34d000000000100623c,2026.04.20,马来西亚,"今天参加亦庄半程马拉松，机器人跑的太快了，一会就超过我了，这是第6个超过我的机器人。 今天荣耀闪电突破50分钟完赛，比人快多了

"
batch1,69e44278000000001a0217bb,https://www.xiaohongshu.com/explore/69e44278000000001a0217bb?source=webshare&xhsshare=pc_web&xsec_token=ABHtr88UWkKZZAADKyuBN5pXVFuXtjrLFhf-ETm99Dw4s=&xsec_source=pc_share,成功|被超越者,"机器人超过我的瞬间

",69e575390000000014019816,1,l1_per_post_mixed,22,2.0,0.0,0.0,26,老哥是没吃饱早饭吗？多吃两个馒头，超过它！[生气R],,,,,,6019.0,372.0,,64f2e17b000000000500232c,2026.04.20,河北,"今天参加亦庄半程马拉松，机器人跑的太快了，一会就超过我了，这是第6个超过我的机器人。 今天荣耀闪电突破50分钟完赛，比人快多了

"
batch1,69e44278000000001a0217bb,https://www.xiaohongshu.com/explore/69e44278000000001a0217bb?source=webshare&xhsshare=pc_web&xsec_token=ABHtr88UWkKZZAADKyuBN5pXVFuXtjrLFhf-ETm99Dw4s=&xsec_source=pc_share,成功|被超越者,"机器人超过我的瞬间

",69e4ceae0000000014018c10,1,l1_per_post_mixed,23,,0.0,0.0,11,这么一看，他跑的好快。,,,,,,6019.0,372.0,,5fb5d33b000000000101d676,2026.04.19,江苏,"今天参加亦庄半程马拉松，机器人跑的太快了，一会就超过我了，这是第6个超过我的机器人。 今天荣耀闪电突破50分钟完赛，比人快多了

"
batch1,69e44278000000001a0217bb,https://www.xiaohongshu.com/explore/69e44278000000001a0217bb?source=webshare&xhsshare=pc_web&xsec_token=ABHtr88UWkKZZAADKyuBN5pXVFuXtjrLFhf-ETm99Dw4s=&xsec_source=pc_share,成功|被超越者,"机器人超过我的瞬间

",69e4aa080000000014019010,1,l1_per_post_mixed,24,,0.0,0.0,10,去超过这个[嘻嘻R],,,,,,6019.0,372.0,,688c4ec800000000290088cf,2026.04.19,安徽,"今天参加亦庄半程马拉松，机器人跑的太快了，一会就超过我了，这是第6个超过我的机器人。 今天荣耀闪电突破50分钟完赛，比人快多了

"
batch1,69e44278000000001a0217bb,https://www.xiaohongshu.com/explore/69e44278000000001a0217bb?source=webshare&xhsshare=pc_web&xsec_token=ABHtr88UWkKZZAADKyuBN5pXVFuXtjrLFhf-ETm99Dw4s=&xsec_source=pc_share,成功|被超越者,"机器人超过我的瞬间

",69e49c81000000001401d411,1,l1_per_post_mixed,25,0.0,0.0,0.0,16,@小猪小猪胖乎乎 机器人打过来了,,,,,,6019.0,372.0,,5e0ca412000000000100483b,2026.04.19,北京,"今天参加亦庄半程马拉松，机器人跑的太快了，一会就超过我了，这是第6个超过我的机器人。 今天荣耀闪电突破50分钟完赛，比人快多了

"
batch1,69e44278000000001a0217bb,https://www.xiaohongshu.com/explore/69e44278000000001a0217bb?source=webshare&xhsshare=pc_web&xsec_token=ABHtr88UWkKZZAADKyuBN5pXVFuXtjrLFhf-ETm99Dw4s=&xsec_source=pc_share,成功|被超越者,"机器人超过我的瞬间

",69e490fb000000001401e41c,1,l1_per_post_mixed,26,2.0,0.0,0.0,16,毕竟不费力，跑不过的[doge],,,,,,6019.0,372.0,,6790902c000000000e0135b9,2026.04.19,上海,"今天参加亦庄半程马拉松，机器人跑的太快了，一会就超过我了，这是第6个超过我的机器人。 今天荣耀闪电突破50分钟完赛，比人快多了

"
batch1,69e44278000000001a0217bb,https://www.xiaohongshu.com/explore/69e44278000000001a0217bb?source=webshare&xhsshare=pc_web&xsec_token=ABHtr88UWkKZZAADKyuBN5pXVFuXtjrLFhf-ETm99Dw4s=&xsec_source=pc_share,成功|被超越者,"机器人超过我的瞬间

",69e48ae4000000001401bc31,1,l1_per_post_mixed,27,1.0,0.0,0.0,9,哈哈 这镜头太可爱,,,,,,6019.0,372.0,,5fad3cc5000000000101ebe4,2026.04.19,北京,"今天参加亦庄半程马拉松，机器人跑的太快了，一会就超过我了，这是第6个超过我的机器人。 今天荣耀闪电突破50分钟完赛，比人快多了

"
batch1,69e44278000000001a0217bb,https://www.xiaohongshu.com/explore/69e44278000000001a0217bb?source=webshare&xhsshare=pc_web&xsec_token=ABHtr88UWkKZZAADKyuBN5pXVFuXtjrLFhf-ETm99Dw4s=&xsec_source=pc_share,成功|被超越者,"机器人超过我的瞬间

",69e48935000000001401b81a,1,l1_per_post_mixed,28,6.0,0.0,0.0,18,头一回见被超过还这么高兴的[大笑R],,,,,,6019.0,372.0,,54af1d0e2e1d9359e2665643,2026.04.19,内蒙古,"今天参加亦庄半程马拉松，机器人跑的太快了，一会就超过我了，这是第6个超过我的机器人。 今天荣耀闪电突破50分钟完赛，比人快多了

"
batch1,69e44278000000001a0217bb,https://www.xiaohongshu.com/explore/69e44278000000001a0217bb?source=webshare&xhsshare=pc_web&xsec_token=ABHtr88UWkKZZAADKyuBN5pXVFuXtjrLFhf-ETm99Dw4s=&xsec_source=pc_share,成功|被超越者,"机器人超过我的瞬间

",69e4847f000000001401e836,1,l1_per_post_mixed,29,0.0,0.0,0.0,18,@少林寺实习美术生 这机器人不要命了,,,,,,6019.0,372.0,,61ac46f00000000010006ac1,2026.04.19,湖北,"今天参加亦庄半程马拉松，机器人跑的太快了，一会就超过我了，这是第6个超过我的机器人。 今天荣耀闪电突破50分钟完赛，比人快多了

"
batch1,69e44278000000001a0217bb,https://www.xiaohongshu.com/explore/69e44278000000001a0217bb?source=webshare&xhsshare=pc_web&xsec_token=ABHtr88UWkKZZAADKyuBN5pXVFuXtjrLFhf-ETm99Dw4s=&xsec_source=pc_share,成功|被超越者,"机器人超过我的瞬间

",69e47f83000000001401e014,1,l1_per_post_mixed,30,0.0,0.0,0.0,17,马拉松要被机器人取代了[doge],,,,,,6019.0,372.0,,6056ef5b000000000101d39d,2026.04.19,广东,"今天参加亦庄半程马拉松，机器人跑的太快了，一会就超过我了，这是第6个超过我的机器人。 今天荣耀闪电突破50分钟完赛，比人快多了

"
batch1,69e4551e000000001f005895,https://www.xiaohongshu.com/explore/69e4551e000000001f005895?source=webshare&xhsshare=pc_web&xsec_token=ABHtr88UWkKZZAADKyuBN5pTKJy_HE5kGjVCcdECQtSM4=&xsec_,成功|被超越者,"荣耀机器人赢麻了🤖我觉得它表情在嘲讽我

",69e47e4a000000001401cc1c,1,l1_per_post_mixed,1,2.0,6956.0,61.0,34,哈哈哈哈从《我追一下》到《拜拜了您呐》只用了五秒[偷笑R][偷笑R],,,,,,,816.0,,55fa1118a75c9522d84386a4,2026.04.19,北京,"恭喜荣耀包揽金银铜所有奖项！中国力量[赞R]

"
batch1,69e4551e000000001f005895,https://www.xiaohongshu.com/explore/69e4551e000000001f005895?source=webshare&xhsshare=pc_web&xsec_token=ABHtr88UWkKZZAADKyuBN5pTKJy_HE5kGjVCcdECQtSM4=&xsec_,成功|被超越者,"荣耀机器人赢麻了🤖我觉得它表情在嘲讽我

",69e48d160000000014018c1b,1,l1_per_post_mixed,2,5.0,2825.0,153.0,15,这玩意只要有电，能跑死你们人类,,,,,,,816.0,,5fa8d0fc000000000100566c,2026.04.19,安徽,"恭喜荣耀包揽金银铜所有奖项！中国力量[赞R]

"
batch1,69e4551e000000001f005895,https://www.xiaohongshu.com/explore/69e4551e000000001f005895?source=webshare&xhsshare=pc_web&xsec_token=ABHtr88UWkKZZAADKyuBN5pTKJy_HE5kGjVCcdECQtSM4=&xsec_,成功|被超越者,"荣耀机器人赢麻了🤖我觉得它表情在嘲讽我

",69e47ba6000000001401e41e,1,l1_per_post_mixed,3,2.0,5.0,1.0,7,跑的像章若楠跑,,,,,,,816.0,,5f0187ca00000000010056fc,2026.04.19,广东,"恭喜荣耀包揽金银铜所有奖项！中国力量[赞R]

"
batch1,69e4551e000000001f005895,https://www.xiaohongshu.com/explore/69e4551e000000001f005895?source=webshare&xhsshare=pc_web&xsec_token=ABHtr88UWkKZZAADKyuBN5pTKJy_HE5kGjVCcdECQtSM4=&xsec_,成功|被超越者,"荣耀机器人赢麻了🤖我觉得它表情在嘲讽我

",69e499490000000014019c24,1,l1_per_post_mixed,4,,0.0,1.0,7,马拉松啊这还是,,,,,,,816.0,,649efb0e00000000140360bd,2026.04.19,广东,"恭喜荣耀包揽金银铜所有奖项！中国力量[赞R]

"
batch1,69e4551e000000001f005895,https://www.xiaohongshu.com/explore/69e4551e000000001f005895?source=webshare&xhsshare=pc_web&xsec_token=ABHtr88UWkKZZAADKyuBN5pTKJy_HE5kGjVCcdECQtSM4=&xsec_,成功|被超越者,"荣耀机器人赢麻了🤖我觉得它表情在嘲讽我

",69e490dd000000001401e423,1,l1_per_post_mixed,5,0.0,229.0,82.0,8,宇树机器人成绩呢,,,,,,,816.0,,62517ab8000000001000963a,2026.04.19,北京,"恭喜荣耀包揽金银铜所有奖项！中国力量[赞R]

"
batch1,69e4551e000000001f005895,https://www.xiaohongshu.com/explore/69e4551e000000001f005895?source=webshare&xhsshare=pc_web&xsec_token=ABHtr88UWkKZZAADKyuBN5pTKJy_HE5kGjVCcdECQtSM4=&xsec_,成功|被超越者,"荣耀机器人赢麻了🤖我觉得它表情在嘲讽我

",69e48fe70000000014018c0f,1,l1_per_post_mixed,6,4.0,271.0,7.0,18,机器人：碳基生物真是太菜了[偷笑R],,,,,,,816.0,,5d4023b2000000001203aeda,2026.04.19,上海,"恭喜荣耀包揽金银铜所有奖项！中国力量[赞R]

"
batch1,69e4551e000000001f005895,https://www.xiaohongshu.com/explore/69e4551e000000001f005895?source=webshare&xhsshare=pc_web&xsec_token=ABHtr88UWkKZZAADKyuBN5pTKJy_HE5kGjVCcdECQtSM4=&xsec_,成功|被超越者,"荣耀机器人赢麻了🤖我觉得它表情在嘲讽我

",69e47e9c000000001401a007,1,l1_per_post_mixed,7,,3.0,1.0,12,坐着跑，还挺快[笑哭R],,,,,,,816.0,,5d31538200000000100220ec,2026.04.19,上海,"恭喜荣耀包揽金银铜所有奖项！中国力量[赞R]

"
batch1,69e4551e000000001f005895,https://www.xiaohongshu.com/explore/69e4551e000000001f005895?source=webshare&xhsshare=pc_web&xsec_token=ABHtr88UWkKZZAADKyuBN5pTKJy_HE5kGjVCcdECQtSM4=&xsec_,成功|被超越者,"荣耀机器人赢麻了🤖我觉得它表情在嘲讽我

",69e47f9e0000000014018803,1,l1_per_post_mixed,8,2.0,78.0,11.0,10,没看清，这是多少配速,,,,,,,816.0,,6673c5c80000000007006bbc,2026.04.19,山西,"恭喜荣耀包揽金银铜所有奖项！中国力量[赞R]

"
batch1,69e4551e000000001f005895,https://www.xiaohongshu.com/explore/69e4551e000000001f005895?source=webshare&xhsshare=pc_web&xsec_token=ABHtr88UWkKZZAADKyuBN5pTKJy_HE5kGjVCcdECQtSM4=&xsec_,成功|被超越者,"荣耀机器人赢麻了🤖我觉得它表情在嘲讽我

",69e4848e000000001401cc2f,1,l1_per_post_mixed,9,3.0,94.0,16.0,10,可以买个晚上陪跑吗？,,,,,,,816.0,,5fc6446c0000000001006aa8,2026.04.19,广东,"恭喜荣耀包揽金银铜所有奖项！中国力量[赞R]

"
batch1,69e4551e000000001f005895,https://www.xiaohongshu.com/explore/69e4551e000000001f005895?source=webshare&xhsshare=pc_web&xsec_token=ABHtr88UWkKZZAADKyuBN5pTKJy_HE5kGjVCcdECQtSM4=&xsec_,成功|被超越者,"荣耀机器人赢麻了🤖我觉得它表情在嘲讽我

",69e4c0ce000000001401980e,1,l1_per_post_mixed,10,4.0,93.0,7.0,30,这玩意加个强化外壳，装上遥控炸药，想拦住不太容易呀[笑哭R],,,,,,,816.0,,60fc0523000000002002fa5a,2026.04.19,辽宁,"恭喜荣耀包揽金银铜所有奖项！中国力量[赞R]

"
batch1,69e4551e000000001f005895,https://www.xiaohongshu.com/explore/69e4551e000000001f005895?source=webshare&xhsshare=pc_web&xsec_token=ABHtr88UWkKZZAADKyuBN5pTKJy_HE5kGjVCcdECQtSM4=&xsec_,成功|被超越者,"荣耀机器人赢麻了🤖我觉得它表情在嘲讽我

",69e5aeb9000000001401a81c,1,l1_per_post_mixed,11,3.0,54.0,4.0,8,这一车是程序员么,,,,,,,816.0,,5a7db0bee8ac2b2e33be5fe8,2026.04.20,江苏,"恭喜荣耀包揽金银铜所有奖项！中国力量[赞R]

"
batch1,69e4551e000000001f005895,https://www.xiaohongshu.com/explore/69e4551e000000001f005895?source=webshare&xhsshare=pc_web&xsec_token=ABHtr88UWkKZZAADKyuBN5pTKJy_HE5kGjVCcdECQtSM4=&xsec_,成功|被超越者,"荣耀机器人赢麻了🤖我觉得它表情在嘲讽我

",69e49ce6000000001401b002,1,l1_per_post_mixed,12,4.0,24.0,1.0,11,为科技进步自豪[赞R],,,,,,,816.0,,6530acfd000000002b002aff,2026.04.19,福建,"恭喜荣耀包揽金银铜所有奖项！中国力量[赞R]

"
batch1,69e4551e000000001f005895,https://www.xiaohongshu.com/explore/69e4551e000000001f005895?source=webshare&xhsshare=pc_web&xsec_token=ABHtr88UWkKZZAADKyuBN5pTKJy_HE5kGjVCcdECQtSM4=&xsec_,成功|被超越者,"荣耀机器人赢麻了🤖我觉得它表情在嘲讽我

",69e47927000000001401b00b,1,l1_per_post_mixed,13,0.0,42.0,4.0,23,真不敢想象五年后这种机器人比赛会牛逼成什么样子,,,,,,,816.0,,64942ab4000000002a034200,2026.04.19,山东,"恭喜荣耀包揽金银铜所有奖项！中国力量[赞R]

"
