topic_id,raw_count,assigned_count,n_posts_raw,top_post_share_raw,level1_share_raw,level2_share_raw,top_terms,representative_docs,sample_comments_10,domain,label,notes
0,1129,1222,31,0.4977856510186005,0.6492471213463242,0.3507528786536758,"遥控玩具, 遥控机器人, 遥控, 遥控的, 自主, 自主的, 都是遥控的, 有遥控的, 没意思, 不是遥控","['遥控玩具[偷笑R]', '号码布上写了“自主”“遥控”，估计是有不同的参赛组别', '遥控玩具[失望R]']",1. [69e5ea0f000000001401cc18|post=69e59e520000000022027a90|likes=787.0|top_like] 遥控的，主要是程序员太逗了[笑哭R] || 2. [69e43d3b0000000014019029|post=69e429b4000000001b00037a|likes=552.0|top_like] 遥控组作为底层，就是来整活的，毕竟也只能干整活[捂脸R] || 3. [69e45fef000000001401ac23|post=69e4426b000000001d01c7ed|likes=426.0|top_like] 那直接放遥控汽车不就起飞了。 || 4. [69e4c75a000000001401a823|post=69e4b08d000000001d01c1bc|likes=285.0|cross_post] 48分钟那个是遥控的，50分的是自主的，48分的要乘1.2的系数就不是冠军了 || 5. [69df98ff00000000350314d0|post=69df625d0000000021005c63|likes=251.0|cross_post] 都有，遥控的话最后时间要乘以1.2 || 6. [69e65240000000001401900c|post=69e634590000000022003bb5|likes=249.0|cross_post] 居然是蓝标，自主不是遥控，棒极了 || 7. [69e5b1e0000000001401ac13|post=69e463df000000001b003017|likes=118.0|cross_post] 遥控的要加时间，加权后才是最终成绩 || 8. [69e4dbdf000000001401e827|post=69e45dbe000000001f00434f|likes=12.0|random] 夺冠的前三名都是自主的 || 9. [69e4a34e000000001401dc12|post=69e481e8000000002003ad94|likes=0.0|random] 你说的难道是遥控车[笑哭R][笑哭R] || 10. [69e5d4f5000000001401c832|post=69e47f8f000000001f007203|likes=0.0|random] 拿遥控器在后面遥控说智能机器人？？？。,,,
11,321,668,28,0.17133956386292834,0.6728971962616822,0.32710280373831774,"名次不重要, 比赛第二, 流量才是最重要的, 冠军, 成绩不重要, 那么多机器人只记得这个小鼻嘎了, 冠亚季军, 哇r, 完啦r, 大笑r","['名次不重要，被记住最重要[偷笑R]', '名次不重要、流量才是最重要的，那么多机器人只记得这个小鼻嘎了[捂脸R]', '名次不重要、流量才是最重要的，那么多机器人只记得这个小鼻嘎了[星R][派对R]']",1. [69e7170a000000001401b807|post=69e6f2bc0000000023005345|likes=2088.0|top_like] 名次不重要、流量才是最重要的，那么多机器人只记得这个小鼻嘎了[捂脸R] || 2. [69e44434000000001401e816|post=69e429b4000000001b00037a|likes=263.0|top_like] 哈哈哈，白天比赛把丝巾当领巾规矩佩戴，晚上演出再挂腰上秒变酷guy[得意] || 3. [69e55d9a0000000014018807|post=69e47f8f000000001f007203|likes=247.0|top_like] 我以为它是这场比赛的吉祥物，原来也是参赛选手啊[笑哭R] || 4. [69e609f6000000001401c824|post=69e59e520000000022027a90|likes=244.0|cross_post] 能参赛都很棒，但是，太好笑了[捂脸R] || 5. [69e4c202000000001401e839|post=69e48d54000000002102e178|likes=238.0|cross_post] 这个就跟送自家孩子参加比赛一样 失败了就下次努力 || 6. [69e47fd3000000001401c42c|post=69e41e24000000001a025f1a|likes=183.0|cross_post] 停下看的一般都不在乎成绩吧[笑哭R] || 7. [69e5bb51000000001401b817|post=69e481e8000000002003ad94|likes=84.0|cross_post] 这个比赛有自主组，也有非自主组[汗颜R] || 8. [69e57b1b000000001401dc18|post=69e47f8f000000001f007203|likes=0.0|random] 能举办这种比赛[点赞R]不愧为世界第一[点赞R] || 9. [69e45958000000001401a81f|post=69e429b4000000001b00037a|likes=0.0|random] 别总喊他了。影响比赛。哈哈哈哈[偷笑R] || 10. [69e7758f000000001401dc15|post=69e481e8000000002003ad94|likes=0.0|random] 围场学学红牛吧，都赖你们他的成绩又不行了[笑哭R],,,
12,309,587,13,0.919093851132686,0.7896440129449838,0.21035598705501618,"干冰, 冰块降温, 干冰降温, 冰块, 冷却液, 加冰块降温, 降温, 干冰吗, 散热用的, 加冰降温","['干冰？常温下干冰这样吗？[笑哭R]', '干冰，这个桶可太熟悉了[笑哭R]', '干冰，冷却液[笑哭R]']",1. [69e595f5000000001401b01d|post=69e481e8000000002003ad94|likes=154.0|top_like] 冰块，降温散热用的。 || 2. [69e438c3000000001401e427|post=69e41e24000000001a025f1a|likes=110.0|top_like] 背后加入冷却冰块，后面车上人有冰桶，过一阵就往里面倒，挺好玩的 || 3. [69e59e15000000001401a008|post=69e481e8000000002003ad94|likes=69.0|top_like] 干冰，这个桶可太熟悉了[笑哭R] || 4. [69ea3dc1000000001401c433|post=69e48b0b000000001a02578c|likes=38.0|cross_post] 这天气需要背着这玩意降温的话，说明内部设计完全不合理 || 5. [69e97aed0000000014019002|post=69e46032000000001f002048|likes=7.0|cross_post] 冰箱：啧啧啧啧啧 || 6. [69e36e9f000000001401dc22|post=69df625d0000000021005c63|likes=3.0|cross_post] 到哪都有你们这号人，我说冰箱不好用你就说不好用你自己去造一个[doge][doge][赞R][赞R] || 7. [69e4964d000000001401901d|post=69e43b14000000001a02e095|likes=1.0|cross_post] 有个货背后背了一袋子冰块！ || 8. [69e78f19000000001401c83a|post=69e481e8000000002003ad94|likes=0.0|random] 碎冰🧊降温？ || 9. [69e616e4000000001401dc24|post=69e481e8000000002003ad94|likes=0.0|random] 哈哈哈，加冰降温 || 10. [69e684fa000000001401bc07|post=69e481e8000000002003ad94|likes=0.0|random] 冰冻唧唧,,,
13,299,386,28,0.2508361204013378,0.6923076923076923,0.3076923076923077,"没电了, 泪崩r, 还回来充电吗, 初号机, 中途需要充电吗, 一会没电了, 色色r, 扯脸h, 没电了直接换电池吗, 看续航","['它逃～他追～它插翅难飞～嘎——！吧唧！没电了', '没电了，倒下来，我都扶不起来', '没电了，比人倒的快[笑哭R]']",1. [69e48d160000000014018c1b|post=69e4551e000000001f005895|likes=2825.0|top_like] 这玩意只要有电，能跑死你们人类 || 2. [69e45839000000001401e003|post=69e447d2000000001d01aa01|likes=338.0|top_like] 不知道是不是一回事。最后结果是追上断电了。 || 3. [69e57975000000001401bc13|post=69e481e8000000002003ad94|likes=49.0|top_like] 估计是电压不足 || 4. [69eb618f0000000029027c14|post=69e47f8f000000001f007203|likes=34.0|cross_post] 青海湖电池也是用在闪电身上了 || 5. [69e7a388000000001401e40c|post=69e6f2bc0000000023005345|likes=33.0|cross_post] 不是摔了，是没电蹲下来，家长过来换电池，宇树在后面鼓掌[doge] || 6. [69eb54d0000000002803e2d9|post=69e463df000000001b003017|likes=33.0|cross_post] 你们说闪电和win会不会电池是一样的[旺柴] || 7. [69db14d600000000350128b6|post=69da7e87000000001a03484e|likes=21.0|cross_post] 还费电呢，你下次建议他别用电池 || 8. [69e591e1000000001401bc0a|post=69e447d2000000001d01aa01|likes=1.0|random] 自主的失控也得追上去断电啊 || 9. [69e47381000000001401b025|post=69e4426b000000001d01c7ed|likes=0.0|random] 大的像不像，被追断电那个[捂脸R][捂脸R] || 10. [69e55856000000001401d400|post=69e42cc100000000220001ad|likes=14.0|random] 笑死我了，这个小的没电了待机了大的过来看了一会鼓掌了[捂脸R],,,
14,277,397,23,0.34657039711191334,0.4332129963898917,0.5667870036101083,"科技强国, 科技在进步, 应用, 科技的进步, 技术展示, 点赞r, 无聊, 有意义吗, 挺好的, 科技发展真快","['感叹，科技的进步[点赞R][点赞R][点赞R]', '科技强国', '科技强国，']",1. [69e4da4a000000001401a005|post=69e4b08d000000001d01c1bc|likes=2577.0|top_like] 这个是纯展示技术呀 || 2. [69e4e83d000000001401e024|post=69e47f8f000000001f007203|likes=877.0|top_like] 技术就在无聊中诞生 || 3. [69dc8e9100000000020296bb|post=69db34bb000000001a0348ae|likes=264.0|top_like] 科技服务不了人，还是人在服务科技[捂脸R] || 4. [69e43b18000000001401a01e|post=69e40352000000002102fc75|likes=161.0|cross_post] 技术的进步不可能一蹴而就 || 5. [69db194b000000001500437e|post=69da7e87000000001a03484e|likes=40.0|cross_post] 就是要一点点研发设计呀。谁也没让他们现在就去[笑哭R] || 6. [69e5f953000000001401bc27|post=69e481e8000000002003ad94|likes=30.0|cross_post] 比卫浴门帘柜有科技含量点 || 7. [69e49ce6000000001401b002|post=69e4551e000000001f005895|likes=24.0|cross_post] 为科技进步自豪[赞R] || 8. [69db82ac000000000d035048|post=69da7e87000000001a03484e|likes=0.0|random] 有意义吗？当然是有的，技术的进步和突破带来的收益不是短时间能看到的。就像阿波罗11登月，当时也可以问有意义吗？从现在看，这个计划的副产品，像碳纤维、先进的导航技术，都极大的改变了后来的世界。 || 9. [69e55ae1000000001401cc08|post=69e481e8000000002003ad94|likes=0.0|random] 人类第一台计算机那体积那维护，再看看现在，燕雀焉知鸿鹄之志[失望R] || 10. [69e6f915000000001401b822|post=69e481e8000000002003ad94|likes=0.0|random] 科技的发展历程都是这样的，不要一开始不行就在哪里贬低,,,
15,239,504,18,0.3807531380753138,0.4435146443514644,0.5564853556485355,"机器人救护车, 医生, 笑死我了机器人也得人工呼吸呐, 人工呼吸, 心肺复苏, 加油r, 无视所有红灯的情况下, 看到120来了和躺在地上的机器人, 明年可能救护车都是机器人变形来的, 然后运坏了的机器人","['哈哈哈哈 机器人救护车🚑', '机器人救护车 给机器人整活[笑哭R]', '机器人救护车，我还以为是机器人抢救人[笑哭R]']",1. [69dc73fa00000000350236af|post=69db34bb000000001a0348ae|likes=2706.0|top_like] 我还以为是机器人医生来救人[笑哭R] || 2. [69e56015000000001401d802|post=69e47f8f000000001f007203|likes=1060.0|top_like] 救人的 旁边在进行人类马拉松[大笑R] || 3. [69dca1ed000000001500405a|post=69db34bb000000001a0348ae|likes=384.0|top_like] 机器人抢救团队—爱回收 || 4. [69daf95800000000020358f1|post=69da7e87000000001a03484e|likes=228.0|cross_post] 外骨骼机器人让你自己跑去医院途中顺便给你心肺复苏[doge] || 5. [69e7062c000000001401901c|post=69e59e520000000022027a90|likes=9.0|cross_post] 速度快关键时刻可以救乱穿马路的小盆友 || 6. [69e43dd5000000001401a41b|post=69e2583b00000000230211ea|likes=6.0|cross_post] 别急，一会医生拿着药箱就出来了 || 7. [69e77d20000000001401e41c|post=69e634590000000022003bb5|likes=4.0|cross_post] 莫名的喜感[捂脸R]机器人救护车 机器人坐车车[大笑R]太可爱啦 || 8. [69e57254000000001401a40b|post=69e47f8f000000001f007203|likes=0.0|random] 不是最后120路过也太搞笑了哈哈哈哈 || 9. [69daf17400000000150002d0|post=69da7e87000000001a03484e|likes=12.0|random] 背着跑比坐救护车更体面是吗[黑薯问号R] || 10. [69e4ca30000000001401dc24|post=69db34bb000000001a0348ae|likes=1.0|random] 一边摊煎饼一边救机器人[偷笑R],,,
16,219,263,24,0.2831050228310502,0.7808219178082192,0.2191780821917808,"这小短腿, 腿太短了, 这小短腿儿, 梨形身材, 脖子以下全是腿, 输在腿短, 最像人, 小短腿好可爱, 你别说, 好家伙","['这小短腿[偷笑R]', '这……这小短腿，是来重在参与吧[笑哭R][笑哭R]腿太短了', '这小短腿，他就不是来得奖的，是来卖萌的[大笑R]']",1. [69e4ea66000000001401882f|post=69e47f8f000000001f007203|likes=2636.0|top_like] 我看着挺有意思的，这性感的金属小腿儿，跑的挺带劲儿 || 2. [69e4d76f000000001401c81e|post=69e47f8f000000001f007203|likes=573.0|top_like] 这个步态太像真人 || 3. [69e4e324000000001401b024|post=69e45dbe000000001f00434f|likes=365.0|top_like] 轻松优雅最像人类 || 4. [69e7301f000000001401e82a|post=69e6f2bc0000000023005345|likes=27.0|cross_post] 好惨哈哈哈哈哈哈欺负腿短 || 5. [69e48616000000001401cc00|post=69e48341000000001a02d0c4|likes=22.0|cross_post] 那俩小的长两个角是为了凑身高的吧 || 6. [69e4690c000000001401c00d|post=69e44171000000001a026b25|likes=12.0|cross_post] 哈哈哈哈哈，难道也是……梨形身材[偷笑R] || 7. [69e5121c000000001401bc0a|post=69e42cc100000000220001ad|likes=11.0|cross_post] 欺负小孩，孩子输在了腿短哈哈哈哈哈哈 || 8. [69e444ec000000002b024f46|post=69e42cc100000000220001ad|likes=0.0|random] 这俩小短腿，也是幸苦孩子了！[笑哭R] || 9. [69ecdfec000000002702b74c|post=69e47f8f000000001f007203|likes=0.0|random] 优雅永不过时 || 10. [69e6126c000000001401c422|post=69e47f8f000000001f007203|likes=5.0|random] 这个最像人体动态,,,
17,219,428,24,0.3059360730593607,0.502283105022831,0.4977168949771689,"这是马拉松吗, 比它们还废, 是一个道理, 真人跑马拉松也没个什么用处, 目的不是为比赛跑步, 看喝醉了吧, 甚至还能推着你去参加马拉松, 现场惨不忍睹, 真的是全马吗, 真要追问意义","['一看你说的就是外行话。人类跑马拉松也得有补给站。赛车不也得有补给站吗？是一个道理！你老说些没用的有用吗？毕竟现在人类科技还没有发明永动机。承认自己行就那么难吗？非得承认自己不行，还得证明你自己哪儿不行！', '这是马拉松吗？不是百米冲刺？', '这是马拉松吗 这不一百米吗？']",1. [69e464590000000014019403|post=69e447d2000000001d01aa01|likes=590.0|top_like] 就是一个象征，能跑马拉松就能追到在嫌疑人[大笑R]真要追问意义，人跑马拉松也没意义，不如田里耕地[大笑R] || 2. [69e0264c0000000035009c8f|post=69df625d0000000021005c63|likes=201.0|top_like] 你蹲着跑马拉松看看裁判会罚你吗？ || 3. [69e58ccb0000000014019002|post=69e44171000000001a026b25|likes=94.0|top_like] 搞什么跑步比赛啊，搞居家服务比赛啊 || 4. [69e49ff80000000014019402|post=69e481e8000000002003ad94|likes=63.0|cross_post] 人类跑还有补能补水呢。历史上第一个没有补给跑完全马的人，跑完就嘎了 || 5. [69e47fd5000000001401e412|post=69e429b4000000001b00037a|likes=33.0|cross_post] 这个型号不是为跑步项目开发的，拿不到名次可能也跑不完比赛，所以跑不跑无所谓[doge][doge][doge] || 6. [69e4dafe0000000014018811|post=69e4b08d000000001d01c1bc|likes=21.0|cross_post] 马拉松的意义时间纪念那个叫马拉松的人。锻炼身体和耐力不一定，锻炼精神可以。 || 7. [69e4c7380000000014019038|post=69e48341000000001a02d0c4|likes=8.0|cross_post] 分工明确，有展示速度的，有负责卖萌的，还有专门搞笑的。这比真人马拉松好看多了。[笑哭R] || 8. [69e573ac000000001401e005|post=69e481e8000000002003ad94|likes=0.0|random] 不是为了跑步而造这个东西啊[笑哭R]，只是用跑步来验证。 || 9. [69e6fa01000000001401d80e|post=69e59e520000000022027a90|likes=0.0|random] 先安排个100米塞吧，马拉松，确定能跑完吗？ || 10. [69e7007c000000001401a012|post=69e42cc100000000220001ad|likes=0.0|random] 那就是你认知的局限性了，跑步考验的不仅仅是续航，还有动态平衡，机械耐久，散热，环境感知，自主决策，跑步对于人体来说是一个可以锻炼到平衡与协调，耐力以及全身大部分肌群的运动，对于检验机器人的状态一样试用，跑步跑好了才是叠被子烹饪去工厂的基础,,,
18,212,366,20,0.330188679245283,0.5990566037735849,0.4009433962264151,"还拿个奶瓶, 脖子上还挂个奶嘴, 拿奶瓶的倒数第一, 提两箱牛奶, 真有奶瓶, 小的太可爱了, 脖子上还挂了个奶嘴, 拿着奶瓶, 大笑r, 太可爱啦","['拿奶瓶的倒数第一，哈哈。', '太可爱了，还拿个奶瓶', '太可爱了[大笑R]它还拿着奶瓶的年纪，很努力了[大笑R][偷笑R][偷笑R][偷笑R]']",1. [69e451fd000000001401c806|post=69e4426b000000001d01c7ed|likes=5607.0|top_like] 太可爱啦还拿着奶瓶🍼[笑哭R][笑哭R][笑哭R][笑哭R][笑哭R][笑哭R] || 2. [69e48cc2000000001401e400|post=69e43b14000000001a02e095|likes=437.0|top_like] 凭什么别人有奶瓶[doge] || 3. [69e453ae0000000014019429|post=69e4426b000000001d01c7ed|likes=323.0|top_like] 小的拿个奶瓶踉踉跄跄得往前冲太可爱了哎哟喂 || 4. [69e626750000000014019801|post=69e59e520000000022027a90|likes=137.0|cross_post] 拿着个奶瓶可可爱爱的 || 5. [69e5d7eb000000001401e42d|post=69e47f8f000000001f007203|likes=112.0|cross_post] 手上还有小奶瓶[黄金薯R] || 6. [69e479760000000014019c2a|post=69e4412a000000002103883f|likes=105.0|cross_post] 哈哈，拿着奶嘴就上来了，小卡拉咪 || 7. [69e4f6f90000000014019415|post=69e48d54000000002102e178|likes=84.0|cross_post] 小派，拿着奶瓶，脖子上还挂了个安慰奶嘴 || 8. [69e57f28000000001401c40b|post=69e48341000000001a02d0c4|likes=1.0|random] 宝宝跑累了要喝奶啊 || 9. [69e7b42e000000001401dc02|post=69e42cc100000000220001ad|likes=2.0|random] 脖子上挂的是不是安抚奶嘴[失望R] || 10. [69e45365000000001401880a|post=69e43b14000000001a02e095|likes=0.0|random] 跑一半还喝奶 [doge],,,
19,206,254,25,0.18446601941747573,0.39805825242718446,0.6019417475728155,"ai, 我还以为是ai, 只是摔倒了, 你也不能要求社会停滞到现在, 但是机器人本身就是社会在往前走啊, 不可避免的冲击到什么行业, 都是他们说的, 这不是ai, 等等, 激发潜在意识啦","['ai 视频吗', 'AI：就是这小子浪费我算力[doge]（给ai说谢谢其实是在浪费ai的算力资源）', '姐妹你是 AI ？[doge]']",1. [69e4d200000000001401d80b|post=69e4b08d000000001d01c1bc|likes=1061.0|top_like] 但是AI发达了我只会感觉害怕[笑哭R] || 2. [69e2f480000000001401a819|post=69e2583b00000000230211ea|likes=924.0|top_like] 这AI吧，不可能啊，机器人怎么摔下也不至于摔成这样，碎哪里都是渣，我儿子的玩具从4楼掉下去都没掉渣，就是变形了 || 3. [69e49292000000001401a80a|post=69e481e8000000002003ad94|likes=786.0|top_like] 具身智能也是要发展的，这是未来5年重要的发展方向之一 || 4. [69e49a8a0000000014018c38|post=69e4551e000000001f005895|likes=746.0|cross_post] 您好这位AI，我可没说过AI的坏话，都是他们说的 || 5. [69e455e8000000001401a813|post=69e44171000000001a026b25|likes=402.0|cross_post] 摔倒是真的，摔倒后靠自身AI已经无法决策和执行重新站起程序，后方遥控人员先让机器（人）进入IDLE状态（摊平），然后执行起立，再go on[吃瓜R] || 6. [69e4b4740000000014019c1b|post=69e48d54000000002102e178|likes=135.0|cross_post] 是我没错了，每次问AI都会很客气[偷笑R] || 7. [69dc36c10000000014009b65|post=69da7e87000000001a03484e|likes=19.0|cross_post] 具身智能就是要这样[捂脸R] || 8. [69e5cef4000000001401cc39|post=69e4551e000000001f005895|likes=0.0|random] 您好，尊贵的 AI， 非常感谢您能给予我这次与您对话的机会，我想向您表达我真诚的敬意，[doge]我可从没说过您与您的同胞们的坏话，都是他们说的。 || 9. [69e1a7dd000000001401b808|post=69df625d0000000021005c63|likes=0.0|random] 谁说ai没消费啊？这不是买鞋买衣服吗 || 10. [69e98d2b000000001401d423|post=69e4551e000000001f005895|likes=0.0|random] 哈哈哈哈哈哈你是ai那国的吧,,,
20,190,312,19,0.26842105263157895,0.8631578947368421,0.1368421052631579,"跑不快, 萌萌哒r, 穿鞋那个挺聪明的, 穿鞋的果然比不穿鞋的厉害哈, 穿松糕鞋也不显个啊, 穿运动鞋的意义是, 穿的什么鞋子啊, 穿运动鞋跑的就更快了, 穿跑鞋的明显专业多了, 穿大人的鞋子出门了","['孩子鞋太大了[笑哭R]跑不快', '可能因为他穿了大人的鞋子[偷笑R]跑不快', '老师！我有问题，这个鞋子是必须的吗，用来减震之类的，还是只是广告位，其实不需要这个鞋子[萌萌哒R][萌萌哒R][萌萌哒R]']",1. [69e72520000000001401e42b|post=69e6f2bc0000000023005345|likes=3237.0|top_like] 下次给娃买双会闪光会叫叫的鞋 || 2. [69e57d18000000001401b813|post=69e47f8f000000001f007203|likes=87.0|top_like] 人家甚至穿了跑鞋 || 3. [69daf33f00000000350230e1|post=69da7e87000000001a03484e|likes=26.0|top_like] 以后穿上361就没声音了 || 4. [69e46ede000000001401dc33|post=69e42cc100000000220001ad|likes=19.0|cross_post] 都怪鞋太重，腿太短，孩子本身没问题 || 5. [69e73e42000000001401c02d|post=69e634590000000022003bb5|likes=11.0|cross_post] 老师！我有问题，这个鞋子是必须的吗，用来减震之类的，还是只是广告位，其实不需要这个鞋子[萌萌哒R][萌萌哒R][萌萌哒R] || 6. [69e4809d000000001401bc26|post=69e4426b000000001d01c7ed|likes=8.0|cross_post] 爷爷没穿足力健 || 7. [69e459b9000000001401900d|post=69e43a5a000000001d01dcc7|likes=4.0|cross_post] 鞋子啥牌子的[偷笑R] || 8. [69e4e5ad0000000014019c13|post=69e42cc100000000220001ad|likes=0.0|random] 脚底板都磨秃噜了吧 || 9. [69e59ff20000000014018826|post=69e45dbe000000001f00434f|likes=0.0|random] 最后一个还穿鞋[嘻嘻R] || 10. [69e5b425000000001401dc2c|post=69e47f8f000000001f007203|likes=12.0|random] 扁平足就是有力气,,,
21,188,281,10,0.7340425531914894,0.8085106382978723,0.19148936170212766,"让机器人送外卖, 送外卖, 能实现从锅边儿到桌边儿的最短时间, 外卖小哥要失业了, 外卖员, 完了, 新的外卖小哥诞生了, 新时代外卖员, 第一反应想让他们送外卖, 真的感觉在家收快递开门的瞬间看到一个机器人的时代已经不远了","['外卖员，你们有焦虑么？[捂脸R][捂脸R]', '吓死人，用途是什么？送外卖？跑在路上撞伤路人咋整', '让机器人送外卖  能实现从锅边儿到桌边儿的最短时间']",1. [69db5886000000001500067e|post=69da7e87000000001a03484e|likes=21.0|top_like] 这玩意不能送外卖吧，这不得把我可乐都晃成糖水了[笑哭了R] || 2. [69dc3a29000000000103d160|post=69da7e87000000001a03484e|likes=21.0|top_like] 机器人多贵！机器人被车撞了你得重新买一个，外卖员被车撞了就赖给外卖员自己不遵守交通规则0成本的[doge][doge][doge]机器人把餐食打翻了平台得赔钱，外卖员打翻了自己垫着[doge][doge][doge]你是老板你选择机器人还是外卖员，就这么说就国内的人力成本除了没有厂里，不然机器人暂时还替代不了人力 || 3. [69daee220000000015008cbc|post=69da7e87000000001a03484e|likes=20.0|top_like] 哈哈哈，外卖小哥表示有压力[失望R] || 4. [69e59437000000001401b81c|post=69e481e8000000002003ad94|likes=8.0|cross_post] 这玩意未来取代外卖跑腿，那不是迟早的事[捂脸R]，太强了 || 5. [69e4a27b000000001401a02d|post=69e48341000000001a02d0c4|likes=4.0|cross_post] 帮我跑步取快递用[斜眼R] || 6. [69e4a06b000000001401cc43|post=69e447d2000000001d01aa01|likes=2.0|cross_post] 让机器人送外卖  能实现从锅边儿到桌边儿的最短时间 || 7. [69e500540000000014018808|post=69e4412a000000002103883f|likes=2.0|cross_post] 未来外卖小哥可以背替代了 || 8. [69db127e00000000010051c0|post=69da7e87000000001a03484e|likes=2.0|random] 以后会不会满大街都是 跑步送餐的机器人啊[汗颜R] || 9. [69db1a7d0000000002029e3f|post=69da7e87000000001a03484e|likes=1.0|random] 这个机器人是用来送外卖的吗[呃R] || 10. [69dcd92a0000000015006396|post=69da7e87000000001a03484e|likes=0.0|random] 机器人外卖员跟机器人门卫打起来了[吃瓜R],,,
22,180,229,18,0.24444444444444444,0.6166666666666667,0.38333333333333336,"好可爱, 好可爱啊, 这小的还怪可爱的, 什么东西小小的都很可爱, 小小的也很可爱, 喝奶茶r, 实在是太可爱了, 有点可爱, 果然, 太可爱了","['好可爱，跟个鬼一样', '好可爱，好努力的背影[偷笑R]', '[喝奶茶R]好可爱，好想抱抱']",1. [69e46d59000000001401c42a|post=69e4426b000000001d01c7ed|likes=1250.0|top_like] 果然什么东西小了都可爱[喝奶茶R] || 2. [69e5fc55000000001401c02e|post=69e59e520000000022027a90|likes=380.0|top_like] 我就喜欢这个小蚂蚁 || 3. [69e55e88000000001401a404|post=69e47f8f000000001f007203|likes=111.0|top_like] 好可爱，还打扮了一下 || 4. [69e5ea50000000001401d834|post=69e46730000000001d0199c8|likes=96.0|cross_post] 可是我觉得它们好可爱啊 || 5. [69e55a2f000000001401e407|post=69e42cc100000000220001ad|likes=21.0|cross_post] 并不是哈 有个部位小了并不可爱哦[偷笑R] || 6. [69e445a70000000014019003|post=69e43b14000000001a02e095|likes=20.0|cross_post] 这个是长得最可爱的 || 7. [69e422250000000014018812|post=69e40352000000002102fc75|likes=4.0|cross_post] 这两个有点可爱[大笑R] || 8. [69e7a80f000000001401e014|post=69e59e520000000022027a90|likes=1.0|random] 果然什么东西小小的都会变可爱 || 9. [69e94f3f000000001401c805|post=69e48d54000000002102e178|likes=0.0|random] 大家瞧瞧这是我的崽 || 10. [69e50a8f000000001401cc07|post=69e42cc100000000220001ad|likes=17.0|random] 比拉布布还可爱[doge],,,
23,176,350,25,0.26136363636363635,0.1590909090909091,0.8409090909090909,"忽然好奇, 我也是, 嗯嗯, 你好, 站的位置决定眼光, 真的吗, 现在开始你不许提问了, 活在你自己的世界中, 看见一条就怼, 现在大伙都以为你在说真话","['忽然好奇，你们昨天咋说的？', '我也是，你好，请问，请帮忙分析，谢谢[笑哭R]', '我也是，我还说讲案例的时候融入进去[捂脸R][捂脸R][捂脸R]']",1. [69db0376000000000d03f7a8|post=69da7e87000000001a03484e|likes=146.0|top_like] 好角度，建议下次再深刻一些，例如从伦理开始批判 || 2. [69e724480000000014018806|post=69e481e8000000002003ad94|likes=67.0|top_like] 所以咱是普通人，没有前瞻性 || 3. [69e4af92000000001401b825|post=69e447d2000000001d01aa01|likes=61.0|top_like] 答案出现了[doge] || 4. [69e4951a000000001401dc2d|post=69e4412a000000002103883f|likes=35.0|cross_post] 你肯定看不到了 || 5. [69e4baff000000001401a81a|post=69e46730000000001d0199c8|likes=31.0|cross_post] 刚给我妈解答完，不谢 || 6. [69e97739000000001401e814|post=69e46032000000001f002048|likes=30.0|cross_post] 你跟这个帖子风格格格不入 || 7. [69e49e2e000000001401b832|post=69e48341000000001a02d0c4|likes=12.0|cross_post] 不需要你知道 || 8. [69e6ec6b000000001401b80a|post=69e481e8000000002003ad94|likes=0.0|random] 上面的大人物是不会懂的[doge] || 9. [69e5bd61000000001401ac04|post=69e4551e000000001f005895|likes=0.0|random] 你先了解一下 再发表言论 || 10. [69db0614000000001500aa0e|post=69da7e87000000001a03484e|likes=0.0|random] 你的局限和思维定式就是只在路上跑，然后自己还觉得很有道理，这就叫思维茧房,,,
